,index,user_id,experiment_id,scenario_type,input_type,input_state,hand,event_datetime,hand_location,hand_rotation
449,135,AB,1,T2,IA_Move,completed,Right,2024-10-25 13:54:04.947,(42.421761;30.504887;36.579926),(-12.352651;66.2472;9.065092)
450,136,AB,1,T2,IA_Move,started,Right,2024-10-25 13:54:05.854,(34.746357;9.20065;3.15654),(-15.00483;51.619362;-15.761456)
451,137,AB,1,T2,IA_Move,completed,Right,2024-10-25 13:54:06.250,(39.160622;0.666659;22.404305),(-30.179985;87.639931;-49.06572)
452,138,AB,1,T2,IA_Menu_Interact,started,Right,2024-10-25 13:54:19.186,(40.267895;2.253318;29.351967),(-13.854542;79.412476;-20.13932)
453,139,AB,1,T2,IA_Menu_Interact,completed,Right,2024-10-25 13:54:19.278,(39.969635;1.587355;29.828674),(3.360479;77.979721;-4.338185)
454,140,AB,1,T2,IA_Menu_Interact,started,Right,2024-10-25 13:54:19.842,(39.278725;0.911999;28.803375),(-27.665155;78.866554;-33.818604)
455,141,AB,1,T2,IA_Menu_Interact,completed,Right,2024-10-25 13:54:19.923,(39.103657;0.977415;28.810196),(-24.71994;79.177963;-32.090637)
456,142,AB,1,T2,IA_Menu_Toggle,started,Right,2024-10-25 13:54:27.091,(19.158802;6.881085;5.858139),(-4.065708;41.555359;-54.899178)
457,143,AB,1,T2,IA_Menu_Toggle,completed,Right,2024-10-25 13:54:27.226,(19.387169;6.718966;6.32666),(5.911696;45.924561;-47.953136)
458,144,AB,1,T2,IA_Menu_Interact,started,Right,2024-10-25 13:54:36.537,(17.855789;6.172045;24.951164),(67.369431;64.346313;-47.313435)
459,145,AB,1,T2,IA_Menu_Interact,completed,Right,2024-10-25 13:54:36.673,(17.89529;6.170289;24.943329),(67.341576;64.600082;-47.23156)
460,146,AB,1,T2,IA_Menu_Interact,started,Right,2024-10-25 13:54:46.185,(7.754375;0.190849;20.591286),(8.04945;67.952873;-98.851936)
461,147,AB,1,T2,IA_Menu_Interact,completed,Right,2024-10-25 13:54:46.227,(7.772522;0.191871;20.601585),(7.926086;68.052063;-99.040726)
462,148,AB,1,T2,IA_Menu_Interact,started,Right,2024-10-25 13:54:46.504,(7.67992;0.293305;20.628075),(7.919939;68.316795;-98.724976)
463,149,AB,1,T2,IA_Menu_Interact,completed,Right,2024-10-25 13:54:47.006,(7.729034;0.333047;20.652122),(7.288258;68.619301;-98.47036)
464,150,AB,1,T2,IA_Menu_Interact,started,Right,2024-10-25 13:54:47.326,(7.790031;0.336684;20.644928),(8.048456;68.313927;-97.662697)
465,151,AB,1,T2,IA_Menu_Interact,completed,Right,2024-10-25 13:54:47.627,(7.83099;0.305657;20.714325),(7.456529;68.474434;-98.406593)
466,152,AB,1,T2,IA_Menu_Interact,started,Right,2024-10-25 13:54:47.932,(7.85688;0.292041;20.707191),(8.206686;68.274269;-98.029419)
467,153,AB,1,T2,IA_Menu_Interact,completed,Right,2024-10-25 13:54:48.197,(7.77272;0.102338;20.632782),(7.32122;67.79863;-98.338333)
468,154,AB,1,T2,IA_Menu_Interact,started,Right,2024-10-25 13:54:48.398,(7.71701;0.006805;20.505196),(6.479938;67.431305;-99.108727)
469,155,AB,1,T2,IA_Menu_Interact,completed,Right,2024-10-25 13:54:48.743,(7.643417;0.096632;20.483871),(6.176129;67.871986;-99.698128)
470,156,AB,1,T2,IA_Menu_Interact,started,Right,2024-10-25 13:54:48.976,(7.611691;0.137393;20.479424),(6.895882;67.696671;-99.308434)
471,157,AB,1,T2,IA_Menu_Interact,completed,Right,2024-10-25 13:54:49.680,(7.562065;0.110225;20.529755),(6.068074;67.816254;-99.012665)
472,158,AB,1,T2,IA_Move,started,Right,2024-10-25 13:54:51.126,(25.55209;20.622269;20.103447),(25.95101;65.741112;51.896523)
473,159,AB,1,T2,IA_Move,completed,Right,2024-10-25 13:54:51.353,(24.69895;19.607168;23.961906),(42.354404;75.767662;58.132473)
474,160,AB,1,T2,IA_Menu_Toggle,started,Right,2024-10-25 13:54:52.712,(7.706902;12.172437;19.014503),(14.65968;58.01825;-63.47578)
475,161,AB,1,T2,IA_Menu_Toggle,completed,Right,2024-10-25 13:54:52.753,(7.621319;11.978585;18.892105),(15.052827;57.427971;-67.543701)
476,162,AB,1,T2,IA_Move,started,Right,2024-10-25 13:54:53.873,(32.715343;8.301966;18.741539),(15.128408;50.341187;20.847212)
477,163,AB,1,T2,IA_Move,completed,Right,2024-10-25 13:54:54.228,(32.22123;10.121568;30.691673),(148.231964;74.625107;145.417725)
478,0,AB,1,S2,IA_Move,started,Right,2024-10-25 13:55:20.389,(12.404846;12.03416;8.377602),(-16.228445;25.210377;-8.160364)
479,1,AB,1,S2,IA_Move,completed,Right,2024-10-25 13:55:20.505,(12.091925;12.499423;8.358604),(-11.118251;36.306526;-12.931164)
480,2,AB,1,S2,IA_Grab,started,Left,2024-10-25 13:56:08.039,(8.147322;8.835459;67.177307),(152.118668;29.002577;-156.008011)
481,3,AB,1,S2,IA_Grab,completed,Left,2024-10-25 13:56:08.403,(7.494768;7.890318;67.290161),(153.007843;23.731747;-171.127823)
482,4,AB,1,S2,IA_Grab,started,Left,2024-10-25 13:56:09.014,(6.445621;5.043755;66.056488),(144.633987;28.397438;-173.686661)
483,5,AB,1,S2,IA_Grab,completed,Left,2024-10-25 13:56:09.374,(6.55056;6.009296;66.593658),(146.50415;24.511738;-172.320587)
484,6,AB,1,S2,IA_Move,started,Right,2024-10-25 13:56:29.335,(3.55393;40.232403;18.234505),(6.536336;60.857307;76.207108)
485,7,AB,1,S2,IA_Move,completed,Right,2024-10-25 13:56:29.500,(3.883347;40.967033;20.916023),(17.620131;66.548744;85.316132)
486,8,AB,1,S2,IA_Move,started,Right,2024-10-25 13:56:31.242,(2.754318;26.475668;0.631844),(-11.897081;21.988184;60.072987)
487,9,AB,1,S2,IA_Move,completed,Right,2024-10-25 13:56:31.298,(1.634983;25.374781;0.557617),(-2.915194;34.112328;60.49427)
488,10,AB,1,S2,IA_Menu_Interact,started,Right,2024-10-25 13:56:36.194,(3.615323;33.672966;29.074135),(7.297131;78.822945;87.309647)
489,11,AB,1,S2,IA_Menu_Interact,completed,Right,2024-10-25 13:56:36.298,(3.992859;33.75169;29.13726),(7.119718;78.516769;87.791893)
490,12,AB,1,S2,IA_Menu_Interact,started,Right,2024-10-25 13:56:36.917,(3.460479;33.687908;24.927322),(-0.65416;65.382378;82.36824)
491,13,AB,1,S2,IA_Menu_Interact,completed,Right,2024-10-25 13:56:37.004,(3.763712;33.681007;25.421669),(0.255218;67.040077;82.095154)
492,14,AB,1,S2,IA_Menu_Interact,started,Right,2024-10-25 13:56:37.225,(3.348164;33.444321;25.933998),(-0.982277;66.990768;80.220222)
493,15,AB,1,S2,IA_Menu_Interact,completed,Right,2024-10-25 13:56:37.300,(3.426608;33.466629;25.934677),(-1.070575;67.092682;80.203323)
494,16,AB,1,S2,IA_Menu_Interact,started,Right,2024-10-25 13:56:37.798,(11.846504;35.082039;15.572647),(-11.868902;51.666157;88.047501)
495,17,AB,1,S2,IA_Menu_Interact,completed,Right,2024-10-25 13:56:37.902,(11.745399;34.517719;16.843491),(-14.046645;53.05645;86.161057)
496,18,AB,1,S2,IA_Menu_Interact,started,Right,2024-10-25 13:56:38.164,(12.18749;33.355888;17.284874),(-11.074214;54.707237;88.951645)
497,19,AB,1,S2,IA_Menu_Interact,completed,Right,2024-10-25 13:56:38.241,(12.225519;33.221874;17.344994),(-11.742447;54.346886;88.980309)
498,20,AB,1,S2,IA_Move,started,Right,2024-10-25 13:56:39.114,(27.509937;0.93837;7.140488),(-8.084141;24.625116;145.389282)
499,21,AB,1,S2,IA_Move,completed,Right,2024-10-25 13:56:39.331,(25.222115;1.994143;3.998512),(-2.405783;39.065243;141.197006)
500,22,AB,1,S2,IA_Move,started,Right,2024-10-25 13:56:40.117,(12.916737;4.82942;20.015762),(-19.888111;3.087738;111.634354)
501,23,AB,1,S2,IA_Move,completed,Right,2024-10-25 13:56:40.199,(12.880226;3.827978;20.361931),(-15.926344;7.73437;111.384544)
502,24,AB,1,S2,IA_Grab,started,Right,2024-10-25 13:56:41.366,(3.615778;11.713097;70.263474),(-31.588955;-8.026234;65.282806)
503,25,AB,1,S2,IA_Menu_Interact,started,Left,2024-10-25 13:56:43.076,(11.735449;6.035665;26.66774),(-6.307481;45.553764;77.973663)
504,26,AB,1,S2,IA_Menu_Interact,completed,Left,2024-10-25 13:56:43.187,(11.904998;5.801192;26.629677),(-6.035386;44.747261;78.605301)
505,27,AB,1,S2,IA_Move,started,Left,2024-10-25 13:56:45.714,(6.759277;43.250557;9.685646),(48.219559;-52.367825;-5.214299)
506,28,AB,1,S2,IA_Move,completed,Left,2024-10-25 13:56:45.800,(11.675506;43.838272;7.650749),(33.744675;-49.448254;8.709864)
507,29,AB,1,S2,IA_Move,started,Left,2024-10-25 13:56:54.940,(1.869064;23.52594;9.817947),(25.961714;4.19063;10.7279)
508,30,AB,1,S2,IA_Move,completed,Left,2024-10-25 13:56:55.326,(1.008921;23.139576;8.156769),(24.622997;10.898769;4.541736)
509,31,AB,1,S2,IA_Move,started,Left,2024-10-25 13:57:00.403,(1.057286;24.706438;0.446472),(25.476004;20.144613;-17.81218)
510,32,AB,1,S2,IA_Move,completed,Left,2024-10-25 13:57:00.599,(1.896784;29.160984;1.950691),(26.511068;4.945326;-41.518829)
511,33,AB,1,S2,IA_Menu_Interact,started,Left,2024-10-25 13:57:04.873,(13.769652;18.430273;50.75676),(37.795891;62.177094;38.200947)
512,34,AB,1,S2,IA_Menu_Interact,completed,Left,2024-10-25 13:57:04.956,(13.697705;18.359272;50.81694),(37.456623;62.028881;37.623291)
513,35,AB,1,S2,IA_Menu_Interact,started,Left,2024-10-25 13:57:11.928,(11.764169;15.05167;40.414413),(-7.679135;66.825417;0.694487)
514,36,AB,1,S2,IA_Menu_Interact,completed,Left,2024-10-25 13:57:12.063,(11.647537;15.119811;40.437836),(-7.8544;66.847488;1.390839)
515,37,AB,1,S2,IA_Menu_Interact,started,Left,2024-10-25 13:57:13.455,(16.290806;17.505365;57.926285),(96.460762;79.434731;100.785324)
516,38,AB,1,S2,IA_Menu_Interact,completed,Left,2024-10-25 13:57:13.569,(16.098888;17.39024;57.859924),(97.370094;78.614723;101.708763)
517,39,AB,1,S2,IA_Move,started,Left,2024-10-25 13:57:19.714,(9.403147;26.861023;2.245178),(11.907002;20.637749;8.445175)
518,40,AB,1,S2,IA_Move,completed,Left,2024-10-25 13:57:21.803,(24.23801;29.306026;20.630402),(19.731674;60.378052;9.235097)
519,41,AB,1,S2,IA_Menu_Interact,started,Left,2024-10-25 13:57:28.122,(11.016849;13.385565;48.255478),(-1.052483;87.00042;30.432987)
520,42,AB,1,S2,IA_Menu_Interact,completed,Left,2024-10-25 13:57:28.211,(11.023527;13.424618;48.248062),(0.965364;86.997894;32.15913)
521,43,AB,1,S2,IA_Move,started,Left,2024-10-25 13:57:37.235,(10.007083;11.392121;1.285011),(3.117586;12.465637;121.645226)
522,44,AB,1,S2,IA_Move,completed,Left,2024-10-25 13:57:37.713,(4.197786;14.399881;7.903702),(14.30552;24.196609;154.442932)
523,45,AB,1,S2,IA_Move,started,Left,2024-10-25 13:57:38.053,(11.727909;13.672159;3.143181),(8.90119;16.362337;140.680008)
524,46,AB,1,S2,IA_Move,completed,Left,2024-10-25 13:57:38.799,(7.158449;10.754411;7.631546),(30.372408;39.316822;-176.357864)
525,47,AB,1,S2,IA_Grab,completed,Right,2024-10-25 13:57:39.523,(26.499844;3.84644;11.476418),(-36.458744;9.032014;127.896347)
526,48,AB,1,S2,IA_Move,started,Left,2024-10-25 13:57:40.051,(35.583958;5.45124;8.411469),(20.83209;-20.546021;131.118408)
527,49,AB,1,S2,IA_Move,completed,Left,2024-10-25 13:57:40.689,(4.390635;14.785095;9.295181),(23.02409;34.044613;171.269363)
528,50,AB,1,S2,IA_Move,started,Left,2024-10-25 13:57:42.690,(17.65922;6.284283;3.086952),(14.263819;9.620473;151.950851)
529,51,AB,1,S2,IA_Move,completed,Left,2024-10-25 13:57:43.076,(5.991726;12.384468;6.218323),(24.005348;21.535303;170.802948)
530,52,AB,1,S2,IA_Grab,started,Left,2024-10-25 13:57:44.612,(0.917717;15.955391;69.179398),(15.606325;-2.147999;165.479782)
531,53,AB,1,S2,IA_Grab,started,Right,2024-10-25 13:57:45.849,(19.620144;0.483259;1.379158),(-15.949632;26.375725;75.09021)
532,54,AB,1,S2,IA_Grab,completed,Right,2024-10-25 13:57:48.195,(21.512547;3.80948;15.017845),(-3.499705;53.115662;-41.530392)
533,55,AB,1,S2,IA_Move,started,Right,2024-10-25 13:57:48.528,(22.986961;8.924159;19.845993),(-6.649716;55.597401;-50.790844)
534,56,AB,1,S2,IA_Move,completed,Right,2024-10-25 13:57:48.631,(22.677654;9.767212;21.07959),(-0.277513;57.700787;-47.669044)
535,57,AB,1,S2,IA_Move,started,Right,2024-10-25 13:57:49.483,(16.47621;7.255296;7.783798),(-6.571273;40.82618;-76.950623)
536,58,AB,1,S2,IA_Move,completed,Right,2024-10-25 13:57:49.564,(17.109329;6.529451;7.270187),(-0.717446;39.414875;-74.66449)
537,59,AB,1,S2,IA_Move,started,Right,2024-10-25 13:57:52.086,(39.905087;1.724851;34.40451),(-35.085491;70.519653;-66.270477)
538,60,AB,1,S2,IA_Move,completed,Right,2024-10-25 13:57:52.782,(37.786446;3.499567;35.401031),(-41.997562;78.206604;-68.765358)
539,61,AB,1,S2,IA_Move,started,Right,2024-10-25 13:57:53.434,(26.622101;0.76519;3.85952),(-14.361553;45.203686;-38.583603)
540,62,AB,1,S2,IA_Move,completed,Right,2024-10-25 13:57:53.864,(28.021851;1.68838;10.769562),(-5.411347;61.475491;-36.155792)
541,63,AB,1,S2,IA_Menu_Interact,started,Right,2024-10-25 13:57:54.974,(22.5905;15.785565;21.911385),(-3.412699;64.883224;-52.425545)
542,64,AB,1,S2,IA_Menu_Interact,completed,Right,2024-10-25 13:57:55.057,(22.993755;15.443816;21.964386),(-0.834891;63.346401;-51.020088)
543,65,AB,1,S2,IA_Menu_Interact,started,Right,2024-10-25 13:57:55.701,(22.353823;10.499403;20.167427),(-6.797377;67.798683;-57.707832)
544,66,AB,1,S2,IA_Menu_Interact,completed,Right,2024-10-25 13:57:55.784,(22.517651;10.262882;20.394577),(-4.112395;67.594109;-54.912231)
545,67,AB,1,S2,IA_Move,started,Right,2024-10-25 13:58:32.154,(5.325438;9.673569;16.754349),(-18.210865;57.235489;162.33168)
546,68,AB,1,S2,IA_Move,completed,Right,2024-10-25 13:58:32.365,(2.501109;8.170506;16.11834),(-15.478045;71.309723;160.510056)
547,69,AB,1,S2,IA_Move,started,Right,2024-10-25 13:58:38.703,(30.729046;9.205767;18.62941),(24.332144;70.520836;20.536997)
548,70,AB,1,S2,IA_Move,completed,Right,2024-10-25 13:58:39.094,(26.565254;13.031762;17.936493),(8.613264;80.175072;5.791077)
549,71,AB,1,S2,IA_Move,started,Right,2024-10-25 13:58:39.624,(28.646542;8.077741;7.183983),(-6.591241;38.611588;-12.011329)
550,72,AB,1,S2,IA_Move,completed,Right,2024-10-25 13:58:40.135,(28.090485;6.372983;10.365028),(2.904205;77.249268;-11.147198)
551,73,AB,1,S2,IA_Move,started,Right,2024-10-25 13:58:42.121,(11.151802;4.041404;8.891823),(-28.138557;54.346069;-83.330643)
552,74,AB,1,S2,IA_Move,completed,Right,2024-10-25 13:58:42.335,(14.149603;0.126322;7.796555),(-18.860035;55.625221;-79.730957)
553,75,AB,1,S2,IA_Move,started,Right,2024-10-25 13:58:43.210,(20.796671;10.964958;6.00396),(-7.771768;23.478088;-16.451456)
554,76,AB,1,S2,IA_Move,completed,Right,2024-10-25 13:58:43.368,(21.611469;9.864277;3.858574),(-0.508265;32.802582;-4.114215)
555,77,AB,1,S2,IA_Move,started,Right,2024-10-25 13:58:44.182,(28.053713;9.49531;9.692413),(9.777129;74.315216;16.304512)
556,78,AB,1,S2,IA_Move,completed,Right,2024-10-25 13:58:45.017,(26.987186;9.786504;8.946732),(3.74642;69.789391;4.70929)
557,79,AB,1,S2,IA_Move,started,Right,2024-10-25 13:58:49.460,(27.918596;17.969349;11.359734),(1.253376;68.348824;24.959116)
558,80,AB,1,S2,IA_Move,completed,Right,2024-10-25 13:58:49.713,(21.836079;23.857813;16.434708),(3.145102;75.226616;37.358093)
559,81,AB,1,S2,IA_Move,started,Right,2024-10-25 13:58:51.270,(14.960281;2.754856;7.25267),(-10.583866;62.723808;-67.892326)
560,82,AB,1,S2,IA_Move,completed,Right,2024-10-25 13:58:51.352,(14.395555;2.549675;7.319481),(-7.529937;59.801487;-62.959026)
561,83,AB,1,S2,IA_Menu_Interact,started,Right,2024-10-25 13:58:52.715,(22.81988;16.181051;18.343903),(4.298737;65.259819;24.75823)
562,84,AB,1,S2,IA_Menu_Interact,completed,Right,2024-10-25 13:58:52.798,(22.670298;16.194881;17.924889),(3.33452;68.351189;22.085466)
563,85,AB,1,S2,IA_Menu_Interact,started,Right,2024-10-25 13:59:01.328,(18.412931;16.091463;14.427139),(14.214955;74.450928;24.905743)
564,86,AB,1,S2,IA_Menu_Interact,completed,Right,2024-10-25 13:59:01.411,(18.402332;16.099598;14.411331),(14.002831;74.404137;24.611465)
565,87,AB,1,S2,IA_Menu_Interact,started,Right,2024-10-25 13:59:01.855,(18.396935;16.321545;14.461212),(13.145113;74.038208;24.91325)
566,88,AB,1,S2,IA_Menu_Interact,completed,Right,2024-10-25 13:59:01.958,(18.337254;16.338984;14.469414),(13.141919;74.307594;25.09857)
567,89,AB,1,S2,IA_Menu_Interact,started,Right,2024-10-25 13:59:02.542,(18.244303;16.385525;14.252274),(13.89489;73.460663;27.313372)
568,90,AB,1,S2,IA_Menu_Interact,completed,Right,2024-10-25 13:59:02.626,(18.213087;16.421341;14.216263),(13.720062;73.342552;27.267839)
569,91,AB,1,S2,IA_Menu_Interact,started,Right,2024-10-25 13:59:03.043,(18.572224;17.281654;14.321335),(19.917793;73.808464;39.697685)
570,92,AB,1,S2,IA_Menu_Interact,completed,Right,2024-10-25 13:59:03.128,(18.523899;17.314426;14.36599),(15.438073;73.640594;34.222321)
571,93,AB,1,S2,IA_Move,started,Right,2024-10-25 13:59:12.120,(27.612564;24.982512;10.819138),(-49.573269;-9.83713;126.044373)
572,94,AB,1,S2,IA_Move,completed,Right,2024-10-25 13:59:12.254,(32.365726;21.729084;10.317848),(-45.277252;-7.071484;124.940826)
573,95,AB,1,S2,IA_Move,started,Right,2024-10-25 13:59:15.338,(9.063841;1.380295;14.206787),(-22.803438;44.727287;116.298271)
574,96,AB,1,S2,IA_Move,completed,Right,2024-10-25 13:59:15.519,(7.156904;1.657513;12.498566),(-27.209581;40.977886;117.928207)
575,97,AB,1,S2,IA_Move,started,Right,2024-10-25 13:59:21.530,(13.262568;8.615089;27.842255),(-33.575294;77.469498;138.159348)
576,98,AB,1,S2,IA_Move,completed,Right,2024-10-25 13:59:21.918,(12.182396;12.002941;30.633072),(-48.397507;82.335602;132.650101)
577,99,AB,1,S2,IA_Move,started,Right,2024-10-25 13:59:22.415,(10.919139;10.091928;21.630638),(-33.731483;58.708042;136.829239)
578,100,AB,1,S2,IA_Move,completed,Right,2024-10-25 13:59:22.698,(11.389206;8.770775;19.947441),(-27.217367;61.567078;144.649216)
579,101,AB,1,S2,IA_Move,started,Right,2024-10-25 13:59:23.201,(11.832719;9.530699;19.806435),(-24.305511;55.371216;145.697861)
580,102,AB,1,S2,IA_Move,completed,Right,2024-10-25 13:59:23.368,(11.132513;10.615761;18.440147),(-19.29134;57.188385;150.133209)
581,103,AB,1,S2,IA_Move,started,Right,2024-10-25 13:59:24.480,(27.778807;13.073299;12.860245),(-27.666164;-23.648539;-52.353828)
582,104,AB,1,S2,IA_Move,completed,Right,2024-10-25 13:59:24.636,(24.500786;23.701633;13.868851),(-30.814304;-27.267029;-23.787397)
583,105,AB,1,S2,IA_Move,started,Right,2024-10-25 13:59:27.201,(12.15134;0.568141;17.769234),(-35.587357;47.648907;109.237633)
584,106,AB,1,S2,IA_Move,completed,Right,2024-10-25 13:59:27.341,(11.972082;1.571473;17.775894),(-23.95719;50.391232;124.707787)
585,107,AB,1,S2,IA_Move,started,Right,2024-10-25 13:59:27.982,(13.097237;1.652567;16.641754),(-21.173841;45.12442;142.46962)
586,108,AB,1,S2,IA_Move,completed,Right,2024-10-25 13:59:28.176,(11.942978;2.473984;15.197296),(-17.843328;44.155334;145.896576)
587,109,AB,1,S2,IA_Move,started,Right,2024-10-25 13:59:37.368,(31.207779;4.3545;4.050568),(5.345241;36.575462;16.18054)
588,110,AB,1,S2,IA_Move,completed,Right,2024-10-25 13:59:37.593,(36.984112;10.268112;30.254616),(83.082603;79.725624;83.48439)
589,111,AB,1,S2,IA_Move,started,Right,2024-10-25 13:59:38.255,(40.69651;0.52306;16.558937),(5.21619;17.563444;-17.058184)
590,112,AB,1,S2,IA_Move,completed,Right,2024-10-25 13:59:38.446,(37.633026;0.8894;5.119209),(-9.913908;-1.936711;-27.255972)
591,113,AB,1,S2,IA_Menu_Interact,started,Right,2024-10-25 13:59:39.124,(38.924698;3.285303;22.129005),(-2.744996;66.063988;-21.07939)
592,114,AB,1,S2,IA_Menu_Interact,completed,Right,2024-10-25 13:59:39.207,(38.429649;3.203676;20.278603),(-4.458201;61.133133;-24.632654)
593,115,AB,1,S2,IA_Menu_Interact,started,Right,2024-10-25 13:59:40.305,(37.91544;0.334475;21.170479),(-16.961636;64.510529;-35.232357)
594,116,AB,1,S2,IA_Menu_Interact,completed,Right,2024-10-25 13:59:40.419,(37.974339;0.395765;21.369675),(-17.359467;64.582069;-36.312077)
595,117,AB,1,S2,IA_Move,started,Right,2024-10-25 14:00:20.456,(6.270526;3.140465;22.10836),(-36.669125;45.188953;146.993652)
596,118,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:00:20.779,(5.410302;7.477011;22.64209),(-12.870716;55.712833;171.067902)
597,119,AB,1,S2,IA_Move,started,Right,2024-10-25 14:00:21.314,(5.3315;8.637629;21.36158),(-17.396019;47.458534;158.500046)
598,120,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:00:21.480,(4.693573;8.772657;21.226578),(-14.952272;49.948792;162.473404)
599,121,AB,1,S2,IA_Move,started,Right,2024-10-25 14:00:25.827,(9.598999;9.670227;17.357834),(-6.008797;36.474903;130.712372)
600,122,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:00:26.165,(9.37692;1.92374;23.301201),(-4.988785;63.843189;110.947533)
601,123,AB,1,S2,IA_Move,started,Right,2024-10-25 14:00:26.727,(7.599713;13.603689;1.276176),(-17.399328;30.226875;140.270721)
602,124,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:00:26.919,(7.082522;18.310268;1.600586),(-3.955772;37.401787;161.468811)
603,125,AB,1,S2,IA_Move,started,Right,2024-10-25 14:00:27.480,(17.269754;5.007601;1.807716),(-5.958515;27.236464;130.974365)
604,126,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:00:27.563,(16.733078;2.490108;3.222916),(-13.032431;17.411972;127.203949)
605,127,AB,1,S2,IA_Menu_Interact,started,Right,2024-10-25 14:00:28.679,(14.533826;13.558672;42.199326),(-88.615677;79.997269;14.86692)
606,128,AB,1,S2,IA_Menu_Interact,completed,Right,2024-10-25 14:00:28.790,(14.520158;13.282322;42.444992),(-95.524712;79.185829;8.006128)
607,129,AB,1,S2,IA_Menu_Interact,started,Right,2024-10-25 14:00:28.928,(14.242804;12.885057;42.779831),(-105.119522;78.935829;-3.336272)
608,130,AB,1,S2,IA_Menu_Interact,completed,Right,2024-10-25 14:00:29.012,(14.264948;12.841157;42.916),(-104.587135;78.851036;-1.756255)
609,131,AB,1,S2,IA_Menu_Interact,started,Right,2024-10-25 14:00:29.096,(14.18746;12.808495;43.053833),(-105.820221;79.286606;-3.609027)
610,132,AB,1,S2,IA_Menu_Interact,completed,Right,2024-10-25 14:00:29.178,(14.16314;12.763848;43.101227),(-106.209221;78.88887;-4.167748)
611,133,AB,1,S2,IA_Menu_Interact,started,Right,2024-10-25 14:00:29.279,(14.036092;12.681359;43.428741),(-108.863823;78.835098;-6.423231)
612,134,AB,1,S2,IA_Menu_Interact,completed,Right,2024-10-25 14:00:29.352,(14.077378;12.638756;43.67128),(-110.700233;79.069527;-7.681781)
613,135,AB,1,S2,IA_Menu_Interact,started,Right,2024-10-25 14:00:29.455,(14.146585;12.652915;43.744232),(-109.899704;79.03949;-7.190419)
614,136,AB,1,S2,IA_Menu_Interact,completed,Right,2024-10-25 14:00:29.509,(14.161283;12.660307;43.762665),(-110.714478;79.129555;-8.058003)
615,137,AB,1,S2,IA_Menu_Interact,started,Right,2024-10-25 14:00:29.757,(14.009864;12.836833;43.751785),(-108.652405;79.12439;-6.204741)
616,138,AB,1,S2,IA_Menu_Interact,completed,Right,2024-10-25 14:00:29.840,(13.967528;12.814477;43.79451),(-108.581444;78.897728;-6.256259)
617,139,AB,1,S2,IA_Menu_Interact,started,Right,2024-10-25 14:00:30.032,(14.017614;12.855243;43.874878),(-107.690231;79.04747;-5.277656)
618,140,AB,1,S2,IA_Menu_Interact,completed,Right,2024-10-25 14:00:30.087,(14.016208;12.884013;43.874313),(-107.309769;78.986023;-5.084802)
619,141,AB,1,S2,IA_Menu_Interact,started,Right,2024-10-25 14:00:31.122,(16.932318;11.85768;30.900635),(-13.071848;59.1548;101.638596)
620,142,AB,1,S2,IA_Menu_Interact,completed,Right,2024-10-25 14:00:31.207,(16.972858;11.827607;30.941467),(-12.751438;58.320923;102.346985)
621,143,AB,1,S2,IA_Menu_Interact,started,Right,2024-10-25 14:00:31.398,(15.776167;12.586336;30.679924),(-11.465949;57.316448;104.184792)
622,144,AB,1,S2,IA_Menu_Interact,completed,Right,2024-10-25 14:00:31.482,(14.634584;13.587867;30.552414),(-11.695782;56.993549;104.483681)
623,145,AB,1,S2,IA_Move,started,Right,2024-10-25 14:00:31.950,(21.666115;7.161673;1.580986),(-14.94663;23.167236;156.543564)
624,146,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:00:32.037,(18.403826;7.668266;3.335274),(-11.620586;24.124218;150.744873)
625,147,AB,1,S2,IA_Move,started,Right,2024-10-25 14:00:32.645,(10.860003;11.156305;9.030304),(-7.524518;-4.60914;156.649109)
626,148,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:00:32.729,(9.099499;10.964931;9.318344),(-10.898523;-2.958733;150.708023)
627,149,AB,1,S2,IA_Move,started,Right,2024-10-25 14:00:33.647,(1.798691;14.509862;27.070114),(-12.914905;15.880032;149.348114)
628,150,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:00:33.730,(2.282703;15.719269;29.42852),(-12.828863;20.338654;149.952988)
629,151,AB,1,S2,IA_Grab,started,Right,2024-10-25 14:00:34.535,(9.8055;3.902776;62.059303),(-12.551238;3.188856;100.945587)
630,152,AB,1,S2,IA_Move,started,Right,2024-10-25 14:00:35.855,(35.087215;20.290276;9.236671),(-5.052271;53.961311;-37.899921)
631,153,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:00:36.100,(36.980289;22.792744;30.460007),(-171.368805;87.093513;148.829773)
632,154,AB,1,S2,IA_Move,started,Right,2024-10-25 14:00:36.573,(36.228279;18.607994;13.168747),(-29.631788;67.401459;-71.863693)
633,155,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:00:36.776,(37.548031;19.366791;18.430313),(-81.002129;81.631699;-121.781273)
634,156,AB,1,S2,IA_Move,started,Right,2024-10-25 14:00:37.301,(40.076523;16.209675;10.790367),(-25.286572;66.339539;-52.610268)
