,index,user_id,experiment_id,scenario_type,input_type,input_state,hand,event_datetime,hand_location,hand_rotation
635,157,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:00:37.463,(40.233856;14.990582;15.666504),(-48.62281;80.369316;-76.160866)
636,158,AB,1,S2,IA_Move,started,Right,2024-10-25 14:00:38.744,(40.971104;25.194382;3.19281),(-24.018131;46.238995;-68.51519)
637,159,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:00:38.973,(30.513401;18.087303;1.288666),(-21.651436;51.091808;-70.386993)
638,160,AB,1,S2,IA_Move,started,Right,2024-10-25 14:00:40.022,(31.329155;22.94397;5.630135),(-19.554125;35.487953;-79.893272)
639,161,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:00:40.248,(21.977676;20.414856;3.37352),(-26.082767;40.572544;-87.513466)
640,162,AB,1,S2,IA_Grab,completed,Right,2024-10-25 14:00:40.974,(14.937191;16.504616;22.265083),(-39.219982;45.709991;-89.635315)
641,163,AB,1,S2,IA_Move,started,Right,2024-10-25 14:00:43.661,(19.635399;3.995174;13.190002),(-14.838053;55.275459;125.806412)
642,164,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:00:44.001,(19.861849;5.639025;32.096664),(164.287872;70.460304;-57.205921)
643,165,AB,1,S2,IA_Move,started,Right,2024-10-25 14:00:44.386,(22.577555;11.5898;24.606529),(-55.915516;76.387436;75.812111)
644,166,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:00:44.574,(24.068054;14.624653;25.016006),(-56.594551;68.556038;75.659798)
645,167,AB,1,S2,IA_Move,started,Right,2024-10-25 14:00:45.132,(26.253902;12.546392;23.26358),(-5.673948;76.243736;133.113922)
646,168,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:00:45.322,(25.237089;13.689455;23.565788),(-15.637532;76.007217;122.199341)
647,169,AB,1,S2,IA_Move,started,Right,2024-10-25 14:00:46.949,(21.445986;12.629807;20.345154),(-29.658739;72.213425;101.686935)
648,170,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:00:47.198,(22.907103;7.22257;18.47821),(-24.593346;66.941986;111.32711)
649,171,AB,1,S2,IA_Move,started,Right,2024-10-25 14:00:47.670,(25.01976;2.354044;5.751045),(-23.577572;36.87505;132.453476)
650,172,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:00:47.920,(21.92308;1.622089;6.782562),(-19.892536;54.297836;123.453308)
651,173,AB,1,S2,IA_Grab,started,Right,2024-10-25 14:00:49.176,(6.066929;0.250889;57.834023),(-24.506908;5.591335;140.034592)
652,174,AB,1,S2,IA_Move,started,Right,2024-10-25 14:00:49.903,(26.750254;40.474072;18.656532),(-28.216423;73.005699;-92.766075)
653,175,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:00:50.188,(36.257385;31.233116;31.299927),(112.135521;82.529152;63.358841)
654,176,AB,1,S2,IA_Move,started,Right,2024-10-25 14:00:50.469,(39.393127;24.38184;24.486664),(81.776749;86.909706;39.563992)
655,177,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:00:50.671,(38.972866;22.74218;26.331337),(139.698502;83.026184;95.408234)
656,178,AB,1,S2,IA_Move,started,Right,2024-10-25 14:00:50.959,(37.855804;21.887917;18.560547),(-33.614819;79.556664;-76.110703)
657,179,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:00:51.058,(38.294945;21.615055;21.191628),(-119.92794;89.458305;-167.195053)
658,180,AB,1,S2,IA_Move,started,Right,2024-10-25 14:00:51.295,(37.536655;22.886841;22.092339),(-28.782751;86.171623;-77.032089)
659,181,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:00:51.340,(36.896675;23.402889;21.401863),(-40.180405;88.810425;-91.210274)
660,182,AB,1,S2,IA_Move,started,Right,2024-10-25 14:00:51.748,(30.765556;24.931114;13.959984),(-5.991399;61.605083;-72.811852)
661,183,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:00:51.847,(29.121094;24.32798;9.02243),(-4.876132;52.004314;-73.565018)
662,184,AB,1,S2,IA_Move,started,Right,2024-10-25 14:00:52.723,(6.883636;1.401489;3.989639),(-10.344635;27.330976;131.182755)
663,185,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:00:52.827,(5.554955;2.129845;4.300903),(-6.429183;25.368;126.714821)
664,186,AB,1,S2,IA_Grab,completed,Right,2024-10-25 14:00:54.031,(7.352461;13.649797;10.46357),(-49.661568;59.877682;96.87722)
665,187,AB,1,S2,IA_Move,started,Right,2024-10-25 14:00:55.009,(16.099854;10.730709;21.982841),(-15.707963;58.59824;118.243652)
666,188,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:00:55.211,(17.344782;8.967314;20.361977),(-15.413243;57.470463;122.29409)
667,189,AB,1,S2,IA_Move,started,Right,2024-10-25 14:00:55.767,(13.320229;1.064728;3.304787),(-41.858231;52.763012;90.34404)
668,190,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:00:55.920,(9.085476;4.027178;11.646278),(-6.763929;68.815643;107.088783)
669,191,AB,1,S2,IA_Move,started,Right,2024-10-25 14:00:56.386,(10.718909;1.155699;8.777168),(-7.756334;61.039101;111.683273)
670,192,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:00:56.524,(10.421478;0.071373;10.403099),(-10.117772;68.752815;112.825485)
671,193,AB,1,S2,IA_Move,started,Right,2024-10-25 14:00:56.719,(11.448232;0.139114;10.049873),(-7.733525;66.367447;117.763512)
672,194,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:00:56.912,(11.605255;0.807364;10.012344),(-5.414169;66.783897;125.561249)
673,195,AB,1,S2,IA_Move,started,Right,2024-10-25 14:00:58.382,(11.042681;6.915625;12.875916),(-11.96779;41.848354;131.29921)
674,196,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:00:58.551,(12.396328;3.410751;15.780891),(-2.468145;54.882763;112.044044)
675,197,AB,1,S2,IA_Move,started,Right,2024-10-25 14:00:58.749,(12.204874;0.647438;18.149788),(-18.032221;45.809593;91.345322)
676,198,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:00:58.854,(13.482683;0.043087;14.765419),(-13.644379;47.030315;104.869614)
677,199,AB,1,S2,IA_Menu_Interact,started,Right,2024-10-25 14:01:00.030,(27.488491;6.12616;39.593704),(-38.725071;79.30674;108.086205)
678,200,AB,1,S2,IA_Menu_Interact,completed,Right,2024-10-25 14:01:00.085,(27.416557;5.98135;39.80751),(-31.920713;79.538086;113.612732)
679,201,AB,1,S2,IA_Menu_Interact,started,Right,2024-10-25 14:01:00.447,(27.048038;6.0896;40.286362),(-42.2626;80.310196;103.605972)
680,202,AB,1,S2,IA_Menu_Interact,completed,Right,2024-10-25 14:01:00.529,(27.025616;6.036375;40.27153),(-42.189304;80.142052;103.496696)
681,203,AB,1,S2,IA_Menu_Interact,started,Right,2024-10-25 14:01:00.861,(26.896675;6.076155;40.27919),(-42.395306;79.942772;103.580971)
682,204,AB,1,S2,IA_Menu_Interact,completed,Right,2024-10-25 14:01:00.947,(26.917141;6.050577;40.272675),(-39.446648;80.036797;106.587868)
683,205,AB,1,S2,IA_Menu_Interact,started,Right,2024-10-25 14:01:01.856,(27.126314;6.230875;39.868225),(-35.17231;79.818665;110.563309)
684,206,AB,1,S2,IA_Menu_Interact,completed,Right,2024-10-25 14:01:02.016,(27.064301;6.030458;39.926727),(-35.277195;79.905151;110.556854)
685,207,AB,1,S2,IA_Menu_Interact,started,Right,2024-10-25 14:01:02.527,(27.016689;6.020945;39.90097),(-36.689198;80.018364;109.291458)
686,208,AB,1,S2,IA_Menu_Interact,completed,Right,2024-10-25 14:01:02.640,(26.915066;6.002743;39.879059),(-36.632721;80.137527;109.0186)
687,209,AB,1,S2,IA_Menu_Interact,started,Right,2024-10-25 14:01:02.971,(26.854584;6.118439;39.977844),(-35.93874;80.249908;109.41906)
688,210,AB,1,S2,IA_Menu_Interact,completed,Right,2024-10-25 14:01:03.078,(26.809151;6.076538;39.99704),(-36.145714;80.268219;109.13044)
689,211,AB,1,S2,IA_Menu_Interact,started,Right,2024-10-25 14:01:04.194,(28.065201;5.223934;35.144531),(-11.84617;69.794662;137.816254)
690,212,AB,1,S2,IA_Menu_Interact,completed,Right,2024-10-25 14:01:04.278,(28.091417;5.275337;35.179596),(-11.28727;69.688988;138.574814)
691,213,AB,1,S2,IA_Menu_Interact,started,Right,2024-10-25 14:01:04.581,(27.892221;5.688101;34.871231),(-10.568772;67.588371;140.134781)
692,214,AB,1,S2,IA_Menu_Interact,completed,Right,2024-10-25 14:01:04.665,(27.79409;5.673906;34.933609),(-9.919849;68.105034;139.995865)
693,215,AB,1,S2,IA_Menu_Interact,started,Right,2024-10-25 14:01:05.502,(27.982019;4.861294;34.725143),(-6.827805;68.150856;142.935654)
694,216,AB,1,S2,IA_Menu_Interact,completed,Right,2024-10-25 14:01:05.660,(27.886387;4.910358;34.790939),(-7.660631;68.223595;142.250473)
695,217,AB,1,S2,IA_Move,started,Right,2024-10-25 14:01:06.276,(34.641651;0.229813;27.762344),(-6.338364;50.546093;161.486298)
696,218,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:01:06.429,(33.906597;0.44136;26.935776),(-6.306678;52.962433;160.878662)
697,219,AB,1,S2,IA_Move,started,Right,2024-10-25 14:01:06.965,(16.830338;5.770164;5.78643),(-13.953793;18.10137;140.818069)
698,220,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:01:07.115,(14.401196;2.786201;5.040466),(0.244993;27.714437;160.43103)
699,221,AB,1,S2,IA_Grab,started,Right,2024-10-25 14:01:08.338,(16.407572;10.296692;67.767181),(-28.878149;-19.182549;136.286942)
700,222,AB,1,S2,IA_Move,started,Right,2024-10-25 14:01:09.910,(43.137142;20.300098;18.29007),(22.7103;60.826157;-16.599543)
701,223,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:01:10.140,(44.025696;17.843399;20.615082),(26.663582;67.989159;-7.393596)
702,224,AB,1,S2,IA_Move,started,Right,2024-10-25 14:01:10.623,(40.696396;14.919628;11.622406),(2.568771;57.365681;-26.938675)
703,225,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:01:11.459,(48.050537;6.876026;30.943146),(106.116562;79.343338;81.387627)
704,226,AB,1,S2,IA_Move,started,Right,2024-10-25 14:01:12.016,(44.360008;6.08659;9.347206),(-7.044006;54.048302;-26.644947)
705,227,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:01:12.219,(45.003277;5.586117;11.859589),(9.159185;61.805283;-8.452946)
706,228,AB,1,S2,IA_Move,started,Right,2024-10-25 14:01:19.627,(13.083648;7.585686;9.852783),(1.511166;55.920254;-169.248093)
707,229,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:01:19.820,(11.774222;13.84288;17.110474),(28.10446;76.919357;-139.637589)
708,230,AB,1,S2,IA_Move,started,Right,2024-10-25 14:01:22.909,(42.920132;16.379166;7.632263),(-35.457291;52.017002;-60.260452)
709,231,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:01:23.149,(47.422638;10.233963;28.092033),(-136.759033;80.876709;-159.672104)
710,232,AB,1,S2,IA_Move,started,Right,2024-10-25 14:01:23.631,(38.057457;11.206017;8.742538),(-36.476616;48.531219;-80.182655)
711,233,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:01:23.857,(42.685303;18.590786;28.703491),(-120.920563;80.704269;-156.639618)
712,234,AB,1,S2,IA_Move,started,Right,2024-10-25 14:01:24.269,(44.862183;17.623898;17.719688),(-33.061733;65.544487;-60.130413)
713,235,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:01:24.424,(45.154884;16.490627;20.776756),(7.638837;66.023544;-34.728138)
714,236,AB,1,S2,IA_Move,started,Right,2024-10-25 14:01:25.067,(30.734304;0.971802;2.169624),(-10.214075;35.411125;-34.536236)
715,237,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:01:25.268,(31.354483;1.619713;1.750702),(-10.950479;15.346947;-20.133163)
716,238,AB,1,S2,IA_Move,started,Right,2024-10-25 14:01:31.315,(8.714502;10.546165;7.147713),(-3.82971;41.063255;175.331436)
717,239,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:01:31.547,(22.787785;9.544647;26.702065),(2.187488;70.591919;168.726181)
718,240,AB,1,S2,IA_Move,started,Right,2024-10-25 14:01:32.623,(18.786436;13.940144;8.893318),(-14.757043;44.779305;152.660309)
719,241,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:01:32.743,(17.951138;13.427803;10.032898),(6.50532;60.013916;162.219452)
720,242,AB,1,S2,IA_Move,started,Right,2024-10-25 14:01:33.236,(21.168947;10.963673;12.252075),(-17.504574;59.174946;137.447968)
721,243,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:01:33.378,(23.293365;8.319016;19.352264),(-0.872969;68.08004;150.226013)
722,244,AB,1,S2,IA_Move,started,Right,2024-10-25 14:01:34.016,(16.761524;12.962055;10.474731),(-14.063603;59.308525;148.316528)
723,245,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:01:34.179,(16.414965;11.952202;13.867409),(4.171604;68.350403;162.436172)
724,246,AB,1,S2,IA_Move,started,Right,2024-10-25 14:01:34.675,(18.004232;8.743229;12.975197),(-18.115025;56.313877;136.683685)
725,247,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:01:34.928,(17.170723;0.052792;16.309959),(-21.709492;60.963661;114.882774)
726,248,AB,1,S2,IA_Move,started,Right,2024-10-25 14:01:35.229,(18.156971;1.179543;14.106102),(-21.096769;53.972427;109.618736)
727,249,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:01:35.406,(19.756184;2.061165;12.278534),(-15.649101;58.460041;119.556671)
728,250,AB,1,S2,IA_Move,started,Right,2024-10-25 14:01:35.610,(21.739632;1.104141;11.087494),(-9.334035;59.717567;133.992615)
729,251,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:01:35.713,(22.651649;2.146439;9.960945),(-1.372661;55.270721;139.662323)
730,252,AB,1,S2,IA_Move,started,Right,2024-10-25 14:01:35.988,(23.121582;3.044662;6.382538),(-2.70667;48.909237;148.331833)
731,253,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:01:36.098,(22.77084;5.376278;4.390236),(2.454136;50.898746;155.456268)
732,254,AB,1,S2,IA_Move,started,Right,2024-10-25 14:01:37.360,(1.327092;6.233696;11.640884),(-2.982804;-3.404123;37.864006)
733,255,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:01:37.446,(1.732639;6.26139;11.296455),(-1.550527;2.879398;40.693291)
734,256,AB,1,S2,IA_Grab,completed,Right,2024-10-25 14:01:38.080,(19.601559;6.845446;13.577354),(-36.555126;22.804094;77.583015)
735,257,AB,1,S2,IA_Menu_Interact,started,Right,2024-10-25 14:01:39.726,(7.74208;5.503101;87.126595),(-17.149799;5.720244;61.97979)
736,258,AB,1,S2,IA_Grab,started,Right,2024-10-25 14:01:39.836,(8.80662;5.955081;86.916946),(-16.614243;5.935825;63.879066)
737,259,AB,1,S2,IA_Menu_Interact,completed,Right,2024-10-25 14:01:39.947,(9.659512;6.340278;84.615402),(-15.660153;5.667666;64.707993)
738,260,AB,1,S2,IA_Grab,completed,Right,2024-10-25 14:01:40.087,(11.434764;2.57306;73.42263),(-20.64513;7.646961;70.492035)
739,261,AB,1,S2,IA_Menu_Interact,started,Right,2024-10-25 14:01:41.946,(8.044884;26.689096;27.686592),(-5.241988;71.17923;40.612133)
740,262,AB,1,S2,IA_Menu_Interact,completed,Right,2024-10-25 14:01:42.086,(7.738617;26.835052;27.770081),(-5.713911;70.889015;39.561829)
741,263,AB,1,S2,IA_Menu_Interact,started,Right,2024-10-25 14:01:42.673,(5.411098;28.386086;24.612457),(-3.753721;57.853939;52.707741)
742,264,AB,1,S2,IA_Menu_Interact,completed,Right,2024-10-25 14:01:42.807,(8.062491;26.733883;24.725266),(-3.991374;59.108299;51.712833)
743,265,AB,1,S2,IA_Move,started,Right,2024-10-25 14:01:43.865,(17.898787;13.390958;5.640808),(-5.552659;31.029776;103.848625)
744,266,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:01:44.031,(17.129522;12.830538;5.809532),(-4.522598;34.093029;102.972687)
745,267,AB,1,S2,IA_Grab,started,Right,2024-10-25 14:01:45.169,(7.580059;11.974449;73.933205),(-34.575897;-6.136716;-3.18618)
746,268,AB,1,S2,IA_Move,started,Right,2024-10-25 14:01:50.324,(22.459015;14.895592;11.934235),(-17.469242;35.195316;-70.880188)
747,269,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:01:50.573,(23.508802;22.039043;26.393227),(-23.717756;59.747723;-74.659767)
748,270,AB,1,S2,IA_Menu_Interact,started,Left,2024-10-25 14:01:52.214,(19.678211;11.82962;48.36763),(32.618996;72.603012;54.770603)
749,271,AB,1,S2,IA_Menu_Interact,completed,Left,2024-10-25 14:01:52.353,(19.559853;11.738209;48.217712),(32.663799;71.221054;55.354862)
750,272,AB,1,S2,IA_Menu_Interact,started,Left,2024-10-25 14:02:13.061,(20.147141;2.564056;45.023529),(122.732018;86.032455;-178.444885)
751,273,AB,1,S2,IA_Menu_Interact,completed,Left,2024-10-25 14:02:13.174,(20.088608;2.63818;44.992859),(122.706406;86.273743;-179.053253)
752,274,AB,1,S2,IA_Menu_Interact,started,Left,2024-10-25 14:02:21.341,(17.084949;3.743893;46.720535),(94.16259;86.820648;155.957291)
753,275,AB,1,S2,IA_Menu_Interact,completed,Left,2024-10-25 14:02:21.452,(17.07819;3.733374;46.631729),(85.093765;86.386765;146.521088)
754,276,AB,1,S2,IA_Menu_Interact,started,Left,2024-10-25 14:02:34.414,(13.288115;5.925501;44.168518),(111.199402;84.235329;177.545609)
755,277,AB,1,S2,IA_Menu_Interact,completed,Left,2024-10-25 14:02:34.471,(13.245241;5.946655;44.161728),(110.870827;84.234566;177.397675)
756,278,AB,1,S2,IA_Grab,completed,Right,2024-10-25 14:02:53.272,(10.202394;4.182739;5.149078),(-45.836472;51.137547;126.760651)
757,279,AB,1,S2,IA_Grab,completed,Left,2024-10-25 14:02:53.353,(3.894402;19.42955;1.114357),(56.369122;32.997681;-157.538589)
758,280,AB,1,S2,IA_Move,started,Right,2024-10-25 14:02:54.283,(10.089058;23.744675;16.421898),(-8.520359;27.567825;-106.13739)
759,281,AB,1,S2,IA_Move,completed,Right,2024-10-25 14:02:54.464,(7.735691;22.074574;4.3965),(-3.972049;10.016933;-101.645134)
