id,user_id,scenario_type,epd_id,dose_rate,dose_absortion,event_position,event_datetime
0,"ALE","T2_BasicEmergency","2","[0.0;2.08479;2.084789;2.084789;2.084789;2.084789;2.084789;2.084789;2.084789;2.084789;]","[0.0;0.000284;0.000584;0.000876;0.001175;0.001468;0.001759;0.002054;0.002347;0.002645;]","[(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);]","[2024-10-21 16:44:48.318;2024-10-21 16:44:48.620;2024-10-21 16:44:49.146;2024-10-21 16:44:49.650;2024-10-21 16:44:50.168;2024-10-21 16:44:50.673;2024-10-21 16:44:51.174;2024-10-21 16:44:51.676;2024-10-21 16:44:52.210;2024-10-21 16:44:52.696;]"
1,"ALE","T2_BasicEmergency","2","[0.0;1.871241;1.87124;1.87124;1.87124;1.87124;1.87124;1.87124;1.87124;1.87124;]","[0.0;0.000255;0.000525;0.000786;0.001055;0.001318;0.001579;0.001843;0.002107;0.002374;]","[(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);]","[2024-10-21 16:44:48.318;2024-10-21 16:44:48.620;2024-10-21 16:44:49.146;2024-10-21 16:44:49.650;2024-10-21 16:44:50.168;2024-10-21 16:44:50.673;2024-10-21 16:44:51.174;2024-10-21 16:44:51.676;2024-10-21 16:44:52.210;2024-10-21 16:44:52.709;]"
2,"ALE","T2_BasicEmergency","2","[0.0;1.995234;1.995232;1.995232;1.995232;1.995232;1.995232;1.995232;1.995232;1.995232;]","[0.0;0.000272;0.000559;0.000838;0.001125;0.001405;0.001684;0.001966;0.002246;0.002531;]","[(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);]","[2024-10-21 16:44:48.318;2024-10-21 16:44:48.620;2024-10-21 16:44:49.146;2024-10-21 16:44:49.650;2024-10-21 16:44:50.168;2024-10-21 16:44:50.673;2024-10-21 16:44:51.174;2024-10-21 16:44:51.676;2024-10-21 16:44:52.210;2024-10-21 16:44:52.728;]"
3,"ALE","T2_BasicEmergency","2","[2.084789;2.084789;2.084789;2.084789;2.084789;2.084789;2.084789;2.084789;2.084789;2.084789;]","[0.002942;0.00325;0.003546;0.003828;0.004129;0.004426;0.004718;0.00502;0.005324;0.005628;]","[(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);]","[2024-10-21 16:44:53.235;2024-10-21 16:44:53.750;2024-10-21 16:44:54.253;2024-10-21 16:44:54.764;2024-10-21 16:44:55.268;2024-10-21 16:44:55.780;2024-10-21 16:44:56.284;2024-10-21 16:44:56.801;2024-10-21 16:44:57.329;2024-10-21 16:44:57.873;]"
4,"ALE","T2_BasicEmergency","2","[1.87124;1.87124;1.87124;1.87124;1.87124;1.87124;1.87124;1.87124;1.87124;1.87124;]","[0.002641;0.002917;0.003182;0.003436;0.003706;0.003973;0.004235;0.004506;0.004779;0.005052;]","[(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);]","[2024-10-21 16:44:53.235;2024-10-21 16:44:53.750;2024-10-21 16:44:54.253;2024-10-21 16:44:54.764;2024-10-21 16:44:55.268;2024-10-21 16:44:55.780;2024-10-21 16:44:56.284;2024-10-21 16:44:56.801;2024-10-21 16:44:57.329;2024-10-21 16:44:57.899;]"
5,"ALE","T2_BasicEmergency","2","[1.995232;1.995232;1.995232;1.995232;1.995232;1.995232;1.995232;1.995232;1.995232;1.995232;]","[0.002816;0.003111;0.003393;0.003663;0.003951;0.004236;0.004515;0.004805;0.005096;0.005386;]","[(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);]","[2024-10-21 16:44:53.235;2024-10-21 16:44:53.750;2024-10-21 16:44:54.253;2024-10-21 16:44:54.764;2024-10-21 16:44:55.268;2024-10-21 16:44:55.780;2024-10-21 16:44:56.284;2024-10-21 16:44:56.801;2024-10-21 16:44:57.329;2024-10-21 16:44:57.924;]"
6,"ALE","T2_BasicEmergency","2","[2.084789;2.084789;2.084789;2.084789;2.084789;2.084789;2.084789;2.084789;2.084789;2.084789;]","[0.005926;0.006243;0.006534;0.006826;0.007131;0.007422;0.007712;0.008018;0.008309;0.008614;]","[(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);]","[2024-10-21 16:44:58.394;2024-10-21 16:44:58.917;2024-10-21 16:44:59.421;2024-10-21 16:44:59.923;2024-10-21 16:45:0.449;2024-10-21 16:45:0.953;2024-10-21 16:45:1.456;2024-10-21 16:45:1.982;2024-10-21 16:45:2.483;2024-10-21 16:45:3.12;]"
7,"ALE","T2_BasicEmergency","2","[1.87124;1.87124;1.87124;1.87124;1.87124;1.87124;1.87124;1.87124;1.87124;1.87124;]","[0.005319;0.005603;0.005865;0.006127;0.0064;0.006662;0.006922;0.007197;0.007458;0.007732;]","[(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);]","[2024-10-21 16:44:58.394;2024-10-21 16:44:58.917;2024-10-21 16:44:59.421;2024-10-21 16:44:59.923;2024-10-21 16:45:0.449;2024-10-21 16:45:0.953;2024-10-21 16:45:1.456;2024-10-21 16:45:1.982;2024-10-21 16:45:2.483;2024-10-21 16:45:3.38;]"
8,"ALE","T2_BasicEmergency","2","[1.995232;1.995232;1.995232;1.995232;1.995232;1.995232;1.995232;1.995232;1.995232;1.995232;]","[0.005671;0.005974;0.006253;0.006533;0.006824;0.007103;0.007381;0.007673;0.007952;0.008244;]","[(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);]","[2024-10-21 16:44:58.394;2024-10-21 16:44:58.917;2024-10-21 16:44:59.422;2024-10-21 16:44:59.923;2024-10-21 16:45:0.449;2024-10-21 16:45:0.953;2024-10-21 16:45:1.456;2024-10-21 16:45:1.982;2024-10-21 16:45:2.483;2024-10-21 16:45:3.62;]"
9,"ALE","T2_BasicEmergency","2","[2.084789;2.084789;2.084789;2.084789;2.084789;2.084789;2.084789;2.084789;2.084789;2.084789;]","[0.008917;0.009219;0.009512;0.009817;0.010119;0.010413;0.010702;0.010994;0.011297;0.011587;]","[(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);]","[2024-10-21 16:45:3.535;2024-10-21 16:45:4.57;2024-10-21 16:45:4.563;2024-10-21 16:45:5.88;2024-10-21 16:45:5.613;2024-10-21 16:45:6.118;2024-10-21 16:45:6.619;2024-10-21 16:45:7.121;2024-10-21 16:45:7.646;2024-10-21 16:45:8.146;]"
