id,user_id,scenario_type,actor_id,actor_name,dose_rate,dose_absortion,event_datetime
0,"AA","S2_BasicEmergency","3","BP_Dosimeter_SABG100_C_0","0.000073","0.0","2024-10-22 14:8:46.902"
1,"AA","S2_BasicEmergency","3","BP_Dosimeter_SABG100_C_0","0.004452","0.000001","2024-10-22 14:8:47.357"
2,"AA","S2_BasicEmergency","3","BP_Dosimeter_SABG100_C_0","0.004581","0.000001","2024-10-22 14:8:47.870"
3,"AA","S2_BasicEmergency","3","BP_Dosimeter_SABG100_C_0","0.004745","0.000002","2024-10-22 14:8:48.426"
4,"AA","S2_BasicEmergency","3","BP_Dosimeter_SABG100_C_0","0.004777","0.000003","2024-10-22 14:8:48.931"
5,"AA","S2_BasicEmergency","3","BP_Dosimeter_SABG100_C_0","0.004778","0.000003","2024-10-22 14:8:49.454"
6,"AA","S2_BasicEmergency","3","BP_Dosimeter_SABG100_C_0","0.006872","0.000004","2024-10-22 14:8:49.942"
7,"AA","S2_BasicEmergency","3","BP_Dosimeter_SABG100_C_0","0.011207","0.000005","2024-10-22 14:8:50.442"
8,"AA","S2_BasicEmergency","4","BP_Dosimeter_EPD_C_0","1.091774","0.002795","2024-10-22 14:9:12.877"
9,"AA","S2_BasicEmergency","11","BP_RadiationEmissionPoint","421.8","49.266972","2024-10-22 14:9:17.556"
10,"AA","S2_BasicEmergency","11","BP_RadiationEmissionPoint","421.8","49.325536","2024-10-22 14:9:18.37"
11,"AA","S2_BasicEmergency","11","BP_RadiationEmissionPoint","421.8","49.386714","2024-10-22 14:9:18.562"
12,"AA","S2_BasicEmergency","11","BP_RadiationEmissionPoint","421.8","49.445745","2024-10-22 14:9:19.61"
13,"AA","S2_BasicEmergency","11","BP_RadiationEmissionPoint","421.8","49.504906","2024-10-22 14:9:19.568"
14,"AA","S2_BasicEmergency","11","BP_RadiationEmissionPoint","421.8","49.563419","2024-10-22 14:9:20.68"
15,"AA","S2_BasicEmergency","11","BP_RadiationEmissionPoint","421.8","49.625305","2024-10-22 14:9:20.592"
16,"AA","S2_BasicEmergency","11","BP_RadiationEmissionPoint","421.8","49.683553","2024-10-22 14:9:21.93"
17,"AA","S2_BasicEmergency","11","BP_RadiationEmissionPoint","421.8","49.745216","2024-10-22 14:9:21.622"
18,"AA","S2_BasicEmergency","11","BP_RadiationEmissionPoint","421.8","49.806575","2024-10-22 14:9:22.169"
19,"AA","S2_BasicEmergency","5","BP_WalkieTalkie_C_0","0.004881","0.000439","2024-10-22 14:9:30.28"
20,"AA","S2_BasicEmergency","5","BP_WalkieTalkie_C_0","0.004881","0.00044","2024-10-22 14:9:30.298"
21,"AA","S2_BasicEmergency","5","BP_WalkieTalkie_C_0","0.004881","0.00044","2024-10-22 14:9:30.448"
22,"AA","S2_BasicEmergency","5","BP_WalkieTalkie_C_0","0.004881","0.00044","2024-10-22 14:9:30.498"
23,"AA","S2_BasicEmergency","5","BP_WalkieTalkie_C_0","0.004881","0.000441","2024-10-22 14:9:31.26"
24,"AA","S2_BasicEmergency","5","BP_WalkieTalkie_C_0","0.004881","0.000441","2024-10-22 14:9:31.550"
25,"AA","S2_BasicEmergency","5","BP_WalkieTalkie_C_0","0.004881","0.000442","2024-10-22 14:9:32.92"
26,"AA","S2_BasicEmergency","5","BP_WalkieTalkie_C_0","0.004881","0.000443","2024-10-22 14:9:32.619"
