id,user_id,scenario_type,actor_id,actor_name,place_point_name,activation_count,start_datetime,end_datetime
0,"AA","S2_BasicEmergency","2","BP_TrafficCone_C_1","BP_PlacePoint","4","2024-10-22 14:8:21.425","2024-10-22 14:8:29.560"
1,"AA","S2_BasicEmergency","2","BP_TrafficCone_C_0","BP_PlacePoint2","5","2024-10-22 14:8:31.854","2024-10-22 14:8:31.855"
