id,user_id,scenario_type,dose_rate,dose_absortion,event_position,event_datetime
0,"AA","S2_BasicEmergency","[0.005177;0.004957;0.004961;0.004968;0.004962;0.00496;0.004944;0.004941;0.00497;0.004983;]","[0.0;0.000001;0.000002;0.000003;0.000004;0.000005;0.000006;0.000006;0.000007;0.000008;]","[(11700.0;-18460.0);(11676.427734;-18327.179688);(11678.59375;-18324.939453);(11680.416016;-18325.818359);(11677.614258;-18328.65625);(11677.605469;-18327.019531);(11674.259766;-18322.173828);(11672.477539;-18324.158203);(11682.374023;-18321.646484);(11686.65625;-18321.236328);]","[2024-10-22 14:2:17.317;2024-10-22 14:2:17.958;2024-10-22 14:2:18.446;2024-10-22 14:2:18.916;2024-10-22 14:2:19.437;2024-10-22 14:2:19.944;2024-10-22 14:2:20.433;2024-10-22 14:2:20.982;2024-10-22 14:2:21.496;2024-10-22 14:2:22.49;]"
1,"AA","S2_BasicEmergency","[0.004993;0.004985;0.004993;0.004993;0.004993;0.005455;0.005453;0.005445;0.00544;0.005439;]","[0.000009;0.00001;0.00001;0.000011;0.000012;0.000013;0.000014;0.000014;0.000015;0.000016;]","[(11685.085938;-18334.615234);(11681.500977;-18338.070312);(11683.634766;-18339.46875);(11683.65918;-18338.650391);(11683.439453;-18339.384766);(11804.160156;-18375.800781);(11803.817383;-18374.851562);(11800.735352;-18377.619141);(11799.544922;-18377.328125);(11799.138672;-18377.15625);]","[2024-10-22 14:2:22.583;2024-10-22 14:2:23.93;2024-10-22 14:2:23.617;2024-10-22 14:2:24.153;2024-10-22 14:2:24.650;2024-10-22 14:2:25.184;2024-10-22 14:2:25.733;2024-10-22 14:2:26.260;2024-10-22 14:2:26.764;2024-10-22 14:2:27.272;]"
2,"AA","S2_BasicEmergency","[0.005441;0.005446;0.005448;0.00545;0.00545;0.005447;0.005444;0.005443;0.005443;0.005443;]","[0.000017;0.000018;0.000019;0.00002;0.000021;0.000021;0.000022;0.000023;0.000024;0.000025;]","[(11799.788086;-18376.923828);(11801.013672;-18377.353516);(11801.774414;-18377.136719);(11802.461914;-18376.496094);(11802.46875;-18376.443359);(11801.742188;-18376.216797);(11801.319336;-18375.40625);(11801.121094;-18375.257812);(11801.316406;-18374.335938);(11802.103516;-18371.810547);]","[2024-10-22 14:2:27.756;2024-10-22 14:2:28.290;2024-10-22 14:2:28.849;2024-10-22 14:2:29.404;2024-10-22 14:2:29.907;2024-10-22 14:2:30.460;2024-10-22 14:2:30.959;2024-10-22 14:2:31.490;2024-10-22 14:2:32.43;2024-10-22 14:2:32.547;]"
3,"AA","S2_BasicEmergency","[0.005426;0.005418;0.005416;0.005421;0.005424;0.005421;0.005421;0.005426;0.005428;0.00543;]","[0.000026;0.000027;0.000027;0.000028;0.000029;0.00003;0.000031;0.000032;0.000032;0.000033;]","[(11799.925781;-18364.589844);(11797.855469;-18364.701172);(11797.412109;-18364.353516);(11798.77832;-18364.027344);(11799.256836;-18365.126953);(11798.896484;-18364.171875);(11798.84082;-18364.150391);(11800.287109;-18363.652344);(11801.327148;-18362.705078);(11801.357422;-18363.6875);]","[2024-10-22 14:2:33.92;2024-10-22 14:2:33.570;2024-10-22 14:2:34.98;2024-10-22 14:2:34.601;2024-10-22 14:2:35.156;2024-10-22 14:2:35.654;2024-10-22 14:2:36.158;2024-10-22 14:2:36.636;2024-10-22 14:2:37.160;2024-10-22 14:2:37.686;]"
4,"AA","S2_BasicEmergency","[0.005427;0.005425;0.005421;0.005422;0.005424;0.005425;0.005428;0.005429;0.005432;0.005434;]","[0.000034;0.000035;0.000036;0.000037;0.000038;0.000039;0.000039;0.00004;0.000041;0.000042;]","[(11800.665039;-18363.693359);(11800.162109;-18363.150391);(11799.336914;-18362.990234);(11799.115234;-18363.880859);(11799.628906;-18364.3125);(11800.077148;-18363.263672);(11800.757812;-18363.789062);(11801.170898;-18363.861328);(11801.699219;-18364.585938);(11801.887695;-18365.324219);]","[2024-10-22 14:2:38.237;2024-10-22 14:2:38.739;2024-10-22 14:2:39.244;2024-10-22 14:2:39.795;2024-10-22 14:2:40.298;2024-10-22 14:2:40.825;2024-10-22 14:2:41.355;2024-10-22 14:2:41.874;2024-10-22 14:2:42.378;2024-10-22 14:2:42.899;]"
5,"AA","S2_BasicEmergency","[0.005435;0.005433;0.005411;0.005428;0.005435;0.005436;0.005435;0.00543;0.005425;0.005424;]","[0.000043;0.000044;0.000045;0.000045;0.000046;0.000047;0.000048;0.000049;0.00005;0.000051;]","[(11802.18457;-18365.337891);(11801.230469;-18366.539062);(11793.277344;-18372.109375);(11798.518555;-18370.972656);(11801.547852;-18367.611328);(11801.447266;-18368.029297);(11801.337891;-18367.580078);(11800.070312;-18367.386719);(11799.131836;-18366.626953);(11799.214844;-18365.244141);]","[2024-10-22 14:2:43.430;2024-10-22 14:2:43.959;2024-10-22 14:2:44.484;2024-10-22 14:2:44.986;2024-10-22 14:2:45.512;2024-10-22 14:2:46.37;2024-10-22 14:2:46.564;2024-10-22 14:2:47.66;2024-10-22 14:2:47.573;2024-10-22 14:2:48.100;]"
6,"AA","S2_BasicEmergency","[0.005428;0.00543;0.005429;0.005426;0.005427;0.005423;0.005424;0.005424;0.005426;0.005432;]","[0.000051;0.000052;0.000053;0.000054;0.000055;0.000056;0.000057;0.000057;0.000058;0.000059;]","[(11800.288086;-18365.134766);(11800.886719;-18365.134766);(11800.498047;-18365.292969);(11799.467773;-18366.023438);(11799.675781;-18366.189453);(11798.832031;-18365.910156);(11798.928711;-18366.152344);(11798.858398;-18366.429688);(11799.31543;-18366.791016);(11800.707031;-18367.646484);]","[2024-10-22 14:2:48.626;2024-10-22 14:2:49.128;2024-10-22 14:2:49.683;2024-10-22 14:2:50.232;2024-10-22 14:2:50.737;2024-10-22 14:2:51.240;2024-10-22 14:2:51.766;2024-10-22 14:2:52.269;2024-10-22 14:2:52.796;2024-10-22 14:2:53.322;]"
7,"AA","S2_BasicEmergency","[0.005443;0.005446;0.005449;0.005439;0.005419;0.005425;0.005428;0.005428;0.005423;0.005422;]","[0.00006;0.000061;0.000062;0.000063;0.000063;0.000064;0.000065;0.000066;0.000067;0.000068;]","[(11803.94043;-18366.257812);(11803.005859;-18371.861328);(11800.668945;-18380.845703);(11798.671875;-18378.636719);(11796.524414;-18368.943359);(11798.68457;-18367.724609);(11799.240234;-18368.361328);(11799.035156;-18368.814453);(11797.879883;-18368.816406);(11797.928711;-18367.494141);]","[2024-10-22 14:2:53.843;2024-10-22 14:2:54.359;2024-10-22 14:2:54.890;2024-10-22 14:2:55.404;2024-10-22 14:2:55.948;2024-10-22 14:2:56.432;2024-10-22 14:2:56.985;2024-10-22 14:2:57.515;2024-10-22 14:2:58.66;2024-10-22 14:2:58.596;]"
8,"AA","S2_BasicEmergency","[0.005419;0.005419;0.00542;0.005421;0.005421;0.005422;0.005419;0.005418;0.005422;0.005423;]","[0.000069;0.00007;0.00007;0.000071;0.000072;0.000073;0.000074;0.000075;0.000076;0.000076;]","[(11797.37207;-18367.001953);(11797.547852;-18366.265625);(11798.174805;-18365.357422);(11798.05957;-18366.728516);(11797.889648;-18367.095703);(11797.915039;-18367.410156);(11798.494141;-18363.414062);(11798.226562;-18363.720703);(11798.708008;-18365.064453);(11797.901367;-18368.683594);]","[2024-10-22 14:2:59.102;2024-10-22 14:2:59.627;2024-10-22 14:3:0.157;2024-10-22 14:3:0.688;2024-10-22 14:3:1.214;2024-10-22 14:3:1.741;2024-10-22 14:3:2.221;2024-10-22 14:3:2.745;2024-10-22 14:3:3.269;2024-10-22 14:3:3.767;]"
9,"AA","S2_BasicEmergency","[0.005424;0.005425;0.005423;0.005421;0.00542;0.005419;0.005417;0.00542;0.005418;0.005417;]","[0.000077;0.000078;0.000079;0.00008;0.000081;0.000082;0.000082;0.000083;0.000084;0.000085;]","[(11798.364258;-18367.970703);(11799.029297;-18366.648438);(11798.678711;-18365.890625);(11797.709961;-18367.054688);(11797.49707;-18367.537109);(11796.836914;-18367.96875);(11796.645508;-18366.964844);(11797.638672;-18366.652344);(11796.770508;-18367.447266);(11796.341797;-18368.324219);]","[2024-10-22 14:3:4.293;2024-10-22 14:3:4.821;2024-10-22 14:3:5.371;2024-10-22 14:3:5.902;2024-10-22 14:3:6.405;2024-10-22 14:3:6.935;2024-10-22 14:3:7.463;2024-10-22 14:3:7.993;2024-10-22 14:3:8.494;2024-10-22 14:3:9.71;]"
