id,user_id,scenario_type,move_type,start_datetime,end_datetime,start_position,end_position,distance
0,"AA","S2_BasicEmergency","real_life","1-1-1 0:0:0.0","2024-10-22 14:2:17.958","(0.0;0.0)","(23.572563;-132.820023)","1.348956"
1,"AA","S2_BasicEmergency","real_life","2024-10-22 14:2:17.972","2024-10-22 14:2:22.64","(23.572563;-132.820023)","(13.344188;-138.762939)","0.118295"
2,"AA","S2_BasicEmergency","real_life","2024-10-22 14:2:22.83","2024-10-22 14:2:22.566","(13.344188;-138.762939)","(14.913816;-125.384995)","0.134697"
3,"AA","S2_BasicEmergency","virtual_reality","2024-10-22 14:2:23.814","2024-10-22 14:2:24.768","(11683.541016;-18339.277344)","(11804.167969;-18376.984375)","1.263828"
4,"AA","S2_BasicEmergency","real_life","2024-10-22 14:2:22.583","2024-10-22 14:2:33.75","(0.0;0.0)","(4.241945;-12.395561)","0.131013"
5,"AA","S2_BasicEmergency","real_life","2024-10-22 14:2:33.92","2024-10-22 14:2:44.468","(4.241945;-12.395561)","(10.890486;-4.876198)","0.100371"
6,"AA","S2_BasicEmergency","real_life","2024-10-22 14:2:44.484","2024-10-22 14:2:49.128","(10.890486;-4.876198)","(3.28043;-11.849709)","0.10322"
7,"AA","S2_BasicEmergency","real_life","2024-10-22 14:2:49.147","2024-10-22 14:2:54.874","(3.28043;-11.849709)","(3.49896;3.860298)","0.157115"
8,"AA","S2_BasicEmergency","real_life","2024-10-22 14:2:54.890","2024-10-22 14:2:55.929","(3.49896;3.860298)","(7.642874;-8.041649)","0.126027"
9,"AA","S2_BasicEmergency","real_life","2024-10-22 14:2:55.948","2024-10-22 14:3:35.961","(7.642874;-8.041649)","(15.740759;-1.920761)","0.101509"
10,"AA","S2_BasicEmergency","real_life","2024-10-22 14:3:35.978","2024-10-22 14:3:36.986","(15.740759;-1.920761)","(4.552896;-9.245476)","0.133723"
11,"AA","S2_BasicEmergency","real_life","2024-10-22 14:3:37.5","2024-10-22 14:3:41.724","(4.552896;-9.245476)","(9.201565;-24.706108)","0.161444"
12,"AA","S2_BasicEmergency","real_life","2024-10-22 14:3:41.742","2024-10-22 14:3:42.228","(9.201565;-24.706108)","(1.314819;-17.429665)","0.107307"
