id,user_id,scenario_type,actor_id,actor_name,event_type,hand,event_datetime
0,"AA","S2_BasicEmergency","5","BP_WalkieTalkie_C_0","start_detection","Left","2024-10-22 14:4:6.41"
1,"AA","S2_BasicEmergency","5","BP_WalkieTalkie_C_0","grab","Left","2024-10-22 14:4:6.276"
2,"AA","S2_BasicEmergency","5","BP_WalkieTalkie_C_0","stop_detection","Left","2024-10-22 14:4:6.296"
3,"AA","S2_BasicEmergency","5","BP_WalkieTalkie_C_0","release","Left","2024-10-22 14:5:11.271"
4,"AA","S2_BasicEmergency","4","BP_Dosimeter_EPD_C_0","start_detection","Left","2024-10-22 14:5:20.320"
5,"AA","S2_BasicEmergency","4","BP_Dosimeter_EPD_C_0","grab","Left","2024-10-22 14:5:20.764"
6,"AA","S2_BasicEmergency","4","BP_Dosimeter_EPD_C_0","stop_detection","Left","2024-10-22 14:5:20.782"
7,"AA","S2_BasicEmergency","4","BP_Dosimeter_EPD_C_0","release","Left","2024-10-22 14:8:18.998"
8,"AA","S2_BasicEmergency","2","BP_TrafficCone_C_0","start_detection","Left","2024-10-22 14:8:20.671"
9,"AA","S2_BasicEmergency","2","BP_TrafficCone_C_0","grab","Left","2024-10-22 14:8:20.792"
10,"AA","S2_BasicEmergency","2","BP_TrafficCone_C_0","stop_detection","Left","2024-10-22 14:8:20.808"
11,"AA","S2_BasicEmergency","2","BP_TrafficCone_C_1","start_detection","Right","2024-10-22 14:8:21.281"
12,"AA","S2_BasicEmergency","2","BP_TrafficCone_C_1","grab","Right","2024-10-22 14:8:21.425"
13,"AA","S2_BasicEmergency","2","BP_TrafficCone_C_1","stop_detection","Right","2024-10-22 14:8:21.441"
14,"AA","S2_BasicEmergency","2","BP_TrafficCone_C_1","release","Right","2024-10-22 14:8:29.579"
15,"AA","S2_BasicEmergency","2","BP_TrafficCone_C_0","release","Left","2024-10-22 14:8:31.875"
16,"AA","S2_BasicEmergency","4","BP_Dosimeter_EPD_C_0","start_detection","Left","2024-10-22 14:8:44.689"
17,"AA","S2_BasicEmergency","4","BP_Dosimeter_EPD_C_0","grab","Left","2024-10-22 14:8:44.936"
18,"AA","S2_BasicEmergency","4","BP_Dosimeter_EPD_C_0","stop_detection","Left","2024-10-22 14:8:44.955"
19,"AA","S2_BasicEmergency","3","BP_Dosimeter_SABG100_C_0","start_detection","Right","2024-10-22 14:8:46.655"
20,"AA","S2_BasicEmergency","3","BP_Dosimeter_SABG100_C_0","grab","Right","2024-10-22 14:8:46.935"
21,"AA","S2_BasicEmergency","3","BP_Dosimeter_SABG100_C_0","stop_detection","Right","2024-10-22 14:8:46.951"
22,"AA","S2_BasicEmergency","3","BP_Dosimeter_SABG100_C_0","release","Right","2024-10-22 14:9:28.999"
23,"AA","S2_BasicEmergency","4","BP_Dosimeter_EPD_C_0","release","Left","2024-10-22 14:9:29.76"
24,"AA","S2_BasicEmergency","5","BP_WalkieTalkie_C_0","start_detection","Left","2024-10-22 14:9:36.891"
25,"AA","S2_BasicEmergency","5","BP_WalkieTalkie_C_0","stop_detection","Left","2024-10-22 14:9:36.946"
26,"AA","S2_BasicEmergency","5","BP_WalkieTalkie_C_1","start_detection","Right","2024-10-22 14:9:51.815"
27,"AA","S2_BasicEmergency","5","BP_WalkieTalkie_C_1","grab","Right","2024-10-22 14:9:52.32"
28,"AA","S2_BasicEmergency","5","BP_WalkieTalkie_C_1","stop_detection","Right","2024-10-22 14:9:52.49"
29,"AA","S2_BasicEmergency","5","BP_WalkieTalkie_C_1","start_detection","Left","2024-10-22 14:9:58.873"
30,"AA","S2_BasicEmergency","5","BP_WalkieTalkie_C_1","stop_detection","Left","2024-10-22 14:9:59.648"
31,"AA","S2_BasicEmergency","5","BP_WalkieTalkie_C_1","start_detection","Left","2024-10-22 14:9:59.910"
32,"AA","S2_BasicEmergency","5","BP_WalkieTalkie_C_1","stop_detection","Left","2024-10-22 14:9:59.968"
33,"AA","S2_BasicEmergency","5","BP_WalkieTalkie_C_1","start_detection","Left","2024-10-22 14:10:0.513"
34,"AA","S2_BasicEmergency","5","BP_WalkieTalkie_C_1","stop_detection","Left","2024-10-22 14:10:0.815"
35,"AA","S2_BasicEmergency","5","BP_WalkieTalkie_C_1","start_detection","Left","2024-10-22 14:10:1.760"
36,"AA","S2_BasicEmergency","5","BP_WalkieTalkie_C_1","stop_detection","Left","2024-10-22 14:10:2.576"
37,"AA","S2_BasicEmergency","5","BP_WalkieTalkie_C_1","start_detection","Left","2024-10-22 14:10:5.393"
38,"AA","S2_BasicEmergency","5","BP_WalkieTalkie_C_1","grab","Left","2024-10-22 14:10:5.697"
39,"AA","S2_BasicEmergency","5","BP_WalkieTalkie_C_1","stop_detection","Left","2024-10-22 14:10:5.715"
40,"AA","S2_BasicEmergency","5","BP_WalkieTalkie_C_1","release","Left","2024-10-22 14:11:0.63"
