id,user_id,scenario_type,epd_id,dose_rate,dose_absortion,event_position,event_datetime
10,"AA","S2_BasicEmergency","0","[0.009642;0.009631;0.00964;0.009729;0.009807;0.009884;0.009985;0.009962;0.010129;0.01014;]","[0.000171;0.000173;0.000174;0.000175;0.000177;0.000178;0.00018;0.000181;0.000183;0.000184;]","[(12492.886719;-18499.126953);(12490.975586;-18499.767578);(12492.131836;-18500.417969);(12500.155273;-18508.880859);(12505.444336;-18513.689453);(12514.556641;-18515.710938);(12526.094727;-18513.042969);(12523.037109;-18512.480469);(12647.891602;-18289.439453);(12647.901367;-18289.941406);]","[2024-10-22 14:6:13.88;2024-10-22 14:6:13.587;2024-10-22 14:6:14.88;2024-10-22 14:6:14.598;2024-10-22 14:6:15.175;2024-10-22 14:6:15.719;2024-10-22 14:6:16.242;2024-10-22 14:6:16.765;2024-10-22 14:6:17.318;2024-10-22 14:6:17.852;]"
11,"AA","S2_BasicEmergency","0","[0.010122;0.009951;0.009942;0.009946;0.009945;0.009934;0.009954;0.009958;0.009934;0.009921;]","[0.000186;0.000187;0.000189;0.00019;0.000192;0.000193;0.000195;0.000196;0.000197;0.000199;]","[(12646.263672;-18289.490234);(12752.325195;-18085.828125);(12751.459961;-18085.53125);(12752.03125;-18085.544922);(12750.996094;-18085.675781);(12750.56543;-18085.800781);(12752.561523;-18086.230469);(12753.442383;-18085.363281);(12749.956055;-18085.646484);(12748.852539;-18085.867188);]","[2024-10-22 14:6:18.401;2024-10-22 14:6:18.913;2024-10-22 14:6:19.434;2024-10-22 14:6:19.937;2024-10-22 14:6:20.509;2024-10-22 14:6:21.35;2024-10-22 14:6:21.549;2024-10-22 14:6:22.51;2024-10-22 14:6:22.571;2024-10-22 14:6:23.93;]"
12,"AA","S2_BasicEmergency","0","[0.009909;0.009651;0.009601;0.00962;0.00971;0.009787;0.009794;0.009785;0.009784;0.00977;]","[0.0002;0.000202;0.000203;0.000205;0.000206;0.000207;0.000209;0.00021;0.000212;0.000213;]","[(12743.986328;-18088.023438);(12720.353516;-18071.945312);(12721.599609;-18064.986328);(12722.256836;-18068.349609);(12728.166992;-18077.050781);(12733.193359;-18083.9375);(12733.489258;-18083.892578);(12732.961914;-18083.308594);(12733.256836;-18082.591797);(12732.711914;-18080.630859);]","[2024-10-22 14:6:23.619;2024-10-22 14:6:24.147;2024-10-22 14:6:24.654;2024-10-22 14:6:25.176;2024-10-22 14:6:25.701;2024-10-22 14:6:26.228;2024-10-22 14:6:26.760;2024-10-22 14:6:27.254;2024-10-22 14:6:27.807;2024-10-22 14:6:28.314;]"
13,"AA","S2_BasicEmergency","0","[0.009781;0.009784;0.009764;0.009743;0.009522;0.00955;0.009728;0.013155;0.013117;0.018638;]","[0.000215;0.000216;0.000217;0.000219;0.00022;0.000222;0.000223;0.000225;0.000227;0.000229;]","[(12733.099609;-18082.646484);(12733.255859;-18082.439453);(12731.09668;-18081.583984);(12730.157227;-18079.628906);(12549.083984;-18338.966797);(12552.789062;-18340.742188);(12570.554688;-18347.126953);(12857.657227;-18424.433594);(12855.504883;-18425.142578);(13129.117188;-18525.572266);]","[2024-10-22 14:6:28.887;2024-10-22 14:6:29.390;2024-10-22 14:6:29.897;2024-10-22 14:6:30.412;2024-10-22 14:6:30.955;2024-10-22 14:6:31.458;2024-10-22 14:6:31.994;2024-10-22 14:6:32.515;2024-10-22 14:6:33.21;2024-10-22 14:6:33.592;]"
14,"AA","S2_BasicEmergency","0","[0.018646;0.018664;0.018652;0.018696;0.018813;0.018781;0.018848;0.018986;0.018632;0.018382;]","[0.000231;0.000234;0.000237;0.00024;0.000242;0.000245;0.000248;0.00025;0.000253;0.000256;]","[(13129.835938;-18525.580078);(13130.664062;-18526.025391);(13130.060547;-18525.496094);(13132.902344;-18525.146484);(13138.304688;-18524.210938);(13136.790039;-18524.0625);(13142.389648;-18521.386719);(13149.003906;-18518.839844);(13128.725586;-18525.398438);(13116.223633;-18524.861328);]","[2024-10-22 14:6:34.96;2024-10-22 14:6:34.650;2024-10-22 14:6:35.171;2024-10-22 14:6:35.662;2024-10-22 14:6:36.162;2024-10-22 14:6:36.665;2024-10-22 14:6:37.190;2024-10-22 14:6:37.721;2024-10-22 14:6:38.262;2024-10-22 14:6:38.759;]"
15,"AA","S2_BasicEmergency","0","[0.017935;0.017912;0.017845;0.011417;0.011422;0.011444;0.011467;0.011604;0.011563;0.011562;]","[0.000258;0.000261;0.000263;0.000265;0.000267;0.000269;0.00027;0.000272;0.000274;0.000275;]","[(13103.036133;-18511.208984);(13103.010742;-18510.794922);(13101.601562;-18507.621094);(12670.333984;-18512.201172);(12670.876953;-18512.275391);(12672.55957;-18513.091797);(12673.767578;-18515.150391);(12680.266602;-18529.523438);(12678.108398;-18525.025391);(12677.37793;-18525.861328);]","[2024-10-22 14:6:39.257;2024-10-22 14:6:39.757;2024-10-22 14:6:40.286;2024-10-22 14:6:40.824;2024-10-22 14:6:41.327;2024-10-22 14:6:41.858;2024-10-22 14:6:42.385;2024-10-22 14:6:42.927;2024-10-22 14:6:43.454;2024-10-22 14:6:43.969;]"
16,"AA","S2_BasicEmergency","0","[0.011496;0.01141;0.011401;0.011396;0.0114;0.011412;0.011413;0.008865;0.008872;0.00891;]","[0.000277;0.000279;0.00028;0.000282;0.000284;0.000285;0.000287;0.000288;0.00029;0.000291;]","[(12671.124023;-18524.400391);(12667.881836;-18516.800781);(12668.323242;-18513.539062);(12667.925781;-18513.546875);(12668.479492;-18513.117188);(12669.152344;-18514.167969);(12387.060547;-18524.785156);(12386.842773;-18524.611328);(12387.871094;-18524.955078);(12390.881836;-18533.027344);]","[2024-10-22 14:6:44.481;2024-10-22 14:6:45.2;2024-10-22 14:6:45.509;2024-10-22 14:6:46.38;2024-10-22 14:6:46.591;2024-10-22 14:6:47.105;2024-10-22 14:6:47.650;2024-10-22 14:6:48.138;2024-10-22 14:6:48.640;2024-10-22 14:6:49.145;]"
17,"AA","S2_BasicEmergency","0","[0.009013;0.008987;0.008991;0.011836;0.011912;0.020331;0.020394;0.040603;0.096937;0.096794;]","[0.000292;0.000293;0.000295;0.000296;0.000298;0.000301;0.000304;0.00031;0.000316;0.000332;]","[(12400.098633;-18541.173828);(12398.149414;-18537.222656);(12398.317383;-18538.248047);(12743.441406;-18437.554688);(12748.165039;-18439.005859);(13149.402344;-18623.845703);(13599.78125;-18691.212891);(13598.052734;-18690.65625);(14056.591797;-18730.359375);(14055.902344;-18730.371094);]","[2024-10-22 14:6:49.659;2024-10-22 14:6:50.203;2024-10-22 14:6:50.731;2024-10-22 14:6:51.327;2024-10-22 14:6:51.837;2024-10-22 14:6:52.367;2024-10-22 14:6:52.970;2024-10-22 14:6:53.448;2024-10-22 14:6:53.972;2024-10-22 14:6:54.507;]"
18,"AA","S2_BasicEmergency","0","[0.101398;0.102131;0.186128;0.185377;0.185435;0.185739;0.191787;0.1893;0.188372;0.188527;]","[0.000346;0.000361;0.000376;0.000406;0.000431;0.000459;0.000487;0.000515;0.000541;0.000568;]","[(14067.777344;-18744.853516);(14072.969727;-18741.826172);(14413.055664;-18797.595703);(14413.042969;-18796.625);(14412.766602;-18796.884766);(14416.240234;-18796.904297);(14580.076172;-18826.275391);(14582.310547;-18823.933594);(14582.513672;-18822.917969);(14581.804688;-18823.052734);]","[2024-10-22 14:6:55.28;2024-10-22 14:6:55.554;2024-10-22 14:6:56.110;2024-10-22 14:6:56.643;2024-10-22 14:6:57.143;2024-10-22 14:6:57.644;2024-10-22 14:6:58.201;2024-10-22 14:6:58.702;2024-10-22 14:6:59.207;2024-10-22 14:6:59.768;]"
19,"AA","S2_BasicEmergency","0","[0.188535;0.188121;0.187879;0.186921;0.186525;0.186849;0.187136;0.187132;0.1868;0.18826;]","[0.000596;0.000623;0.000651;0.000679;0.000706;0.000734;0.000761;0.000789;0.000815;0.000842;]","[(14582.210938;-18823.175781);(14586.178711;-18823.958984);(14587.297852;-18823.837891);(14588.067383;-18822.839844);(14588.30957;-18822.722656);(14587.09375;-18822.822266);(14587.380859;-18823.298828);(14588.943359;-18823.636719);(14587.927734;-18822.857422);(14580.040039;-18821.703125);]","[2024-10-22 14:7:0.278;2024-10-22 14:7:0.786;2024-10-22 14:7:1.339;2024-10-22 14:7:1.869;2024-10-22 14:7:2.375;2024-10-22 14:7:2.920;2024-10-22 14:7:3.426;2024-10-22 14:7:3.979;2024-10-22 14:7:4.477;2024-10-22 14:7:5.32;]"
20,"AA","S2_BasicEmergency","0","[0.188886;0.188728;0.183299;0.17907;0.183621;0.185632;0.184172;0.183701;0.183285;0.183284;]","[0.000871;0.000899;0.000925;0.000951;0.000978;0.001004;0.001031;0.001058;0.001084;0.00111;]","[(14588.943359;-18825.789062);(14589.725586;-18825.664062);(14593.389648;-18819.634766);(14593.573242;-18814.033203);(14589.191406;-18818.339844);(14585.490234;-18819.423828);(14585.276367;-18817.53125);(14585.600586;-18816.976562);(14586.070312;-18816.521484);(14586.669922;-18816.744141);]","[2024-10-22 14:7:5.557;2024-10-22 14:7:6.87;2024-10-22 14:7:6.592;2024-10-22 14:7:7.117;2024-10-22 14:7:7.640;2024-10-22 14:7:8.123;2024-10-22 14:7:8.668;2024-10-22 14:7:9.180;2024-10-22 14:7:9.701;2024-10-22 14:7:10.205;]"
21,"AA","S2_BasicEmergency","0","[0.183205;0.1829;0.18439;0.186701;0.186932;0.186013;0.184813;0.184966;0.184992;0.185397;]","[0.001136;0.001163;0.001188;0.001216;0.001241;0.00127;0.001296;0.001321;0.001348;0.001375;]","[(14586.411133;-18817.021484);(14587.663086;-18817.132812);(14588.801758;-18819.552734);(14584.104492;-18821.427734);(14582.926758;-18820.664062);(14582.917969;-18819.375);(14584.049805;-18818.107422);(14583.630859;-18818.011719);(14583.325195;-18818.033203);(14583.049805;-18818.474609);]","[2024-10-22 14:7:10.733;2024-10-22 14:7:11.264;2024-10-22 14:7:11.754;2024-10-22 14:7:12.286;2024-10-22 14:7:12.787;2024-10-22 14:7:13.317;2024-10-22 14:7:13.819;2024-10-22 14:7:14.321;2024-10-22 14:7:14.846;2024-10-22 14:7:15.401;]"
22,"AA","S2_BasicEmergency","0","[0.185299;0.185623;0.185575;0.185259;0.178905;0.11122;0.119443;0.120261;0.120046;0.120991;]","[0.001403;0.001429;0.001456;0.001483;0.00151;0.001528;0.001544;0.001561;0.001579;0.001596;]","[(14582.917969;-18818.287109);(14582.307617;-18818.488281);(14582.96875;-18818.679688);(14583.553711;-18818.345703);(14593.375;-18811.923828);(14629.319336;-18687.933594);(14607.292969;-18702.269531);(14593.185547;-18700.25);(14582.791992;-18697.261719);(14575.00293;-18697.085938);]","[2024-10-22 14:7:15.904;2024-10-22 14:7:16.423;2024-10-22 14:7:16.952;2024-10-22 14:7:17.480;2024-10-22 14:7:18.10;2024-10-22 14:7:18.486;2024-10-22 14:7:19.27;2024-10-22 14:7:19.530;2024-10-22 14:7:20.56;2024-10-22 14:7:20.580;]"
23,"AA","S2_BasicEmergency","0","[0.119509;0.118804;0.118093;0.116959;0.117218;0.11726;0.117289;0.11734;0.117342;0.117219;]","[0.001615;0.001632;0.001649;0.001667;0.001684;0.001702;0.001719;0.001736;0.001752;0.00177;]","[(14572.708984;-18692.630859);(14573.658203;-18691.978516);(14570.839844;-18689.224609);(14568.338867;-18685.794922);(14568.75293;-18686.615234);(14568.079102;-18686.554688);(14567.981445;-18686.632812);(14568.176758;-18686.802734);(14567.995117;-18686.78125);(14567.592773;-18686.427734);]","[2024-10-22 14:7:21.118;2024-10-22 14:7:21.662;2024-10-22 14:7:22.181;2024-10-22 14:7:22.695;2024-10-22 14:7:23.241;2024-10-22 14:7:23.785;2024-10-22 14:7:24.323;2024-10-22 14:7:24.849;2024-10-22 14:7:25.328;2024-10-22 14:7:25.881;]"
24,"AA","S2_BasicEmergency","0","[0.117206;0.117265;0.117241;0.108785;0.108576;0.083698;0.083893;0.083893;0.05605;0.056682;]","[0.001787;0.001804;0.00182;0.001836;0.001851;0.001863;0.001875;0.001888;0.001896;0.001904;]","[(14567.661133;-18686.416016);(14567.432617;-18686.533203);(14392.80957;-18651.205078);(14392.030273;-18650.660156);(14188.276367;-18607.191406);(14188.5;-18606.691406);(14188.866211;-18607.462891);(14189.052734;-18607.400391);(13802.271484;-18680.833984);(13807.951172;-18686.023438);]","[2024-10-22 14:7:26.401;2024-10-22 14:7:26.914;2024-10-22 14:7:27.450;2024-10-22 14:7:27.958;2024-10-22 14:7:28.479;2024-10-22 14:7:28.968;2024-10-22 14:7:29.493;2024-10-22 14:7:30.25;2024-10-22 14:7:30.524;2024-10-22 14:7:31.50;]"
25,"AA","S2_BasicEmergency","0","[0.05934;0.056306;0.053289;0.028986;0.029033;0.02923;0.025476;0.025529;0.025556;0.025811;]","[0.001913;0.001921;0.001929;0.001936;0.00194;0.001945;0.001949;0.001952;0.001956;0.00196;]","[(13820.444336;-18698.210938);(13805.864258;-18675.394531);(13799.53125;-18650.40625);(13458.908203;-18565.708984);(13464.745117;-18559.535156);(13476.222656;-18550.169922);(13429.433594;-18470.84375);(13431.194336;-18470.164062);(13431.71582;-18470.931641);(13432.493164;-18478.037109);]","[2024-10-22 14:7:31.563;2024-10-22 14:7:32.107;2024-10-22 14:7:32.632;2024-10-22 14:7:33.184;2024-10-22 14:7:33.689;2024-10-22 14:7:34.230;2024-10-22 14:7:34.752;2024-10-22 14:7:35.280;2024-10-22 14:7:35.771;2024-10-22 14:7:36.306;]"
26,"AA","S2_BasicEmergency","0","[0.025797;0.025807;0.025814;0.025853;0.025861;0.025845;0.025822;0.02584;0.025852;0.025864;]","[0.001963;0.001967;0.001971;0.001974;0.001978;0.001982;0.001986;0.001989;0.001993;0.001997;]","[(13431.185547;-18480.394531);(13430.799805;-18480.732422);(13431.585938;-18480.238281);(13431.415039;-18481.771484);(13431.716797;-18481.748047);(13431.503906;-18481.53125);(13431.517578;-18480.365234);(13430.070312;-18482.576172);(13431.334961;-18482.060547);(13431.317383;-18482.435547);]","[2024-10-22 14:7:36.831;2024-10-22 14:7:37.332;2024-10-22 14:7:37.835;2024-10-22 14:7:38.363;2024-10-22 14:7:38.897;2024-10-22 14:7:39.444;2024-10-22 14:7:39.939;2024-10-22 14:7:40.473;2024-10-22 14:7:40.970;2024-10-22 14:7:41.476;]"
27,"AA","S2_BasicEmergency","0","[0.025872;0.025962;0.026243;0.026025;0.025955;0.026273;0.026247;0.026331;0.026266;0.026166;]","[0.002001;0.002004;0.002008;0.002012;0.002016;0.002019;0.002023;0.002027;0.002031;0.002035;]","[(13430.635742;-18483.511719);(13433.044922;-18484.322266);(13439.56543;-18486.53125);(13422.671875;-18499.71875);(13438.904297;-18476.986328);(13441.253906;-18486.113281);(13441.056641;-18485.783203);(13443.727539;-18484.824219);(13441.665039;-18484.923828);(13438.064453;-18485.869141);]","[2024-10-22 14:7:42.1;2024-10-22 14:7:42.527;2024-10-22 14:7:43.55;2024-10-22 14:7:43.559;2024-10-22 14:7:44.86;2024-10-22 14:7:44.590;2024-10-22 14:7:45.138;2024-10-22 14:7:45.617;2024-10-22 14:7:46.167;2024-10-22 14:7:46.694;]"
28,"AA","S2_BasicEmergency","0","[0.026156;0.026152;0.026154;0.026391;0.026309;0.026319;0.026354;0.026372;0.026386;0.026378;]","[0.002038;0.002042;0.002046;0.002049;0.002053;0.002057;0.002061;0.002065;0.002068;0.002072;]","[(13437.34375;-18486.154297);(13437.360352;-18486.189453);(13438.063477;-18485.958984);(13443.915039;-18486.677734);(13442.270508;-18485.892578);(13439.932617;-18489.384766);(13441.03125;-18489.404297);(13441.712891;-18489.328125);(13441.891602;-18489.457031);(13441.100586;-18490.166016);]","[2024-10-22 14:7:47.191;2024-10-22 14:7:47.699;2024-10-22 14:7:48.246;2024-10-22 14:7:48.726;2024-10-22 14:7:49.254;2024-10-22 14:7:49.781;2024-10-22 14:7:50.285;2024-10-22 14:7:50.785;2024-10-22 14:7:51.313;2024-10-22 14:7:51.814;]"
29,"AA","S2_BasicEmergency","0","[0.026366;0.026375;0.026362;0.026367;0.026432;0.026335;0.026307;0.026289;0.026275;0.026284;]","[0.002076;0.00208;0.002083;0.002087;0.002091;0.002095;0.002099;0.002102;0.002106;0.00211;]","[(13441.048828;-18489.896484);(13441.204102;-18489.919922);(13440.75293;-18490.0);(13441.071289;-18490.166016);(13442.743164;-18489.919922);(13439.863281;-18489.949219);(13439.173828;-18489.824219);(13438.549805;-18489.871094);(13438.324219;-18489.638672);(13438.461914;-18489.839844);]","[2024-10-22 14:7:52.333;2024-10-22 14:7:52.865;2024-10-22 14:7:53.393;2024-10-22 14:7:53.899;2024-10-22 14:7:54.424;2024-10-22 14:7:54.924;2024-10-22 14:7:55.446;2024-10-22 14:7:55.966;2024-10-22 14:7:56.477;2024-10-22 14:7:56.978;]"
30,"AA","S2_BasicEmergency","0","[0.026302;0.026308;0.02632;0.026329;0.026327;0.025914;0.025969;0.025965;0.026006;0.026037;]","[0.002114;0.002117;0.002121;0.002125;0.002129;0.002132;0.002136;0.00214;0.002143;0.002147;]","[(13439.056641;-18489.796875);(13438.960938;-18490.113281);(13439.375977;-18490.103516);(13439.696289;-18490.041016);(13439.509766;-18490.019531);(13430.614258;-18484.859375);(13432.141602;-18486.673828);(13431.568359;-18487.337891);(13432.460938;-18488.572266);(13432.876953;-18488.898438);]","[2024-10-22 14:7:57.496;2024-10-22 14:7:58.35;2024-10-22 14:7:58.531;2024-10-22 14:7:59.33;2024-10-22 14:7:59.563;2024-10-22 14:8:0.64;2024-10-22 14:8:0.587;2024-10-22 14:8:1.89;2024-10-22 14:8:1.591;2024-10-22 14:8:2.119;]"
31,"AA","S2_BasicEmergency","0","[0.026087;0.026085;0.02606;0.026042;0.026041;0.026045;0.026024;0.02601;0.026025;0.02602;]","[0.002151;0.002155;0.002158;0.002162;0.002166;0.002169;0.002173;0.002177;0.002181;0.002184;]","[(13433.619141;-18489.716797);(13433.904297;-18489.537109);(13432.936523;-18489.255859);(13432.884766;-18488.716797);(13432.755859;-18488.818359);(13432.850586;-18488.65625);(13432.298828;-18488.724609);(13431.882812;-18488.724609);(13432.210938;-18488.775391);(13432.121094;-18488.705078);]","[2024-10-22 14:8:2.618;2024-10-22 14:8:3.140;2024-10-22 14:8:3.646;2024-10-22 14:8:4.174;2024-10-22 14:8:4.672;2024-10-22 14:8:5.191;2024-10-22 14:8:5.711;2024-10-22 14:8:6.200;2024-10-22 14:8:6.761;2024-10-22 14:8:7.254;]"
32,"AA","S2_BasicEmergency","0","[0.02601;0.026015;0.02601;0.025996;0.025984;0.026071;0.026314;0.02622;0.015858;0.011326;]","[0.002188;0.002192;0.002196;0.0022;0.002203;0.002207;0.002211;0.002214;0.002217;0.002219;]","[(13431.794922;-18488.740234);(13432.036133;-18488.689453);(13431.96875;-18488.910156);(13431.802734;-18488.212891);(13430.558594;-18488.517578);(13436.44043;-18486.287109);(13442.115234;-18485.179688);(13440.013672;-18485.808594);(13036.842773;-18432.615234);(12734.584961;-18360.560547);]","[2024-10-22 14:8:7.794;2024-10-22 14:8:8.331;2024-10-22 14:8:8.850;2024-10-22 14:8:9.370;2024-10-22 14:8:9.889;2024-10-22 14:8:10.388;2024-10-22 14:8:10.892;2024-10-22 14:8:11.416;2024-10-22 14:8:11.911;2024-10-22 14:8:12.431;]"
