id,user_id,scenario_type,actor_id,actor_name,event_type,hand,event_datetime
0,"AB","S2_BasicEmergency","5","BP_WalkieTalkie_C_0","start_detection","Right","2024-10-25 13:56:41.26"
1,"AB","S2_BasicEmergency","5","BP_WalkieTalkie_C_0","grab","Right","2024-10-25 13:56:41.404"
2,"AB","S2_BasicEmergency","5","BP_WalkieTalkie_C_0","stop_detection","Right","2024-10-25 13:56:41.421"
3,"AB","S2_BasicEmergency","5","BP_WalkieTalkie_C_0","release","Right","2024-10-25 13:57:39.542"
4,"AB","S2_BasicEmergency","4","BP_Dosimeter_EPD_C_0","start_detection","Left","2024-10-25 13:57:44.306"
5,"AB","S2_BasicEmergency","4","BP_Dosimeter_EPD_C_0","grab","Left","2024-10-25 13:57:44.668"
6,"AB","S2_BasicEmergency","4","BP_Dosimeter_EPD_C_0","stop_detection","Left","2024-10-25 13:57:44.684"
7,"AB","S2_BasicEmergency","2","BP_TrafficCone_C_0","start_detection","Right","2024-10-25 14:0:34.257"
8,"AB","S2_BasicEmergency","2","BP_TrafficCone_C_0","grab","Right","2024-10-25 14:0:34.579"
9,"AB","S2_BasicEmergency","2","BP_TrafficCone_C_0","stop_detection","Right","2024-10-25 14:0:34.600"
10,"AB","S2_BasicEmergency","2","BP_TrafficCone_C_0","release","Right","2024-10-25 14:0:41.47"
11,"AB","S2_BasicEmergency","2","BP_TrafficCone_C_1","start_detection","Right","2024-10-25 14:0:48.981"
12,"AB","S2_BasicEmergency","2","BP_TrafficCone_C_1","grab","Right","2024-10-25 14:0:49.221"
13,"AB","S2_BasicEmergency","2","BP_TrafficCone_C_1","stop_detection","Right","2024-10-25 14:0:49.243"
14,"AB","S2_BasicEmergency","2","BP_TrafficCone_C_1","release","Right","2024-10-25 14:0:54.83"
15,"AB","S2_BasicEmergency","3","BP_Dosimeter_SABG100_C_0","start_detection","Right","2024-10-25 14:1:8.62"
16,"AB","S2_BasicEmergency","3","BP_Dosimeter_SABG100_C_0","grab","Right","2024-10-25 14:1:8.409"
17,"AB","S2_BasicEmergency","3","BP_Dosimeter_SABG100_C_0","stop_detection","Right","2024-10-25 14:1:8.432"
18,"AB","S2_BasicEmergency","3","BP_Dosimeter_SABG100_C_0","release","Right","2024-10-25 14:1:38.103"
19,"AB","S2_BasicEmergency","5","BP_WalkieTalkie_C_1","start_detection","Right","2024-10-25 14:1:44.897"
20,"AB","S2_BasicEmergency","5","BP_WalkieTalkie_C_1","grab","Right","2024-10-25 14:1:45.220"
21,"AB","S2_BasicEmergency","5","BP_WalkieTalkie_C_1","stop_detection","Right","2024-10-25 14:1:45.242"
22,"AB","S2_BasicEmergency","5","BP_WalkieTalkie_C_1","release","Right","2024-10-25 14:2:53.296"
23,"AB","S2_BasicEmergency","4","BP_Dosimeter_EPD_C_0","release","Left","2024-10-25 14:2:53.375"
