id,user_id,scenario_type,input_type,input_state,hand_location,hand_rotation,event_datetime
0,"AB","S2_BasicEmergency","IA_Move_Right","started","Right","(12.404846;12.03416;8.377602)","(-16.228445;25.210377;-8.160364)","2024-10-25 13:55:20.389"
1,"AB","S2_BasicEmergency","IA_Move_Right","completed","Right","(12.091925;12.499423;8.358604)","(-11.118251;36.306526;-12.931164)","2024-10-25 13:55:20.505"
2,"AB","S2_BasicEmergency","IA_Grab_Left","started","Left","(8.147322;8.835459;67.177307)","(152.118668;29.002577;-156.008011)","2024-10-25 13:56:8.39"
3,"AB","S2_BasicEmergency","IA_Grab_Left","completed","Left","(7.494768;7.890318;67.290161)","(153.007843;23.731747;-171.127823)","2024-10-25 13:56:8.403"
4,"AB","S2_BasicEmergency","IA_Grab_Left","started","Left","(6.445621;5.043755;66.056488)","(144.633987;28.397438;-173.686661)","2024-10-25 13:56:9.14"
5,"AB","S2_BasicEmergency","IA_Grab_Left","completed","Left","(6.55056;6.009296;66.593658)","(146.50415;24.511738;-172.320587)","2024-10-25 13:56:9.374"
6,"AB","S2_BasicEmergency","IA_Move_Right","started","Right","(3.55393;40.232403;18.234505)","(6.536336;60.857307;76.207108)","2024-10-25 13:56:29.335"
7,"AB","S2_BasicEmergency","IA_Move_Right","completed","Right","(3.883347;40.967033;20.916023)","(17.620131;66.548744;85.316132)","2024-10-25 13:56:29.500"
8,"AB","S2_BasicEmergency","IA_Move_Right","started","Right","(2.754318;26.475668;0.631844)","(-11.897081;21.988184;60.072987)","2024-10-25 13:56:31.242"
9,"AB","S2_BasicEmergency","IA_Move_Right","completed","Right","(1.634983;25.374781;0.557617)","(-2.915194;34.112328;60.49427)","2024-10-25 13:56:31.298"
10,"AB","S2_BasicEmergency","IA_Menu_Interact_Right","started","Right","(3.615323;33.672966;29.074135)","(7.297131;78.822945;87.309647)","2024-10-25 13:56:36.194"
