id,user_id,scenario_type,actor_id,conversation_index,event_type,event_datetime
0,"AB","S2_BasicEmergency","5","0","start_talk_with_npc","2024-10-25 13:57:55.811"
1,"AB","S2_BasicEmergency","5","0","stop_talk_with_npc","2024-10-25 13:58:20.216"
2,"AB","S2_BasicEmergency","6","0","start_talk_with_npc","2024-10-25 13:58:52.825"
3,"AB","S2_BasicEmergency","6","0","stop_talk_with_npc","2024-10-25 13:59:3.443"
4,"AB","S2_BasicEmergency","6","1","start_talk_with_npc","2024-10-25 13:59:40.447"
5,"AB","S2_BasicEmergency","6","1","stop_talk_with_npc","2024-10-25 14:0:15.11"
