id,user_id,experiment_id,scenario_type,move_type,start_datetime,end_datetime,start_position,end_position,distance
0,AB,1,S2_BasicEmergency,real_life,1-1-1 0:0:0.0,2024-10-25 13:55:11.327,(0.0;0.0),(20.77961;-1.527473),0.208357
1,AB,1,S2_BasicEmergency,real_life,2024-10-25 13:55:11.339,2024-10-25 13:55:12.350,(20.77961;-1.527473),(28.511412;8.630766),0.12766
2,AB,1,S2_BasicEmergency,real_life,2024-10-25 13:55:12.362,2024-10-25 13:55:12.864,(28.511412;8.630766),(40.93615;8.414666),0.124266
3,AB,1,S2_BasicEmergency,real_life,2024-10-25 13:55:12.877,2024-10-25 13:55:13.383,(40.93615;8.414666),(21.913349;7.732266),0.19035
4,AB,1,S2_BasicEmergency,real_life,2024-10-25 13:55:13.395,2024-10-25 13:55:13.912,(21.913349;7.732266),(19.208672;-5.060363),0.130754
5,AB,1,S2_BasicEmergency,real_life,2024-10-25 13:55:13.924,2024-10-25 13:55:14.412,(19.208672;-5.060363),(37.229168;-16.287865),0.212319
6,AB,1,S2_BasicEmergency,real_life,2024-10-25 13:55:14.424,2024-10-25 13:55:15.455,(37.229168;-16.287865),(22.995644;3.491207),0.243681
7,AB,1,S2_BasicEmergency,virtual_reality,2024-10-25 13:55:20.406,2024-10-25 13:55:20.525,(11682.728516;-18459.787109),(11829.203125;-18453.394531),1.46614
8,AB,1,S2_BasicEmergency,real_life,2024-10-25 13:55:15.472,2024-10-25 13:55:36.522,(0.0;0.0),(11.665174;9.852088),0.152689
9,AB,1,S2_BasicEmergency,real_life,2024-10-25 13:55:36.539,2024-10-25 13:55:37.27,(11.665174;9.852088),(3.875525;-0.833911),0.132238
10,AB,1,S2_BasicEmergency,real_life,2024-10-25 13:55:37.44,2024-10-25 13:55:48.301,(3.875525;-0.833911),(10.166597;-8.954914),0.102727
11,AB,1,S2_BasicEmergency,real_life,2024-10-25 13:55:48.322,2024-10-25 13:55:49.353,(10.166597;-8.954914),(3.467173;0.08489),0.112517
12,AB,1,S2_BasicEmergency,real_life,2024-10-25 13:55:49.371,2024-10-25 13:55:55.550,(3.467173;0.08489),(14.25906;5.840795),0.122309
13,AB,1,S2_BasicEmergency,real_life,2024-10-25 13:55:55.571,2024-10-25 13:55:57.107,(14.25906;5.840795),(5.722349;-1.300198),0.111297
14,AB,1,S2_BasicEmergency,real_life,2024-10-25 13:55:57.125,2024-10-25 13:56:12.638,(5.722349;-1.300198),(0.691908;-17.278963),0.167519
15,AB,1,S2_BasicEmergency,real_life,2024-10-25 13:56:12.655,2024-10-25 13:56:14.216,(0.691908;-17.278963),(-3.91978;4.330728),0.220963
16,AB,1,S2_BasicEmergency,real_life,2024-10-25 13:56:14.236,2024-10-25 13:56:14.727,(-3.91978;4.330728),(14.030394;14.981492),0.208722
