id,user_id,scenario_type,move_type,start_datetime,end_datetime,start_position,end_position,distance
0,"TEST","S1_BasicMechanics","real_life","1-1-1 0:0:0.0","2024-10-17 12:14:0.127","(0.0;0.0)","(78.498779;0.516356)","0.785005"
1,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:14:0.136","2024-10-17 12:14:1.158","(78.498779;0.516356)","(65.001801;0.094774)","0.135036"
2,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:14:1.168","2024-10-17 12:14:5.219","(65.001801;0.094774)","(65.152771;-15.413501)","0.15509"
3,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:14:5.229","2024-10-17 12:14:6.275","(65.152771;-15.413501)","(35.733318;-8.614195)","0.301949"
4,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:14:6.283","2024-10-17 12:14:6.775","(35.733318;-8.614195)","(9.676709;-12.81817)","0.263936"
5,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:14:6.783","2024-10-17 12:14:9.856","(9.676709;-12.81817)","(40.374207;-7.537205)","0.311484"
6,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:14:21.862","2024-10-17 12:14:21.975","(12351.375;-3032.870117)","(12623.132812;-3240.0)","3.41694"
7,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:14:22.328","2024-10-17 12:14:22.481","(12623.164062;-3241.192871)","(12811.344727;-3496.27417)","3.169836"
8,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:14:9.865","2024-10-17 12:14:24.246","(0.0;0.0)","(-4.119114;15.910038)","0.164346"
9,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:14:24.255","2024-10-17 12:14:24.796","(-4.119114;15.910038)","(-14.088373;18.326181)","0.102579"
10,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:14:25.398","2024-10-17 12:14:25.478","(12830.115234;-3515.272461)","(12657.361328;-3541.723633)","1.747664"
11,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:14:24.805","2024-10-17 12:14:31.958","(0.0;0.0)","(14.064632;-9.583514)","0.170193"
12,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:14:31.966","2024-10-17 12:14:33.1","(14.064632;-9.583514)","(21.453491;-20.383247)","0.130855"
13,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:14:32.702","2024-10-17 12:14:33.762","(12637.737305;-3523.917725)","(12565.842773;-4027.82251)","5.090076"
14,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:14:34.144","2024-10-17 12:14:34.315","(12565.327148;-4028.419434)","(12502.495117;-4268.004395)","2.476869"
15,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:14:35.864","2024-10-17 12:14:36.52","(12508.552734;-4267.660156)","(12631.693359;-4375.016602)","1.633673"
16,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:14:37.607","2024-10-17 12:14:37.733","(12630.410156;-4381.990723)","(12829.328125;-3975.23877)","4.527864"
17,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:14:38.48","2024-10-17 12:14:38.148","(12831.97168;-3981.514404)","(13065.276367;-3730.404785)","3.42764"
18,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:14:38.696","2024-10-17 12:14:38.870","(13063.685547;-3733.117676)","(13129.938477;-3655.010254)","1.024221"
19,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:14:33.9","2024-10-17 12:14:39.707","(0.0;0.0)","(13.440331;-3.963553)","0.140126"
20,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:14:39.716","2024-10-17 12:14:40.742","(13.440331;-3.963553)","(0.138039;-16.491024)","0.182726"
21,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:14:40.754","2024-10-17 12:14:41.245","(0.138039;-16.491024)","(-6.710274;-28.330105)","0.136771"
22,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:14:41.252","2024-10-17 12:14:41.746","(-6.710274;-28.330105)","(-3.949211;-14.234902)","0.143631"
23,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:14:41.754","2024-10-17 12:14:42.247","(-3.949211;-14.234902)","(5.421562;6.557072)","0.228061"
24,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:14:42.255","2024-10-17 12:14:42.771","(5.421562;6.557072)","(7.893391;-3.38407)","0.102438"
25,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:14:43.252","2024-10-17 12:14:43.404","(13122.90625;-3644.347656)","(12999.397461;-3935.385254)","3.161604"
26,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:14:43.715","2024-10-17 12:14:43.827","(13000.129883;-3932.498779)","(12896.34082;-4126.503906)","2.200229"
27,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:14:44.110","2024-10-17 12:14:44.246","(12895.495117;-4125.060547)","(12814.797852;-4266.046387)","1.624474"
28,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:14:44.697","2024-10-17 12:14:45.85","(12816.771484;-4266.253418)","(12839.548828;-4292.588867)","0.348189"
29,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:14:42.778","2024-10-17 12:14:48.470","(0.0;0.0)","(8.560741;6.044071)","0.104794"
30,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:14:48.506","2024-10-17 12:14:48.652","(12830.987305;-4298.633301)","(12763.78125;-3816.797607)","4.864999"
31,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:14:49.178","2024-10-17 12:14:49.285","(12764.898438;-3824.254395)","(12839.423828;-3463.195312)","3.686702"
32,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:14:49.558","2024-10-17 12:14:49.713","(12843.823242;-3466.49585)","(12844.703125;-3366.470703)","1.00029"
33,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:14:50.473","2024-10-17 12:14:50.634","(12838.46582;-3366.434326)","(12782.712891;-3369.053711)","0.558145"
34,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:14:51.251","2024-10-17 12:14:51.382","(12785.712891;-3368.23877)","(12698.232422;-3225.768066)","1.671849"
35,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:14:52.63","2024-10-17 12:14:52.203","(12699.90625;-3219.384033)","(12745.810547;-3131.351562)","0.992821"
36,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:14:48.478","2024-10-17 12:14:53.617","(0.0;0.0)","(-4.936985;9.925493)","0.110855"
37,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:14:53.627","2024-10-17 12:14:54.661","(-4.936985;9.925493)","(4.499443;-0.172668)","0.13821"
38,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:14:54.670","2024-10-17 12:14:55.189","(4.499443;-0.172668)","(0.425446;-11.354565)","0.119009"
39,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:14:55.61","2024-10-17 12:14:55.225","(12742.958008;-3122.703369)","(12730.270508;-3143.783203)","0.246034"
40,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:14:55.522","2024-10-17 12:14:55.639","(12735.049805;-3140.185059)","(12710.0;-3221.291504)","0.848867"
41,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:14:55.882","2024-10-17 12:14:56.20","(12710.290039;-3221.23877)","(12709.399414;-3635.301514)","4.140639"
42,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:14:56.315","2024-10-17 12:14:56.479","(12708.75;-3635.359863)","(12744.94043;-4088.203857)","4.542878"
43,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:14:56.879","2024-10-17 12:14:57.107","(12744.686523;-4088.99707)","(12735.392578;-4233.273926)","1.445759"
44,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:14:55.198","2024-10-17 12:14:59.310","(0.0;0.0)","(13.837402;9.301637)","0.166732"
45,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:14:59.620","2024-10-17 12:14:59.760","(12723.453125;-4248.937988)","(12453.449219;-3992.290771)","3.72519"
46,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:15:0.369","2024-10-17 12:15:0.478","(12459.705078;-3997.334229)","(12355.241211;-3805.806152)","2.181645"
47,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:14:59.320","2024-10-17 12:15:1.911","(0.0;0.0)","(14.115147;-7.810698)","0.161321"
48,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:15:1.920","2024-10-17 12:15:2.948","(14.115147;-7.810698)","(2.97134;-5.362641)","0.114095"
49,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:15:3.193","2024-10-17 12:15:3.343","(12350.194336;-3797.699951)","(12546.556641;-3999.234619)","2.813799"
50,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:15:3.732","2024-10-17 12:15:3.899","(12548.142578;-3995.572266)","(12699.088867;-4140.401855)","2.091897"
51,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:15:4.273","2024-10-17 12:15:4.406","(12700.431641;-4139.825195)","(12809.725586;-4239.95752)","1.482278"
52,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:15:6.362","2024-10-17 12:15:7.448","(12807.680664;-4240.090332)","(13190.0;-4163.061523)","3.900022"
53,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:15:2.959","2024-10-17 12:15:11.725","(0.0;0.0)","(-13.108711;0.945579)","0.131428"
54,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:15:11.736","2024-10-17 12:15:12.750","(-13.108711;0.945579)","(-4.532997;-11.497789)","0.151123"
55,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:15:12.758","2024-10-17 12:15:13.782","(-4.532997;-11.497789)","(-19.351784;-26.648508)","0.211929"
56,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:15:13.791","2024-10-17 12:15:14.834","(-19.351784;-26.648508)","(-6.57832;-17.268848)","0.158474"
57,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:15:8.8","2024-10-17 12:15:15.287","(13189.800781;-4162.647461)","(13190.0;-4028.740723)","1.339066"
58,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:15:14.843","2024-10-17 12:15:16.363","(0.0;0.0)","(-6.783508;12.978217)","0.146441"
59,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:15:18.813","2024-10-17 12:15:18.978","(13189.945312;-4030.501221)","(13190.0;-3873.442383)","1.570588"
60,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:15:16.374","2024-10-17 12:15:20.503","(0.0;0.0)","(-21.089952;-5.264063)","0.21737"
61,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:15:20.511","2024-10-17 12:15:21.27","(-21.089952;-5.264063)","(-30.75967;-12.724113)","0.122129"
62,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:15:21.37","2024-10-17 12:15:22.53","(-30.75967;-12.724113)","(-16.915329;-1.921385)","0.175603"
63,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:15:22.62","2024-10-17 12:15:22.557","(-16.915329;-1.921385)","(-8.783958;7.693843)","0.125925"
64,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:15:22.566","2024-10-17 12:15:23.618","(-8.783958;7.693843)","(-15.456085;18.203848)","0.12449"
65,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:15:23.764","2024-10-17 12:15:23.878","(13207.230469;-3891.996338)","(12862.180664;-3944.612793)","3.490381"
66,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:15:24.213","2024-10-17 12:15:24.375","(12865.665039;-3943.064697)","(12558.585938;-4009.535156)","3.141912"
67,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:15:24.681","2024-10-17 12:15:24.818","(12560.880859;-4008.057861)","(12262.456055;-4087.414551)","3.087961"
68,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:15:23.626","2024-10-17 12:15:26.162","(0.0;0.0)","(17.841715;4.202865)","0.183301"
69,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:15:26.170","2024-10-17 12:15:27.184","(17.841715;4.202865)","(5.762556;-12.644953)","0.207305"
70,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:15:27.718","2024-10-17 12:15:27.891","(12257.240234;-4065.215332)","(12260.0;-4018.119141)","0.471769"
71,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:15:27.192","2024-10-17 12:15:28.714","(0.0;0.0)","(8.649441;-7.119961)","0.11203"
72,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:15:28.721","2024-10-17 12:15:29.773","(8.649441;-7.119961)","(-3.176086;-0.842938)","0.133882"
73,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:15:29.781","2024-10-17 12:15:30.290","(-3.176086;-0.842938)","(-6.397526;10.293435)","0.11593"
74,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:15:30.298","2024-10-17 12:15:30.819","(-6.397526;10.293435)","(-5.200623;21.549158)","0.113192"
75,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:15:30.828","2024-10-17 12:15:31.310","(-5.200623;21.549158)","(3.548931;26.80228)","0.102054"
76,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:15:31.504","2024-10-17 12:15:31.640","(12253.958008;-4045.107178)","(12676.53125;-3924.022461)","4.395793"
77,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:15:31.935","2024-10-17 12:15:32.37","(12671.803711;-3921.435059)","(12912.884766;-3876.574951)","2.452189"
78,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:15:32.327","2024-10-17 12:15:32.459","(12911.18457;-3876.81958)","(13080.347656;-3898.091797)","1.70495"
79,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:15:32.720","2024-10-17 12:15:32.881","(13080.260742;-3898.261475)","(13190.0;-3926.183838)","1.132357"
80,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:15:34.32","2024-10-17 12:15:34.157","(13189.358398;-3922.912354)","(13190.0;-3777.760986)","1.451528"
81,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:15:31.319","2024-10-17 12:15:35.442","(0.0;0.0)","(-14.14941;-10.499901)","0.176197"
82,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:15:35.451","2024-10-17 12:15:35.941","(-14.14941;-10.499901)","(-2.304699;0.952383)","0.164758"
83,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:15:35.950","2024-10-17 12:15:36.971","(-2.304699;0.952383)","(-4.344849;12.419177)","0.116469"
84,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:15:36.953","2024-10-17 12:15:37.116","(13192.844727;-3789.699707)","(12757.792969;-3902.388916)","4.494103"
85,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:15:37.328","2024-10-17 12:15:37.431","(12761.522461;-3901.759277)","(12415.155273;-4063.401367)","3.822287"
86,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:15:37.664","2024-10-17 12:15:38.837","(12418.146484;-4063.088623)","(12270.245117;-4110.208984)","1.552266"
87,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:15:39.529","2024-10-17 12:15:39.659","(12270.084961;-4111.739746)","(12260.0;-4156.023438)","0.454176"
88,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:15:36.980","2024-10-17 12:15:40.632","(0.0;0.0)","(13.360683;2.971762)","0.136872"
89,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:15:40.640","2024-10-17 12:15:41.660","(13.360683;2.971762)","(4.380054;-11.219365)","0.16794"
90,"TEST","S1_BasicMechanics","real_life","2024-10-17 12:15:41.669","2024-10-17 12:15:42.185","(4.380054;-11.219365)","(-2.149153;-29.841869)","0.197339"
91,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:15:43.315","2024-10-17 12:15:43.426","(12267.067383;-4127.916016)","(12541.163086;-4107.516113)","2.74854"
92,"TEST","S1_BasicMechanics","virtual_reality","2024-10-17 12:15:43.629","2024-10-17 12:15:43.758","(12541.308594;-4105.936523)","(12828.576172;-4078.393311)","2.885847"
