id,user_id,scenario_type,actor_id,actor_name,event_type,hand,event_datetime
0,"TEST","S1_BasicMechanics","2","TrafficCone_5","start_detection","Left","2024-10-17 12:14:35.79"
1,"TEST","S1_BasicMechanics","2","TrafficCone_5","grab","Left","2024-10-17 12:14:35.251"
2,"TEST","S1_BasicMechanics","2","TrafficCone_5","stop_detection","Left","2024-10-17 12:14:35.259"
3,"TEST","S1_BasicMechanics","2","TrafficCone_5","release","Left","2024-10-17 12:14:36.765"
4,"TEST","S1_BasicMechanics","2","TrafficCone_1","start_detection","Right","2024-10-17 12:14:39.438"
5,"TEST","S1_BasicMechanics","2","TrafficCone_1","grab","Right","2024-10-17 12:14:39.768"
6,"TEST","S1_BasicMechanics","2","TrafficCone_1","stop_detection","Right","2024-10-17 12:14:39.778"
7,"TEST","S1_BasicMechanics","2","TrafficCone_8","start_detection","Left","2024-10-17 12:14:40.992"
8,"TEST","S1_BasicMechanics","2","TrafficCone_8","grab","Left","2024-10-17 12:14:41.279"
9,"TEST","S1_BasicMechanics","2","TrafficCone_8","stop_detection","Left","2024-10-17 12:14:41.287"
10,"TEST","S1_BasicMechanics","2","TrafficCone_8","release","Left","2024-10-17 12:14:46.67"
11,"TEST","S1_BasicMechanics","2","TrafficCone_1","release","Right","2024-10-17 12:14:47.19"
12,"TEST","S1_BasicMechanics","2","TrafficCone_4","start_detection","Left","2024-10-17 12:14:53.395"
13,"TEST","S1_BasicMechanics","2","TrafficCone_4","grab","Left","2024-10-17 12:14:53.703"
14,"TEST","S1_BasicMechanics","2","TrafficCone_4","stop_detection","Left","2024-10-17 12:14:53.711"
15,"TEST","S1_BasicMechanics","2","TrafficCone_4","release","Left","2024-10-17 12:14:57.733"
16,"TEST","S1_BasicMechanics","2","TrafficCone_6","start_detection","Right","2024-10-17 12:15:1.575"
17,"TEST","S1_BasicMechanics","2","TrafficCone_6","grab","Right","2024-10-17 12:15:1.869"
18,"TEST","S1_BasicMechanics","2","TrafficCone_6","stop_detection","Right","2024-10-17 12:15:1.877"
19,"TEST","S1_BasicMechanics","2","TrafficCone_6","start_detection","Left","2024-10-17 12:15:2.578"
20,"TEST","S1_BasicMechanics","2","TrafficCone_6","stop_detection","Left","2024-10-17 12:15:2.603"
21,"TEST","S1_BasicMechanics","2","TrafficCone_6","start_detection","Left","2024-10-17 12:15:2.715"
22,"TEST","S1_BasicMechanics","2","TrafficCone_6","stop_detection","Left","2024-10-17 12:15:2.743"
23,"TEST","S1_BasicMechanics","2","TrafficCone_6","start_detection","Left","2024-10-17 12:15:2.836"
24,"TEST","S1_BasicMechanics","2","TrafficCone_6","stop_detection","Left","2024-10-17 12:15:2.918"
25,"TEST","S1_BasicMechanics","2","TrafficCone_6","start_detection","Left","2024-10-17 12:15:2.996"
26,"TEST","S1_BasicMechanics","2","TrafficCone_6","stop_detection","Left","2024-10-17 12:15:3.52"
27,"TEST","S1_BasicMechanics","2","TrafficCone_6","start_detection","Left","2024-10-17 12:15:4.742"
28,"TEST","S1_BasicMechanics","2","TrafficCone_6","stop_detection","Left","2024-10-17 12:15:5.245"
29,"TEST","S1_BasicMechanics","2","TrafficCone_6","start_detection","Left","2024-10-17 12:15:5.321"
