id,user_id,experiment_id,scenario_type,actor_id,conversation_index,event_type,event_datetime
0,AA,1,S1_BasicMechanics,2,0,start_talk_with_npc,2024-10-22 13:52:57.382
1,AA,1,S1_BasicMechanics,2,0,stop_talk_with_npc,2024-10-22 13:53:26.828
2,AA,1,S1_BasicMechanics,2,1,start_talk_with_npc,2024-10-22 13:54:46.737
3,AA,1,S1_BasicMechanics,2,1,stop_talk_with_npc,2024-10-22 13:54:51.238
4,AA,1,S1_BasicMechanics,2,2,start_talk_with_npc,2024-10-22 13:55:2.414
5,AA,1,S1_BasicMechanics,2,2,stop_talk_with_npc,2024-10-22 13:55:19.604
