id,user_id,scenario_type,actor_id,actor_name,event_type,hand,event_datetime
0,"AA","S1_BasicMechanics","2","TrafficCone_6","start_detection","Left","2024-10-22 13:53:30.902"
1,"AA","S1_BasicMechanics","2","TrafficCone_6","grab","Left","2024-10-22 13:53:31.216"
2,"AA","S1_BasicMechanics","2","TrafficCone_6","stop_detection","Left","2024-10-22 13:53:31.227"
3,"AA","S1_BasicMechanics","2","TrafficCone_6","release","Left","2024-10-22 13:53:34.815"
4,"AA","S1_BasicMechanics","2","TrafficCone_5","start_detection","Left","2024-10-22 13:53:37.200"
5,"AA","S1_BasicMechanics","2","TrafficCone_5","grab","Left","2024-10-22 13:53:37.412"
6,"AA","S1_BasicMechanics","2","TrafficCone_5","stop_detection","Left","2024-10-22 13:53:37.424"
7,"AA","S1_BasicMechanics","2","TrafficCone_5","start_detection","Right","2024-10-22 13:53:39.292"
8,"AA","S1_BasicMechanics","2","TrafficCone_5","stop_detection","Right","2024-10-22 13:53:39.582"
9,"AA","S1_BasicMechanics","2","TrafficCone_5","start_detection","Right","2024-10-22 13:53:39.638"
10,"AA","S1_BasicMechanics","2","TrafficCone_5","stop_detection","Right","2024-10-22 13:53:39.662"
11,"AA","S1_BasicMechanics","2","TrafficCone_5","release","Left","2024-10-22 13:53:39.979"
12,"AA","S1_BasicMechanics","2","TrafficCone_1","start_detection","Right","2024-10-22 13:53:44.229"
13,"AA","S1_BasicMechanics","2","TrafficCone_1","grab","Right","2024-10-22 13:53:44.327"
14,"AA","S1_BasicMechanics","2","TrafficCone_1","stop_detection","Right","2024-10-22 13:53:44.340"
15,"AA","S1_BasicMechanics","2","TrafficCone_8","start_detection","Left","2024-10-22 13:53:44.519"
16,"AA","S1_BasicMechanics","2","TrafficCone_8","grab","Left","2024-10-22 13:53:44.754"
17,"AA","S1_BasicMechanics","2","TrafficCone_8","stop_detection","Left","2024-10-22 13:53:44.766"
18,"AA","S1_BasicMechanics","2","TrafficCone_1","release","Right","2024-10-22 13:53:48.854"
19,"AA","S1_BasicMechanics","2","TrafficCone_8","release","Left","2024-10-22 13:53:50.41"
20,"AA","S1_BasicMechanics","4","Dosimeter_EPD_2","start_detection","Right","2024-10-22 13:54:3.169"
21,"AA","S1_BasicMechanics","4","Dosimeter_EPD_2","grab","Left","2024-10-22 13:54:3.258"
22,"AA","S1_BasicMechanics","4","Dosimeter_EPD_2","stop_detection","Right","2024-10-22 13:54:3.269"
23,"AA","S1_BasicMechanics","3","Dosimeter_SABG100_3","start_detection","Left","2024-10-22 13:54:7.80"
24,"AA","S1_BasicMechanics","3","Dosimeter_SABG100_3","grab","Left","2024-10-22 13:54:7.307"
