id,user_id,scenario_type,move_type,start_datetime,end_datetime,start_position,end_position,distance
0,"AA","S1_BasicMechanics","real_life","1-1-1 0:0:0.0","2024-10-22 13:52:17.477","(0.0;0.0)","(22.47891;-116.424454)","1.185747"
1,"AA","S1_BasicMechanics","real_life","2024-10-22 13:52:17.488","2024-10-22 13:52:19.3","(22.47891;-116.424454)","(29.473961;-107.010559)","0.117283"
2,"AA","S1_BasicMechanics","real_life","2024-10-22 13:52:19.15","2024-10-22 13:52:20.533","(29.473961;-107.010559)","(17.336308;-113.057755)","0.135606"
3,"AA","S1_BasicMechanics","real_life","2024-10-22 13:52:20.543","2024-10-22 13:52:21.592","(17.336308;-113.057755)","(20.839025;-124.888016)","0.123379"
4,"AA","S1_BasicMechanics","real_life","2024-10-22 13:52:21.603","2024-10-22 13:52:22.116","(20.839025;-124.888016)","(20.781355;-110.882629)","0.140055"
5,"AA","S1_BasicMechanics","real_life","2024-10-22 13:52:22.126","2024-10-22 13:52:25.202","(20.781355;-110.882629)","(16.147041;-124.932434)","0.147944"
6,"AA","S1_BasicMechanics","real_life","2024-10-22 13:52:25.214","2024-10-22 13:52:42.597","(16.147041;-124.932434)","(21.403364;-113.368988)","0.127021"
7,"AA","S1_BasicMechanics","real_life","2024-10-22 13:52:42.607","2024-10-22 13:52:45.184","(21.403364;-113.368988)","(24.278114;-126.597687)","0.135375"
8,"AA","S1_BasicMechanics","real_life","2024-10-22 13:52:45.193","2024-10-22 13:52:50.334","(24.278114;-126.597687)","(24.755327;-113.184341)","0.134218"
9,"AA","S1_BasicMechanics","virtual_reality","2024-10-22 13:52:50.19","2024-10-22 13:52:50.586","(12374.126953;-2925.273682)","(12675.056641;-3235.056396)","4.318838"
10,"AA","S1_BasicMechanics","virtual_reality","2024-10-22 13:52:51.243","2024-10-22 13:52:51.714","(12668.632812;-3237.94043)","(12733.05957;-3688.459473)","4.551024"
11,"AA","S1_BasicMechanics","real_life","2024-10-22 13:52:50.345","2024-10-22 13:52:52.897","(0.0;0.0)","(10.730064;-3.988251)","0.114473"
12,"AA","S1_BasicMechanics","virtual_reality","2024-10-22 13:52:53.550","2024-10-22 13:52:55.715","(12725.458008;-3687.390381)","(12607.62793;-3616.378174)","1.375741"
13,"AA","S1_BasicMechanics","real_life","2024-10-22 13:52:52.907","2024-10-22 13:52:58.164","(0.0;0.0)","(-18.236176;0.296677)","0.182386"
14,"AA","S1_BasicMechanics","real_life","2024-10-22 13:52:58.175","2024-10-22 13:52:58.674","(-18.236176;0.296677)","(-15.020079;-15.289421)","0.159145"
15,"AA","S1_BasicMechanics","real_life","2024-10-22 13:52:58.685","2024-10-22 13:53:21.462","(-15.020079;-15.289421)","(-13.967312;-4.357567)","0.109824"
16,"AA","S1_BasicMechanics","real_life","2024-10-22 13:53:21.472","2024-10-22 13:53:28.183","(-13.967312;-4.357567)","(-18.813871;9.29985)","0.144919"
17,"AA","S1_BasicMechanics","virtual_reality","2024-10-22 13:53:27.813","2024-10-22 13:53:29.199","(12622.207031;-3620.181152)","(12390.180664;-3859.112793)","3.33053"
18,"AA","S1_BasicMechanics","virtual_reality","2024-10-22 13:53:29.785","2024-10-22 13:53:29.934","(12388.571289;-3853.481934)","(12255.283203;-3830.025391)","1.353363"
19,"AA","S1_BasicMechanics","real_life","2024-10-22 13:53:28.195","2024-10-22 13:53:30.818","(0.0;0.0)","(7.113022;-24.015274)","0.250465"
20,"AA","S1_BasicMechanics","real_life","2024-10-22 13:53:30.828","2024-10-22 13:53:31.853","(7.113022;-24.015274)","(2.953598;8.604866)","0.328843"
21,"AA","S1_BasicMechanics","real_life","2024-10-22 13:53:31.863","2024-10-22 13:53:32.367","(2.953598;8.604866)","(-19.346312;11.881424)","0.225393"
22,"AA","S1_BasicMechanics","virtual_reality","2024-10-22 13:53:32.474","2024-10-22 13:53:33.1","(12274.982422;-3842.016602)","(12643.889648;-4200.604004)","5.144679"
23,"AA","S1_BasicMechanics","virtual_reality","2024-10-22 13:53:33.775","2024-10-22 13:53:33.929","(12642.848633;-4204.419922)","(12693.375977;-4355.187988)","1.590096"
24,"AA","S1_BasicMechanics","real_life","2024-10-22 13:53:32.379","2024-10-22 13:53:34.413","(0.0;0.0)","(8.521341;8.609673)","0.121136"
25,"AA","S1_BasicMechanics","real_life","2024-10-22 13:53:34.425","2024-10-22 13:53:34.932","(8.521341;8.609673)","(18.958302;19.258415)","0.149106"
26,"AA","S1_BasicMechanics","real_life","2024-10-22 13:53:34.944","2024-10-22 13:53:35.437","(18.958302;19.258415)","(27.385071;-2.833473)","0.236445"
27,"AA","S1_BasicMechanics","real_life","2024-10-22 13:53:35.448","2024-10-22 13:53:35.939","(27.385071;-2.833473)","(35.796658;-19.867111)","0.189974"
28,"AA","S1_BasicMechanics","virtual_reality","2024-10-22 13:53:36.51","2024-10-22 13:53:36.283","(12657.927734;-4335.551758)","(12581.272461;-4322.424316)","0.777711"
29,"AA","S1_BasicMechanics","real_life","2024-10-22 13:53:35.949","2024-10-22 13:53:36.988","(0.0;0.0)","(11.553425;-4.10054)","0.122595"
30,"AA","S1_BasicMechanics","real_life","2024-10-22 13:53:36.999","2024-10-22 13:53:38.25","(11.553425;-4.10054)","(-20.578115;16.363098)","0.380946"
31,"AA","S1_BasicMechanics","real_life","2024-10-22 13:53:38.36","2024-10-22 13:53:38.540","(-20.578115;16.363098)","(-47.881855;3.352272)","0.302453"
32,"AA","S1_BasicMechanics","virtual_reality","2024-10-22 13:53:38.525","2024-10-22 13:53:38.938","(12628.552734;-4326.494141)","(12682.955078;-4317.378418)","0.551601"
33,"AA","S1_BasicMechanics","real_life","2024-10-22 13:53:38.553","2024-10-22 13:53:39.557","(0.0;0.0)","(-2.628348;14.21386)","0.144548"
34,"AA","S1_BasicMechanics","real_life","2024-10-22 13:53:39.570","2024-10-22 13:53:40.587","(-2.628348;14.21386)","(4.428176;-5.373878)","0.2082"
35,"AA","S1_BasicMechanics","virtual_reality","2024-10-22 13:53:41.44","2024-10-22 13:53:41.624","(12674.366211;-4307.980469)","(12936.539062;-3799.044189)","5.724955"
36,"AA","S1_BasicMechanics","virtual_reality","2024-10-22 13:53:42.295","2024-10-22 13:53:42.454","(12937.530273;-3802.461914)","(13128.394531;-3659.394043)","2.385317"
37,"AA","S1_BasicMechanics","real_life","2024-10-22 13:53:40.598","2024-10-22 13:53:43.691","(0.0;0.0)","(5.591463;-17.640396)","0.185054"
38,"AA","S1_BasicMechanics","real_life","2024-10-22 13:53:43.705","2024-10-22 13:53:44.201","(5.591463;-17.640396)","(8.119467;-35.972168)","0.185053"
39,"AA","S1_BasicMechanics","real_life","2024-10-22 13:53:44.211","2024-10-22 13:53:44.718","(8.119467;-35.972168)","(1.817551;-45.835831)","0.11705"
40,"AA","S1_BasicMechanics","real_life","2024-10-22 13:53:44.730","2024-10-22 13:53:45.260","(1.817551;-45.835831)","(12.420382;-40.738739)","0.117644"
41,"AA","S1_BasicMechanics","real_life","2024-10-22 13:53:45.271","2024-10-22 13:53:45.776","(12.420382;-40.738739)","(-1.220245;-4.043579)","0.391485"
42,"AA","S1_BasicMechanics","real_life","2024-10-22 13:53:45.789","2024-10-22 13:53:46.286","(-1.220245;-4.043579)","(12.018694;15.900108)","0.239378"
43,"AA","S1_BasicMechanics","virtual_reality","2024-10-22 13:53:46.529","2024-10-22 13:53:47.157","(13116.669922;-3674.352295)","(12923.929688;-4182.093262)","5.430928"
44,"AA","S1_BasicMechanics","virtual_reality","2024-10-22 13:53:47.824","2024-10-22 13:53:47.957","(12920.34375;-4183.828125)","(12898.636719;-4362.656738)","1.801416"
45,"AA","S1_BasicMechanics","real_life","2024-10-22 13:53:46.297","2024-10-22 13:53:48.889","(0.0;0.0)","(11.916162;7.511787)","0.140862"
46,"AA","S1_BasicMechanics","real_life","2024-10-22 13:53:48.900","2024-10-22 13:53:49.414","(11.916162;7.511787)","(29.786232;-4.60553)","0.215909"
47,"AA","S1_BasicMechanics","real_life","2024-10-22 13:53:49.425","2024-10-22 13:53:49.916","(29.786232;-4.60553)","(39.984543;7.977585)","0.161969"
48,"AA","S1_BasicMechanics","real_life","2024-10-22 13:53:49.927","2024-10-22 13:53:50.947","(39.984543;7.977585)","(28.546665;4.073196)","0.120859"
49,"AA","S1_BasicMechanics","real_life","2024-10-22 13:53:50.957","2024-10-22 13:53:51.485","(28.546665;4.073196)","(8.098467;-16.472626)","0.289872"
50,"AA","S1_BasicMechanics","real_life","2024-10-22 13:53:51.498","2024-10-22 13:53:51.990","(8.098467;-16.472626)","(-2.674726;-22.886627)","0.12538"
51,"AA","S1_BasicMechanics","real_life","2024-10-22 13:53:52.1","2024-10-22 13:53:53.5","(-2.674726;-22.886627)","(6.114349;-10.824883)","0.149243"
