user_id,scenary_type,start_datetime,end_datetime,start_position,end_position,distance
40,CarAccident,2023-05-04 10:37:05,2023-05-04 10:37:06,X=-10055.684 Y=-120.157 Z=3.322,X=-10119.477 Y=-2.326 Z=3.322,1.339914
40,CarAccident,2023-05-04 10:37:08,2023-05-04 10:37:08,X=-10097.448 Y=-33.378 Z=3.322,X=-9984.189 Y=-212.791 Z=3.322,2.121709
40,CarAccident,2023-05-04 10:37:09,2023-05-04 10:37:09,X=-9981.801 Y=-211.962 Z=3.322,X=-9854.378 Y=-368.678 Z=3.322,2.019815
40,CarAccident,2023-05-04 10:37:11,2023-05-04 10:37:11,X=-9874.275 Y=-327.401 Z=3.322,X=-9992.231 Y=-197.925 Z=3.322,1.751509
40,CarAccident,2023-05-04 10:37:41,2023-05-04 10:37:41,X=-9990.461 Y=-200.407 Z=3.322,X=-9871.169 Y=-61.461 Z=3.322,1.831296
40,CarAccident,2023-05-04 10:37:46,2023-05-04 10:37:46,X=-9859.109 Y=-76.344 Z=3.322,X=-9645.160 Y=33.853 Z=3.322,2.406609
40,CarAccident,2023-05-04 10:37:48,2023-05-04 10:37:48,X=-9644.710 Y=32.754 Z=2.914,X=-9403.303 Y=116.987 Z=2.914,2.556805
40,CarAccident,2023-05-04 10:37:53,2023-05-04 10:37:53,X=-9404.587 Y=117.983 Z=2.914,X=-9188.664 Y=192.246 Z=2.914,2.283368
40,CarAccident,2023-05-04 10:38:41,2023-05-04 10:38:41,X=-9208.074 Y=192.231 Z=2.914,X=-9395.269 Y=137.231 Z=2.914,1.951071
40,CarAccident,2023-05-04 10:38:43,2023-05-04 10:38:43,X=-9392.995 Y=145.722 Z=2.914,X=-9623.059 Y=178.693 Z=2.914,2.32414
40,CarAccident,2023-05-04 10:38:48,2023-05-04 10:38:48,X=-9616.272 Y=158.110 Z=2.914,X=-9652.000 Y=127.689 Z=2.914,0.469244
40,CarAccident,2023-05-04 10:38:49,2023-05-04 10:38:49,X=-9652.701 Y=127.233 Z=2.914,X=-9652.000 Y=118.833 Z=2.914,0.084297
40,CarAccident,2023-05-04 10:38:49,2023-05-04 10:38:50,X=-9652.479 Y=116.509 Z=2.914,X=-9838.351 Y=9.775 Z=2.914,2.143368
40,CarAccident,2023-05-04 10:38:50,2023-05-04 10:38:51,X=-9838.430 Y=11.742 Z=2.914,X=-10034.091 Y=-98.347 Z=2.914,2.245061
40,CarAccident,2023-05-04 10:38:51,2023-05-04 10:38:51,X=-10035.158 Y=-97.708 Z=3.322,X=-10233.901 Y=-211.159 Z=3.322,2.288452
40,CarAccident,2023-05-04 10:38:52,2023-05-04 10:38:52,X=-10233.707 Y=-209.477 Z=3.322,X=-10433.012 Y=-325.779 Z=3.322,2.307564
40,CarAccident,2023-05-04 10:38:54,2023-05-04 10:38:55,X=-10446.026 Y=-297.974 Z=3.322,X=-10511.586 Y=-153.384 Z=3.322,1.587591
40,CarAccident,2023-05-04 10:39:27,2023-05-04 10:39:27,X=-10561.232 Y=-167.123 Z=3.322,X=-10489.544 Y=-436.890 Z=3.322,2.791305
40,CarAccident,2023-05-04 10:39:28,2023-05-04 10:39:28,X=-10483.894 Y=-430.906 Z=3.322,X=-10399.503 Y=-672.398 Z=3.322,2.558126
40,CarAccident,2023-05-04 10:39:28,2023-05-04 10:39:29,X=-10404.967 Y=-678.681 Z=3.322,X=-10326.231 Y=-916.744 Z=3.322,2.507455
40,CarAccident,2023-05-04 10:39:29,2023-05-04 10:39:29,X=-10326.146 Y=-916.648 Z=3.322,X=-10248.861 Y=-1148.328 Z=3.322,2.442305
40,CarAccident,2023-05-04 10:39:29,2023-05-04 10:39:29,X=-10249.250 Y=-1148.837 Z=3.322,X=-10172.182 Y=-1379.258 Z=3.322,2.42968
40,CarAccident,2023-05-04 10:39:30,2023-05-04 10:39:30,X=-10174.763 Y=-1380.306 Z=3.322,X=-10102.360 Y=-1605.265 Z=3.322,2.363236
40,CarAccident,2023-05-04 10:39:38,2023-05-04 10:39:38,X=-10109.088 Y=-1620.070 Z=5.726,X=-10233.897 Y=-1731.309 Z=5.726,1.671867
40,CarAccident,2023-05-04 10:39:44,2023-05-04 10:39:44,X=-10243.791 Y=-1728.686 Z=5.726,X=-10303.509 Y=-1710.000 Z=5.726,0.62573
