0,1,2,3,4,5,6,7,8,9,10
14,0,0,0,0,0,527,80,0,0,0
15,0,0,0,0,3,527,79,0,0,0
0,0,0,0,0,0,521,79,0,0,0
1,0,0,0,0,0,523,79,0,0,0
2,0,0,0,0,0,513,80,0,0,0
3,0,0,0,0,3,508,80,0,0,0
4,0,0,0,0,0,500,79,0,0,0
5,0,0,0,0,0,496,78,0,0,0
6,0,0,0,0,0,495,78,0,0,0
7,0,0,0,0,3,495,79,0,0,0
8,0,0,0,0,0,490,79,0,0,0
9,0,0,0,0,0,489,79,0,0,0
10,0,0,0,0,0,484,78,0,0,0
11,0,0,0,0,3,496,78,0,0,0
12,0,0,0,0,0,510,78,0,0,0
13,0,0,0,0,0,518,79,0,0,0
14,0,0,0,0,0,522,78,0,0,0
15,0,0,0,0,3,526,78,0,0,0
0,0,0,0,0,0,523,78,0,0,0
1,0,0,0,0,0,525,78,0,0,0
2,0,0,0,0,0,524,79,0,0,0
3,0,0,0,0,3,527,80,0,0,0
4,0,0,0,0,0,521,79,0,0,0
5,0,0,0,0,0,520,79,0,0,0
6,0,0,0,0,0,517,78,0,0,0
7,0,0,0,0,3,515,77,0,0,0
8,0,0,0,0,0,510,79,0,0,0
9,0,0,0,0,0,508,78,0,0,0
10,0,0,0,0,0,505,80,0,0,0
11,0,0,0,0,3,509,77,0,0,0
12,0,0,0,0,0,510,78,0,0,0
13,0,0,0,0,0,512,78,0,0,0
14,0,0,0,0,0,508,77,0,0,0
15,0,0,0,0,0,510,77,0,0,0
0,0,0,0,0,0,509,77,0,0,0
1,0,0,0,0,0,514,79,0,0,0
2,0,0,0,0,0,512,79,0,0,0
3,0,0,0,0,3,511,78,0,0,0
4,0,0,0,0,0,509,77,0,0,0
5,0,0,0,0,0,507,77,0,0,0
6,0,0,0,0,0,503,78,0,0,0
7,0,0,0,0,3,503,79,0,0,0
8,0,0,0,0,0,504,79,0,0,0
9,0,0,0,0,0,504,79,0,0,0
10,0,0,0,0,0,499,78,0,0,0
11,0,0,0,0,3,500,79,0,0,0
12,0,0,0,0,0,499,77,0,0,0
13,0,0,0,0,0,501,78,0,0,0
14,0,0,0,0,0,501,79,0,0,0
15,0,0,0,0,3,502,78,0,0,0
0,0,0,0,0,0,500,77,0,0,0
1,0,0,0,0,0,501,78,0,0,0
2,0,0,0,0,0,504,79,0,0,0
3,0,0,0,0,3,500,79,0,0,0
4,0,0,0,0,0,494,78,0,0,0
5,0,0,0,0,0,494,77,0,0,0
6,0,0,0,0,0,486,79,0,0,0
7,0,0,0,0,3,492,79,0,0,0
8,0,0,0,0,0,496,79,0,0,0
9,0,0,0,0,0,499,79,0,0,0
10,0,0,0,0,0,507,79,0,0,0
11,0,0,0,0,3,511,79,0,0,0
12,0,0,0,0,0,506,79,0,0,0
13,0,0,0,0,0,504,79,0,0,0
14,0,0,0,0,0,505,79,0,0,0
15,0,0,0,0,3,504,77,0,0,0
0,0,0,0,0,0,504,78,0,0,0
1,0,0,0,0,0,510,79,0,0,0
2,0,0,0,0,0,500,79,0,0,0
3,0,0,0,0,3,437,79,0,0,0
4,0,0,0,0,0,419,79,0,0,0
5,0,0,0,0,0,502,78,0,0,0
6,0,0,0,0,0,575,78,0,0,0
7,0,0,0,0,3,496,79,0,0,0
8,0,0,0,0,0,487,79,0,0,0
9,0,0,0,0,0,505,79,0,0,0
10,0,0,0,0,0,508,79,0,0,0
11,0,0,0,0,0,509,79,0,0,0
12,0,0,0,0,0,509,79,0,0,0
13,0,0,0,0,0,508,77,0,0,0
14,0,0,0,0,0,506,78,0,0,0
15,0,0,0,0,3,504,79,0,0,0
0,0,0,0,0,0,499,76,0,0,0
1,0,0,0,0,0,498,77,0,0,0
2,0,0,0,0,0,494,79,0,0,0
3,0,0,0,0,3,494,79,0,0,0
4,0,0,0,0,0,489,79,0,0,0
5,0,0,0,0,0,486,79,0,0,0
6,0,0,0,0,0,480,78,0,0,0
7,0,0,0,0,3,482,78,0,0,0
8,0,0,0,0,0,483,76,0,0,0
9,0,0,0,0,0,484,77,0,0,0
10,0,0,0,0,0,478,79,0,0,0
11,0,0,0,0,3,485,79,0,0,0
12,0,0,0,0,0,488,79,0,0,0
13,0,0,0,0,0,493,78,0,0,0
14,0,0,0,0,0,502,77,0,0,0
15,0,0,0,0,3,512,76,0,0,0
0,0,0,0,0,0,522,78,0,0,0
1,0,0,0,0,0,527,79,0,0,0
2,0,0,0,0,0,529,79,0,0,0
3,0,0,0,0,3,531,76,0,0,0
4,0,0,0,0,0,529,76,0,0,0
5,0,0,0,0,0,534,76,0,0,0
6,0,0,0,0,0,531,78,0,0,0
7,0,0,0,0,3,527,79,0,0,0
8,0,0,0,0,0,518,78,0,0,0
9,0,0,0,0,0,511,78,0,0,0
10,0,0,0,0,0,518,76,0,0,0
11,0,0,0,0,3,522,77,0,0,0
12,0,0,0,0,0,522,78,0,0,0
13,0,0,0,0,0,531,78,0,0,0
14,0,0,0,0,0,530,78,0,0,0
15,0,0,0,0,3,524,78,0,0,0
0,0,0,0,0,0,524,78,0,0,0
1,0,0,0,0,0,523,78,0,0,0
2,0,0,0,0,0,523,78,0,0,0
3,0,0,0,0,3,528,76,0,0,0
4,0,0,0,0,0,530,77,0,0,0
5,0,0,0,0,0,535,78,0,0,0
6,0,0,0,0,0,533,76,0,0,0
7,0,0,0,0,0,526,76,0,0,0
8,0,0,0,0,0,523,76,0,0,0
9,0,0,0,0,0,516,78,0,0,0
10,0,0,0,0,0,521,78,0,0,0
11,0,0,0,0,3,523,76,0,0,0
12,0,0,0,0,0,530,75,0,0,0
13,0,0,0,0,0,539,77,0,0,0
14,0,0,0,0,0,547,76,0,0,0
15,0,0,0,0,3,547,75,0,0,0
0,0,0,0,0,0,543,75,0,0,0
1,0,0,0,0,0,553,75,0,0,0
2,0,0,0,0,0,538,78,0,0,0
3,0,0,0,0,3,532,77,0,0,0
4,0,0,0,0,0,538,76,0,0,0
5,0,0,0,0,0,533,75,0,0,0
6,0,0,0,0,0,526,75,0,0,0
7,0,0,0,0,3,537,75,0,0,0
8,0,0,0,0,0,543,75,0,0,0
9,0,0,0,0,0,545,74,0,0,0
10,0,0,0,0,0,549,75,0,0,0
11,0,0,0,0,1,538,76,0,0,0
12,0,0,0,0,0,533,73,0,0,0
13,0,0,0,0,0,527,75,0,0,0
14,0,0,0,0,0,519,75,0,0,0
15,0,0,0,0,3,493,75,0,0,0
0,0,0,0,0,0,441,73,0,0,0
1,0,0,0,0,0,468,73,0,0,0
2,0,0,0,0,0,529,75,0,0,0
3,0,0,0,0,3,567,73,0,0,0
4,0,0,0,0,0,507,73,0,0,0
5,0,0,0,0,0,510,74,0,0,0
6,0,0,0,0,0,510,73,0,0,0
7,0,0,0,0,3,507,72,0,0,0
8,0,0,0,0,0,503,70,0,0,0
9,0,0,0,0,0,497,71,0,0,0
10,0,0,0,0,0,499,71,0,0,0
11,0,0,0,0,3,505,72,0,0,0
12,0,0,0,0,0,509,71,0,0,0
13,0,0,0,0,0,508,71,0,0,0
14,0,0,0,0,0,507,70,0,0,0
15,0,0,0,0,3,502,71,0,0,0
0,0,0,0,0,0,503,71,0,0,0
1,0,0,0,0,0,502,71,0,0,0
2,0,0,0,0,0,501,71,0,0,0
3,0,0,0,0,3,499,70,0,0,0
4,0,0,0,0,0,500,71,0,0,0
5,0,0,0,0,0,503,69,0,0,0
6,0,0,0,0,0,499,68,0,0,0
7,0,0,0,0,3,500,70,0,0,0
8,0,0,0,0,0,500,69,0,0,0
9,0,0,0,0,0,505,70,0,0,0
10,0,0,0,0,0,514,68,0,0,0
11,0,0,0,0,3,523,67,0,0,0
12,0,0,0,0,0,529,69,0,0,0
13,0,0,0,0,0,532,69,0,0,0
14,0,0,0,0,0,527,68,0,0,0
15,0,0,0,0,3,527,69,0,0,0
0,0,0,0,0,0,514,69,0,0,0
1,0,0,0,0,0,508,68,0,0,0
2,0,0,0,0,0,498,67,0,0,0
3,0,0,0,0,3,496,67,0,0,0
4,0,0,0,0,0,493,68,0,0,0
5,0,0,0,0,0,497,68,0,0,0
6,0,0,0,0,0,496,69,0,0,0
7,0,0,0,0,0,492,66,0,0,0
8,0,0,0,0,0,493,66,0,0,0
9,0,0,0,0,0,494,68,0,0,0
10,0,0,0,0,0,492,67,0,0,0
11,0,0,0,0,3,492,66,0,0,0
12,0,0,0,0,0,492,66,0,0,0
13,0,0,0,0,0,496,65,0,0,0
14,0,0,0,0,0,498,67,0,0,0
15,0,0,0,0,3,501,68,0,0,0
0,0,0,0,0,0,505,68,0,0,0
1,0,0,0,0,0,514,68,0,0,0
2,0,0,0,0,0,519,68,0,0,0
3,0,0,0,0,3,520,68,0,0,0
4,0,0,0,0,0,517,68,0,0,0
5,0,0,0,0,0,518,67,0,0,0
6,0,0,0,0,0,517,67,0,0,0
7,0,0,0,0,3,524,66,0,0,0
8,0,0,0,0,0,523,66,0,0,0
9,0,0,0,0,0,528,67,0,0,0
10,0,0,0,0,0,530,66,0,0,0
11,0,0,0,0,3,525,67,0,0,0
12,0,0,0,0,0,521,67,0,0,0
13,0,0,0,0,0,521,67,0,0,0
14,0,0,0,0,0,519,65,0,0,0
15,0,0,0,0,3,534,65,0,0,0
0,0,0,0,0,0,536,65,0,0,0
1,0,0,0,0,0,534,66,0,0,0
2,0,0,0,0,0,527,67,0,0,0
3,0,0,0,0,3,524,65,0,0,0
4,0,0,0,0,0,522,65,0,0,0
5,0,0,0,0,0,524,65,0,0,0
6,0,0,0,0,0,524,66,0,0,0
7,0,0,0,0,3,516,67,0,0,0
8,0,0,0,0,0,464,66,0,0,0
9,0,0,0,0,0,475,67,0,0,0
10,0,0,0,0,0,521,67,0,0,0
11,0,0,0,0,3,568,67,0,0,0
12,0,0,0,0,0,499,64,0,0,0
13,0,0,0,0,0,498,66,0,0,0
14,0,0,0,0,0,506,67,0,0,0
15,0,0,0,0,3,507,67,0,0,0
0,0,0,0,0,0,502,66,0,0,0
1,0,0,0,0,0,496,66,0,0,0
2,0,0,0,0,0,498,66,0,0,0
3,0,0,0,0,0,504,65,0,0,0
4,0,0,0,0,0,499,65,0,0,0
5,0,0,0,0,0,496,67,0,0,0
6,0,0,0,0,0,491,67,0,0,0
7,0,0,0,0,3,488,66,0,0,0
8,0,0,0,0,0,478,65,0,0,0
9,0,0,0,0,0,469,67,0,0,0
10,0,0,0,0,0,470,67,0,0,0
11,0,0,0,0,3,465,67,0,0,0
12,0,0,0,0,0,471,64,0,0,0
13,0,0,0,0,0,473,66,0,0,0
14,0,0,0,0,0,475,66,0,0,0
15,0,0,0,0,3,485,64,0,0,0
0,0,0,0,0,0,493,65,0,0,0
1,0,0,0,0,0,508,64,0,0,0
2,0,0,0,0,0,523,65,0,0,0
3,0,0,0,0,3,540,66,0,0,0
4,0,0,0,0,0,543,66,0,0,0
5,0,0,0,0,0,544,66,0,0,0
6,0,0,0,0,0,534,64,0,0,0
7,0,0,0,0,3,530,67,0,0,0
8,0,0,0,0,0,524,66,0,0,0
9,0,0,0,0,0,519,64,0,0,0
10,0,0,0,0,0,522,64,0,0,0
11,0,0,0,0,3,519,65,0,0,0
12,0,0,0,0,0,519,65,0,0,0
13,0,0,0,0,0,522,67,0,0,0
14,0,0,0,0,0,518,66,0,0,0
15,0,0,0,0,3,503,65,0,0,0
0,0,0,0,0,0,506,66,0,0,0
1,0,0,0,0,0,512,67,0,0,0
2,0,0,0,0,0,513,66,0,0,0
3,0,0,0,0,3,518,66,0,0,0
4,0,0,0,0,0,524,66,0,0,0
5,0,0,0,0,0,527,66,0,0,0
6,0,0,0,0,0,524,65,0,0,0
7,0,0,0,0,3,523,65,0,0,0
8,0,0,0,0,0,524,64,0,0,0
9,0,0,0,0,0,524,64,0,0,0
10,0,0,0,0,0,524,66,0,0,0
11,0,0,0,0,3,529,65,0,0,0
12,0,0,0,0,0,526,66,0,0,0
13,0,0,0,0,0,529,66,0,0,0
14,0,0,0,0,0,525,66,0,0,0
15,0,0,0,0,0,524,66,0,0,0
0,0,0,0,0,0,520,66,0,0,0
1,0,0,0,0,0,515,65,0,0,0
2,0,0,0,0,0,506,67,0,0,0
3,0,0,0,0,3,506,66,0,0,0
4,0,0,0,0,0,504,65,0,0,0
5,0,0,0,0,0,488,64,0,0,0
6,0,0,0,0,0,476,65,0,0,0
7,0,0,0,0,3,482,64,0,0,0
8,0,0,0,0,0,485,66,0,0,0
9,0,0,0,0,0,497,66,0,0,0
10,0,0,0,0,0,500,64,0,0,0
11,0,0,0,0,3,500,65,0,0,0
12,0,0,0,0,0,496,67,0,0,0
13,0,0,0,0,0,496,66,0,0,0
14,0,0,0,0,0,499,66,0,0,0
15,0,0,0,0,3,507,66,0,0,0
0,0,0,0,0,0,515,64,0,0,0
1,0,0,0,0,0,503,64,0,0,0
2,0,0,0,0,0,466,66,0,0,0
3,0,0,0,0,3,431,66,0,0,0
4,0,0,0,0,0,468,66,0,0,0
5,0,0,0,0,0,547,66,0,0,0
6,0,0,0,0,0,505,65,0,0,0
7,0,0,0,0,3,483,65,0,0,0
8,0,0,0,0,1,498,65,0,0,0
9,0,0,0,0,0,498,63,0,0,0
10,0,0,0,0,0,512,64,0,0,0
11,0,0,0,0,3,521,64,0,0,0
12,0,0,0,0,1,530,63,0,0,0
13,0,0,0,0,0,544,64,0,0,0
14,0,0,0,0,0,542,66,0,0,0
15,0,0,0,0,3,542,63,0,0,0
0,0,0,0,0,0,544,65,0,0,0
1,0,0,0,0,0,548,65,0,0,0
2,0,0,0,0,0,536,64,0,0,0
3,0,0,0,0,3,529,64,0,0,0
4,0,0,0,0,0,518,65,0,0,0
5,0,0,0,0,0,518,63,0,0,0
6,0,0,0,0,0,531,64,0,0,0
7,0,0,0,0,3,536,66,0,0,0
8,0,0,0,0,0,532,66,0,0,0
9,0,0,0,0,0,517,66,0,0,0
10,0,0,0,0,0,502,66,0,0,0
11,0,0,0,0,1,492,66,0,0,0
12,0,0,0,0,0,487,66,0,0,0
13,0,0,0,0,0,494,65,0,0,0
14,0,0,0,0,1,497,66,0,0,0
15,0,0,0,0,3,510,64,0,0,0
0,0,0,0,0,0,518,64,0,0,0
1,0,0,0,0,0,520,65,0,0,0
2,0,0,0,0,0,519,66,0,0,0
3,0,0,0,0,3,520,64,0,0,0
4,0,0,0,0,0,517,64,0,0,0
5,0,0,0,0,0,525,65,0,0,0
6,0,0,0,0,0,524,67,0,0,0
7,0,0,0,0,3,523,64,0,0,0
8,0,0,0,0,0,508,66,0,0,0
9,0,0,0,0,0,498,67,0,0,0
10,0,0,0,0,1,495,66,0,0,0
11,0,0,0,0,3,500,65,0,0,0
12,0,0,0,0,0,502,65,0,0,0
13,0,0,0,0,0,505,64,0,0,0
14,0,0,0,0,0,501,65,0,0,0
15,0,0,0,0,3,505,65,0,0,0
0,0,0,0,0,1,508,64,0,0,0
1,0,0,0,0,0,509,64,0,0,0
2,0,0,0,0,0,507,66,0,0,0
3,0,0,0,0,3,506,66,0,0,0
4,0,0,0,0,0,506,66,0,0,0
5,0,0,0,0,0,507,66,0,0,0
6,0,0,0,0,1,504,65,0,0,0
7,0,0,0,0,3,506,65,0,0,0
8,0,0,0,0,0,502,64,0,0,0
9,0,0,0,0,0,496,66,0,0,0
10,0,0,0,0,0,496,67,0,0,0
11,0,0,0,0,3,499,66,0,0,0
12,0,0,0,0,0,497,64,0,0,0
13,0,0,0,0,0,499,66,0,0,0
14,0,0,0,0,0,497,66,0,0,0
15,0,0,0,0,3,496,67,0,0,0
0,0,0,0,0,0,496,67,0,0,0
1,0,0,0,0,0,498,67,0,0,0
2,0,0,0,0,1,498,67,0,0,0
3,0,0,0,0,3,506,65,0,0,0
4,0,0,0,0,0,504,64,0,0,0
5,0,0,0,0,0,501,65,0,0,0
6,0,0,0,0,0,497,64,0,0,0
7,0,0,0,0,0,503,65,0,0,0
8,0,0,0,0,1,497,66,0,0,0
9,0,0,0,0,0,507,67,0,0,0
10,0,0,0,0,0,505,66,0,0,0
11,0,0,0,0,3,513,67,0,0,0
12,0,0,0,0,0,519,67,0,0,0
13,0,0,0,0,0,523,67,0,0,0
14,0,0,0,0,1,523,64,0,0,0
15,0,0,0,0,3,519,67,0,0,0
0,0,0,0,0,0,511,65,0,0,0
1,0,0,0,0,0,506,67,0,0,0
2,0,0,0,0,0,503,64,0,0,0
3,0,0,0,0,3,507,67,0,0,0
4,0,0,0,0,0,503,66,0,0,0
5,0,0,0,0,0,456,66,0,0,0
6,0,0,0,0,0,416,66,0,0,0
7,0,0,0,0,3,477,66,0,0,0
8,0,0,0,0,0,575,66,0,0,0
9,0,0,0,0,0,515,65,0,0,0
10,0,0,0,0,1,507,66,0,0,0
11,0,0,0,0,3,527,67,0,0,0
12,0,0,0,0,0,532,67,0,0,0
13,0,0,0,0,0,536,64,0,0,0
14,0,0,0,0,0,530,67,0,0,0
15,0,0,0,0,3,529,65,0,0,0
0,0,0,0,0,0,524,66,0,0,0
1,0,0,0,0,0,522,67,0,0,0
2,0,0,0,0,0,518,65,0,0,0
3,0,0,0,0,3,522,67,0,0,0
4,0,0,0,0,0,522,67,0,0,0
5,0,0,0,0,0,522,65,0,0,0
6,0,0,0,0,0,516,65,0,0,0
7,0,0,0,0,3,522,67,0,0,0
8,0,0,0,0,0,518,65,0,0,0
9,0,0,0,0,0,508,66,0,0,0
10,0,0,0,0,0,496,67,0,0,0
11,0,0,0,0,3,490,65,0,0,0
12,0,0,0,0,1,480,66,0,0,0
13,0,0,0,0,0,478,67,0,0,0
14,0,0,0,0,0,484,66,0,0,0
15,0,0,0,0,3,498,67,0,0,0
0,0,0,0,0,0,507,67,0,0,0
1,0,0,0,0,0,521,67,0,0,0
2,0,0,0,0,1,534,65,0,0,0
3,0,0,0,0,0,540,65,0,0,0
4,0,0,0,0,0,543,64,0,0,0
5,0,0,0,0,0,544,66,0,0,0
6,0,0,0,0,0,542,66,0,0,0
7,0,0,0,0,3,539,67,0,0,0
8,0,0,0,0,1,532,66,0,0,0
9,0,0,0,0,0,530,67,0,0,0
10,0,0,0,0,0,527,67,0,0,0
11,0,0,0,0,3,523,66,0,0,0
12,0,0,0,0,0,520,65,0,0,0
13,0,0,0,0,0,523,64,0,0,0
14,0,0,0,0,1,520,64,0,0,0
15,0,0,0,0,3,515,66,0,0,0
0,0,0,0,0,0,514,67,0,0,0
1,0,0,0,0,0,516,66,0,0,0
2,0,0,0,0,0,508,67,0,0,0
3,0,0,0,0,3,508,66,0,0,0
4,0,0,0,0,1,507,64,0,0,0
5,0,0,0,0,0,512,64,0,0,0
6,0,0,0,0,0,510,65,0,0,0
7,0,0,0,0,1,510,66,0,0,0
8,0,0,0,0,0,511,67,0,0,0
9,0,0,0,0,0,513,66,0,0,0
10,0,0,0,0,1,511,65,0,0,0
11,0,0,0,0,3,512,67,0,0,0
12,0,0,0,0,0,508,67,0,0,0
13,0,0,0,0,0,507,67,0,0,0
14,0,0,0,0,0,505,65,0,0,0
15,0,0,0,0,3,509,66,0,0,0
0,0,0,0,0,1,509,67,0,0,0
1,0,0,0,0,0,512,66,0,0,0
2,0,0,0,0,0,510,66,0,0,0
3,0,0,0,0,3,512,64,0,0,0
4,0,0,0,0,0,511,65,0,0,0
5,0,0,0,0,0,511,66,0,0,0
6,0,0,0,0,0,504,67,0,0,0
7,0,0,0,0,3,501,67,0,0,0
8,0,0,0,0,0,498,65,0,0,0
9,0,0,0,0,0,500,65,0,0,0
10,0,0,0,0,0,499,67,0,0,0
11,0,0,0,0,3,499,67,0,0,0
12,0,0,0,0,1,499,67,0,0,0
13,0,0,0,0,0,501,67,0,0,0
14,0,0,0,0,0,496,67,0,0,0
15,0,0,0,0,3,496,67,0,0,0
0,0,0,0,0,0,492,67,0,0,0
1,0,0,0,0,0,495,67,0,0,0
2,0,0,0,0,1,495,67,0,0,0
3,0,0,0,0,3,495,66,0,0,0
4,0,0,0,0,0,498,66,0,0,0
5,0,0,0,0,0,504,66,0,0,0
6,0,0,0,0,0,512,67,0,0,0
7,0,0,0,0,3,513,67,0,0,0
8,0,0,0,0,1,512,67,0,0,0
9,0,0,0,0,0,506,65,0,0,0
10,0,0,0,0,0,505,65,0,0,0
11,0,0,0,0,3,501,64,0,0,0
12,0,0,0,0,0,501,66,0,0,0
13,0,0,0,0,0,500,65,0,0,0
14,0,0,0,0,1,504,65,0,0,0
15,0,0,0,0,3,513,65,0,0,0
0,0,0,0,0,0,514,64,0,0,0
1,0,0,0,0,0,527,66,0,0,0
2,0,0,0,0,0,529,67,0,0,0
3,0,0,0,0,0,531,65,0,0,0
4,0,0,0,0,1,527,64,0,0,0
5,0,0,0,0,0,523,67,0,0,0
6,0,0,0,0,0,518,67,0,0,0
7,0,0,0,0,3,521,66,0,0,0
8,0,0,0,0,0,524,64,0,0,0
9,0,0,0,0,0,535,65,0,0,0
10,0,0,0,0,0,511,66,0,0,0
11,0,0,0,0,3,443,65,0,0,0
12,0,0,0,0,0,455,66,0,0,0
13,0,0,0,0,0,548,67,0,0,0
14,0,0,0,0,0,548,67,0,0,0
15,0,0,0,0,3,496,66,0,0,0
0,0,0,0,0,0,514,67,0,0,0
1,0,0,0,0,0,529,67,0,0,0
2,0,0,0,0,0,531,64,0,0,0
3,0,0,0,0,3,530,66,0,0,0
4,0,0,0,0,0,529,67,0,0,0
5,0,0,0,0,0,526,67,0,0,0
6,0,0,0,0,0,522,65,0,0,0
7,0,0,0,0,3,518,65,0,0,0
8,0,0,0,0,0,512,66,0,0,0
9,0,0,0,0,0,510,66,0,0,0
10,0,0,0,0,0,506,67,0,0,0
11,0,0,0,0,3,508,67,0,0,0
12,0,0,0,0,1,503,67,0,0,0
13,0,0,0,0,0,503,67,0,0,0
14,0,0,0,0,0,502,65,0,0,0
15,0,0,0,0,3,505,66,0,0,0
0,0,0,0,0,0,499,67,0,0,0
1,0,0,0,0,0,493,66,0,0,0
2,0,0,0,0,0,498,66,0,0,0
3,0,0,0,0,3,504,65,0,0,0
4,0,0,0,0,0,502,65,0,0,0
5,0,0,0,0,0,505,66,0,0,0
6,0,0,0,0,0,513,65,0,0,0
7,0,0,0,0,3,522,66,0,0,0
8,0,0,0,0,1,530,67,0,0,0
9,0,0,0,0,0,534,66,0,0,0
10,0,0,0,0,0,532,65,0,0,0
11,0,0,0,0,3,532,64,0,0,0
12,0,0,0,0,0,526,65,0,0,0
13,0,0,0,0,0,522,67,0,0,0
14,0,0,0,0,0,517,66,0,0,0
15,0,0,0,0,0,513,67,0,0,0
0,0,0,0,0,0,506,67,0,0,0
1,0,0,0,0,0,503,66,0,0,0
2,0,0,0,0,0,501,64,0,0,0
3,0,0,0,0,3,501,64,0,0,0
4,0,0,0,0,0,500,65,0,0,0
5,0,0,0,0,0,499,67,0,0,0
6,0,0,0,0,0,497,65,0,0,0
7,0,0,0,0,3,502,64,0,0,0
8,0,0,0,0,0,499,66,0,0,0
9,0,0,0,0,0,504,67,0,0,0
10,0,0,0,0,0,505,65,0,0,0
11,0,0,0,0,3,512,65,0,0,0
12,0,0,0,0,0,510,66,0,0,0
13,0,0,0,0,0,513,65,0,0,0
14,0,0,0,0,0,515,65,0,0,0
15,0,0,0,0,3,514,67,0,0,0
0,0,0,0,0,0,514,64,0,0,0
1,0,0,0,0,0,515,66,0,0,0
2,0,0,0,0,0,515,66,0,0,0
3,0,0,0,0,3,519,64,0,0,0
4,0,0,0,0,0,521,66,0,0,0
5,0,0,0,0,0,523,67,0,0,0
6,0,0,0,0,0,519,65,0,0,0
7,0,0,0,0,3,520,64,0,0,0
8,0,0,0,0,0,517,64,0,0,0
9,0,0,0,0,0,518,66,0,0,0
10,0,0,0,0,0,516,66,0,0,0
11,0,0,0,0,3,515,65,0,0,0
12,0,0,0,0,1,518,66,0,0,0
13,0,0,0,0,0,518,64,0,0,0
14,0,0,0,0,0,520,67,0,0,0
15,0,0,0,0,3,524,66,0,0,0
0,0,0,0,0,0,524,64,0,0,0
1,0,0,0,0,0,522,65,0,0,0
2,0,0,0,0,0,517,66,0,0,0
3,0,0,0,0,3,512,65,0,0,0
4,0,0,0,0,0,508,65,0,0,0
5,0,0,0,0,0,509,66,0,0,0
6,0,0,0,0,0,506,64,0,0,0
7,0,0,0,0,3,504,66,0,0,0
8,0,0,0,0,0,501,66,0,0,0
9,0,0,0,0,0,504,66,0,0,0
10,0,0,0,0,0,505,66,0,0,0
11,0,0,0,0,1,511,65,0,0,0
12,0,0,0,0,0,510,64,0,0,0
13,0,0,0,0,0,509,66,0,0,0
14,0,0,0,0,0,506,67,0,0,0
15,0,0,0,0,3,504,64,0,0,0
0,0,0,0,0,0,500,66,0,0,0
1,0,0,0,0,0,499,66,0,0,0
2,0,0,0,0,0,502,64,0,0,0
3,0,0,0,0,3,508,67,0,0,0
4,0,0,0,0,0,504,64,0,0,0
5,0,0,0,0,0,515,66,0,0,0
6,0,0,0,0,0,524,64,0,0,0
7,0,0,0,0,3,531,67,0,0,0
8,0,0,0,0,0,531,64,0,0,0
9,0,0,0,0,0,528,66,0,0,0
10,0,0,0,0,1,526,65,0,0,0
11,0,0,0,0,3,526,66,0,0,0
12,0,0,0,0,0,533,65,0,0,0
13,0,0,0,0,0,542,66,0,0,0
14,0,0,0,0,0,511,63,0,0,0
15,0,0,0,0,3,447,66,0,0,0
0,0,0,0,0,0,466,63,0,0,0
1,0,0,0,0,0,567,66,0,0,0
2,0,0,0,0,0,557,63,0,0,0
3,0,0,0,0,3,506,64,0,0,0
4,0,0,0,0,0,522,66,0,0,0
5,0,0,0,0,0,527,66,0,0,0
6,0,0,0,0,0,526,67,0,0,0
7,0,0,0,0,3,528,66,0,0,0
8,0,0,0,0,0,524,66,0,0,0
9,0,0,0,0,0,522,65,0,0,0
10,0,0,0,0,0,519,65,0,0,0
11,0,0,0,0,3,516,66,0,0,0
12,0,0,0,0,0,516,65,0,0,0
13,0,0,0,0,0,515,64,0,0,0
14,0,0,0,0,0,505,64,0,0,0
15,0,0,0,0,3,501,66,0,0,0
0,0,0,0,0,0,498,65,0,0,0
1,0,0,0,0,0,496,65,0,0,0
2,0,0,0,0,0,492,63,0,0,0
3,0,0,0,0,3,487,65,0,0,0
4,0,0,0,0,0,478,66,0,0,0
5,0,0,0,0,0,474,66,0,0,0
6,0,0,0,0,0,472,66,0,0,0
7,0,0,0,0,0,475,66,0,0,0
8,0,0,0,0,0,476,66,0,0,0
9,0,0,0,0,0,484,66,0,0,0
10,0,0,0,0,0,492,66,0,0,0
11,0,0,0,0,3,503,65,0,0,0
12,0,0,0,0,0,513,63,0,0,0
13,0,0,0,0,0,521,64,0,0,0
14,0,0,0,0,0,523,63,0,0,0
15,0,0,0,0,3,522,65,0,0,0
0,0,0,0,0,0,526,66,0,0,0
1,0,0,0,0,0,521,66,0,0,0
2,0,0,0,0,0,516,63,0,0,0
3,0,0,0,0,3,510,63,0,0,0
4,0,0,0,0,0,502,64,0,0,0
5,0,0,0,0,0,499,66,0,0,0
6,0,0,0,0,0,497,65,0,0,0
7,0,0,0,0,3,497,63,0,0,0
8,0,0,0,0,0,501,63,0,0,0
9,0,0,0,0,0,508,65,0,0,0
10,0,0,0,0,0,513,66,0,0,0
11,0,0,0,0,3,516,66,0,0,0
12,0,0,0,0,0,510,65,0,0,0
13,0,0,0,0,0,508,64,0,0,0
14,0,0,0,0,0,502,66,0,0,0
15,0,0,0,0,3,501,63,0,0,0
0,0,0,0,0,0,502,66,0,0,0
1,0,0,0,0,0,503,64,0,0,0
2,0,0,0,0,0,505,65,0,0,0
3,0,0,0,0,3,508,66,0,0,0
4,0,0,0,0,0,513,63,0,0,0
5,0,0,0,0,0,514,66,0,0,0
6,0,0,0,0,0,521,64,0,0,0
7,0,0,0,0,3,523,65,0,0,0
8,0,0,0,0,0,517,66,0,0,0
