id,user_id,scenario_type,move_type,start_datetime,end_datetime,start_position,end_position,distance
0,"AB","T1_BasicMechanics","real_life","1-1-1 0:0:0.0","2024-10-25 13:43:19.236","(0.0;0.0)","(-2089.416748;169.559616)","20.963094"
1,"AB","T1_BasicMechanics","real_life","2024-10-25 13:43:19.245","2024-10-25 13:43:21.250","(-2089.416748;169.559616)","(-2084.221191;178.624268)","0.10448"
2,"AB","T1_BasicMechanics","real_life","2024-10-25 13:43:21.259","2024-10-25 13:43:27.311","(-2084.221191;178.624268)","(-2073.082031;175.849442)","0.114796"
3,"AB","T1_BasicMechanics","virtual_reality","2024-10-25 13:42:44.243","2024-10-25 13:43:31.385","(2.694341;2.950793)","(2098.460205;-331.779663)","23.528527"
4,"AB","T1_BasicMechanics","virtual_reality","2024-10-25 13:43:32.314","2024-10-25 13:43:32.440","(2103.161133;-333.686188)","(2154.511719;-254.584427)","0.943078"
5,"AB","T1_BasicMechanics","virtual_reality","2024-10-25 13:43:33.344","2024-10-25 13:43:33.454","(2148.144043;-250.381165)","(2111.757812;-277.12674)","0.451584"
6,"AB","T1_BasicMechanics","virtual_reality","2024-10-25 13:43:34.328","2024-10-25 13:43:34.937","(2113.91333;-278.063538)","(2067.601807;-167.335297)","1.200229"
7,"AB","T1_BasicMechanics","real_life","2024-10-25 13:43:27.321","2024-10-25 13:43:40.530","(0.0;0.0)","(16.26828;-7.644338)","0.179748"
8,"AB","T1_BasicMechanics","virtual_reality","2024-10-25 13:43:39.402","2024-10-25 13:43:40.593","(2061.428467;-165.464508)","(2028.723877;-192.104172)","0.421813"
9,"AB","T1_BasicMechanics","real_life","2024-10-25 13:43:40.540","2024-10-25 13:43:42.44","(0.0;0.0)","(-12.503347;4.295544)","0.132206"
10,"AB","T1_BasicMechanics","real_life","2024-10-25 13:43:42.53","2024-10-25 13:43:43.67","(-12.503347;4.295544)","(-24.965126;-5.748436)","0.160055"
11,"AB","T1_BasicMechanics","real_life","2024-10-25 13:43:43.77","2024-10-25 13:43:44.94","(-24.965126;-5.748436)","(-21.260229;4.483313)","0.108819"
12,"AB","T1_BasicMechanics","real_life","2024-10-25 13:43:44.104","2024-10-25 13:43:47.661","(-21.260229;4.483313)","(-22.398808;20.156694)","0.157147"
13,"AB","T1_BasicMechanics","virtual_reality","2024-10-25 13:43:48.114","2024-10-25 13:43:48.323","(2050.649414;-213.595581)","(2215.797852;-413.108307)","2.589968"
14,"AB","T1_BasicMechanics","virtual_reality","2024-10-25 13:43:48.809","2024-10-25 13:43:48.958","(2221.231445;-402.417633)","(2200.623291;-311.678162)","0.930502"
15,"AB","T1_BasicMechanics","virtual_reality","2024-10-25 13:43:49.321","2024-10-25 13:43:49.474","(2201.703857;-313.857635)","(2193.336182;-357.36969)","0.443093"
16,"AB","T1_BasicMechanics","virtual_reality","2024-10-25 13:43:49.836","2024-10-25 13:43:49.973","(2192.095947;-356.452484)","(2082.134521;-247.41481)","1.54857"
17,"AB","T1_BasicMechanics","virtual_reality","2024-10-25 13:43:50.349","2024-10-25 13:43:50.460","(2080.494629;-247.536652)","(2111.122314;-308.986847)","0.686599"
18,"AB","T1_BasicMechanics","virtual_reality","2024-10-25 13:43:50.765","2024-10-25 13:43:50.917","(2110.108887;-309.876984)","(2078.101074;-218.391769)","0.969229"
19,"AB","T1_BasicMechanics","virtual_reality","2024-10-25 13:43:51.891","2024-10-25 13:43:51.960","(2076.112549;-220.479462)","(2144.420898;-233.875305)","0.696094"
20,"AB","T1_BasicMechanics","virtual_reality","2024-10-25 13:43:53.73","2024-10-25 13:43:53.154","(2144.250488;-224.866745)","(2408.480225;3.085599)","3.489693"
21,"AB","T1_BasicMechanics","virtual_reality","2024-10-25 13:43:54.225","2024-10-25 13:43:56.211","(2410.486084;-3.49977)","(3033.916504;-40.468433)","6.245257"
22,"AB","T1_BasicMechanics","virtual_reality","2024-10-25 13:43:57.100","2024-10-25 13:43:57.198","(3036.809082;-34.668324)","(3068.497803;4.514849)","0.503934"
23,"AB","T1_BasicMechanics","real_life","2024-10-25 13:43:47.671","2024-10-25 13:43:57.811","(0.0;0.0)","(4.96146;15.826097)","0.165856"
24,"AB","T1_BasicMechanics","real_life","2024-10-25 13:43:57.823","2024-10-25 13:43:58.825","(4.96146;15.826097)","(13.809115;22.759769)","0.112409"
25,"AB","T1_BasicMechanics","virtual_reality","2024-10-25 13:43:59.15","2024-10-25 13:43:59.221","(3054.381592;-18.318539)","(3077.591064;-122.55542)","1.067896"
26,"AB","T1_BasicMechanics","real_life","2024-10-25 13:43:58.835","2024-10-25 13:44:1.356","(0.0;0.0)","(10.007605;9.530647)","0.138197"
27,"AB","T1_BasicMechanics","virtual_reality","2024-10-25 13:44:8.493","2024-10-25 13:44:8.951","(3071.143311;-128.659683)","(3049.588135;-239.588226)","1.130034"
28,"AB","T1_BasicMechanics","virtual_reality","2024-10-25 13:44:12.389","2024-10-25 13:44:12.474","(3057.545898;-239.785461)","(3117.159668;-248.075043)","0.601873"
29,"AB","T1_BasicMechanics","real_life","2024-10-25 13:44:1.365","2024-10-25 13:44:13.979","(0.0;0.0)","(-8.09827;7.049976)","0.10737"
30,"AB","T1_BasicMechanics","real_life","2024-10-25 13:44:13.990","2024-10-25 13:44:14.492","(-8.09827;7.049976)","(-21.032589;11.394587)","0.136445"
31,"AB","T1_BasicMechanics","real_life","2024-10-25 13:44:14.502","2024-10-25 13:44:15.516","(-21.032589;11.394587)","(-10.3866;9.209074)","0.10868"
32,"AB","T1_BasicMechanics","real_life","2024-10-25 13:44:15.526","2024-10-25 13:44:17.547","(-10.3866;9.209074)","(-2.080869;-6.622496)","0.17878"
33,"AB","T1_BasicMechanics","real_life","2024-10-25 13:44:17.558","2024-10-25 13:44:19.574","(-2.080869;-6.622496)","(-6.50408;5.977072)","0.133534"
34,"AB","T1_BasicMechanics","real_life","2024-10-25 13:44:19.585","2024-10-25 13:44:20.602","(-6.50408;5.977072)","(-18.636435;12.991705)","0.140142"
35,"AB","T1_BasicMechanics","real_life","2024-10-25 13:44:20.612","2024-10-25 13:44:22.128","(-18.636435;12.991705)","(-7.547228;12.837172)","0.110903"
36,"AB","T1_BasicMechanics","real_life","2024-10-25 13:44:22.137","2024-10-25 13:44:23.129","(-7.547228;12.837172)","(-33.786755;21.482786)","0.276272"
37,"AB","T1_BasicMechanics","real_life","2024-10-25 13:44:23.140","2024-10-25 13:44:23.643","(-33.786755;21.482786)","(-45.11927;34.138893)","0.169883"
38,"AB","T1_BasicMechanics","real_life","2024-10-25 13:44:23.653","2024-10-25 13:44:25.183","(-45.11927;34.138893)","(-14.352346;19.139418)","0.342285"
39,"AB","T1_BasicMechanics","real_life","2024-10-25 13:44:25.194","2024-10-25 13:44:25.686","(-14.352346;19.139418)","(9.944552;14.769762)","0.246867"
40,"AB","T1_BasicMechanics","real_life","2024-10-25 13:44:25.697","2024-10-25 13:44:26.209","(9.944552;14.769762)","(25.800068;11.405977)","0.162084"
41,"AB","T1_BasicMechanics","real_life","2024-10-25 13:44:26.219","2024-10-25 13:44:27.199","(25.800068;11.405977)","(12.333493;4.473478)","0.151462"
42,"AB","T1_BasicMechanics","real_life","2024-10-25 13:44:27.210","2024-10-25 13:44:28.214","(12.333493;4.473478)","(-1.12833;-2.723516)","0.152649"
43,"AB","T1_BasicMechanics","real_life","2024-10-25 13:44:28.225","2024-10-25 13:44:29.229","(-1.12833;-2.723516)","(-3.271413;-19.235676)","0.166507"
44,"AB","T1_BasicMechanics","virtual_reality","2024-10-25 13:44:29.429","2024-10-25 13:44:29.900","(3118.924316;-226.235519)","(3497.026367;-97.7686)","3.993306"
45,"AB","T1_BasicMechanics","virtual_reality","2024-10-25 13:44:30.301","2024-10-25 13:44:30.522","(3499.074707;-104.367523)","(4000.477783;26.577269)","5.182198"
46,"AB","T1_BasicMechanics","virtual_reality","2024-10-25 13:44:31.220","2024-10-25 13:44:31.344","(3999.057373;18.448004)","(4028.677979;-117.771614)","1.394029"
47,"AB","T1_BasicMechanics","real_life","2024-10-25 13:44:29.240","2024-10-25 13:44:32.783","(0.0;0.0)","(9.767284;2.160769)","0.100034"
48,"AB","T1_BasicMechanics","real_life","2024-10-25 13:44:32.793","2024-10-25 13:44:41.936","(9.767284;2.160769)","(1.017767;-2.781595)","0.100489"
49,"AB","T1_BasicMechanics","virtual_reality","2024-10-25 13:44:43.26","2024-10-25 13:44:43.290","(4023.243652;-119.449608)","(4054.538086;-209.807755)","0.956239"
50,"AB","T1_BasicMechanics","real_life","2024-10-25 13:44:41.946","2024-10-25 13:44:43.962","(0.0;0.0)","(4.331711;11.75053)","0.125235"
51,"AB","T1_BasicMechanics","virtual_reality","2024-10-25 13:44:45.85","2024-10-25 13:44:45.385","(4060.146484;-216.576477)","(4152.682617;-227.31723)","0.931575"
52,"AB","T1_BasicMechanics","real_life","2024-10-25 13:44:43.972","2024-10-25 13:44:46.512","(0.0;0.0)","(-6.73335;9.623165)","0.117449"
53,"AB","T1_BasicMechanics","virtual_reality","2024-10-25 13:44:46.913","2024-10-25 13:44:47.191","(4160.480957;-233.560532)","(4240.0;-379.550568)","1.662418"
54,"AB","T1_BasicMechanics","real_life","2024-10-25 13:44:46.524","2024-10-25 13:44:48.30","(0.0;0.0)","(24.120888;-10.429071)","0.262789"
55,"AB","T1_BasicMechanics","real_life","2024-10-25 13:44:48.41","2024-10-25 13:44:48.559","(24.120888;-10.429071)","(36.524513;-22.2384)","0.171263"
56,"AB","T1_BasicMechanics","virtual_reality","2024-10-25 13:44:50.360","2024-10-25 13:44:50.541","(4209.242676;-352.90387)","(4222.70166;-229.526169)","1.241096"
57,"AB","T1_BasicMechanics","real_life","2024-10-25 13:44:48.570","2024-10-25 13:44:51.102","(0.0;0.0)","(-0.423021;16.086416)","0.16092"
58,"AB","T1_BasicMechanics","real_life","2024-10-25 13:44:51.112","2024-10-25 13:44:52.655","(-0.423021;16.086416)","(9.779823;17.048529)","0.102481"
59,"AB","T1_BasicMechanics","real_life","2024-10-25 13:44:52.665","2024-10-25 13:44:53.680","(9.779823;17.048529)","(-22.509966;6.76307)","0.338884"
60,"AB","T1_BasicMechanics","real_life","2024-10-25 13:44:53.690","2024-10-25 13:44:54.184","(-22.509966;6.76307)","(-20.48562;-7.235225)","0.141439"
61,"AB","T1_BasicMechanics","virtual_reality","2024-10-25 13:44:54.276","2024-10-25 13:44:54.568","(4241.414551;-222.737396)","(4457.176758;37.490723)","3.380416"
62,"AB","T1_BasicMechanics","real_life","2024-10-25 13:44:54.193","2024-10-25 13:44:55.209","(0.0;0.0)","(-4.307956;13.434673)","0.141085"
63,"AB","T1_BasicMechanics","virtual_reality","2024-10-25 13:44:55.92","2024-10-25 13:44:55.438","(4461.637207;24.198139)","(4950.353027;-10.239165)","4.899277"
64,"AB","T1_BasicMechanics","virtual_reality","2024-10-25 13:44:56.216","2024-10-25 13:44:56.383","(4949.121582;-17.944328)","(5031.583496;-173.27269)","1.758602"
65,"AB","T1_BasicMechanics","real_life","2024-10-25 13:44:55.219","2024-10-25 13:45:2.793","(0.0;0.0)","(9.818306;-2.147298)","0.100504"
66,"AB","T1_BasicMechanics","real_life","2024-10-25 13:45:2.803","2024-10-25 13:45:14.948","(9.818306;-2.147298)","(0.818917;2.747599)","0.102445"
67,"AB","T1_BasicMechanics","real_life","2024-10-25 13:45:14.958","2024-10-25 13:45:17.997","(0.818917;2.747599)","(-1.572056;-7.317265)","0.10345"
68,"AB","T1_BasicMechanics","real_life","2024-10-25 13:45:18.7","2024-10-25 13:45:19.0","(-1.572056;-7.317265)","(17.313271;0.46726)","0.204268"
69,"AB","T1_BasicMechanics","virtual_reality","2024-10-25 13:45:19.107","2024-10-25 13:45:19.246","(5014.135742;-173.918228)","(4981.711426;-204.041168)","0.442578"
70,"AB","T1_BasicMechanics","real_life","2024-10-25 13:45:19.10","2024-10-25 13:45:20.515","(0.0;0.0)","(17.876987;-1.357683)","0.179285"
71,"AB","T1_BasicMechanics","real_life","2024-10-25 13:45:20.525","2024-10-25 13:45:21.16","(17.876987;-1.357683)","(22.690678;9.992552)","0.123288"
72,"AB","T1_BasicMechanics","real_life","2024-10-25 13:45:21.27","2024-10-25 13:45:21.527","(22.690678;9.992552)","(23.684143;24.348299)","0.143901"
73,"AB","T1_BasicMechanics","real_life","2024-10-25 13:45:21.537","2024-10-25 13:45:22.27","(23.684143;24.348299)","(8.462378;18.424536)","0.163338"
74,"AB","T1_BasicMechanics","real_life","2024-10-25 13:45:22.37","2024-10-25 13:45:22.540","(8.462378;18.424536)","(-2.244677;-0.613779)","0.218426"
75,"AB","T1_BasicMechanics","virtual_reality","2024-10-25 13:45:22.731","2024-10-25 13:45:23.453","(4986.085449;-201.811737)","(5154.328125;-339.337677)","2.17299"
76,"AB","T1_BasicMechanics","real_life","2024-10-25 13:45:22.549","2024-10-25 13:45:24.556","(0.0;0.0)","(-21.19981;19.233524)","0.286245"
77,"AB","T1_BasicMechanics","real_life","2024-10-25 13:45:24.566","2024-10-25 13:45:25.55","(-21.19981;19.233524)","(-30.789091;31.211636)","0.153437"
78,"AB","T1_BasicMechanics","real_life","2024-10-25 13:45:25.65","2024-10-25 13:45:26.83","(-30.789091;31.211636)","(13.126844;2.581234)","0.524243"
79,"AB","T1_BasicMechanics","real_life","2024-10-25 13:45:26.94","2024-10-25 13:45:26.584","(13.126844;2.581234)","(18.015043;-7.869036)","0.11537"
80,"AB","T1_BasicMechanics","virtual_reality","2024-10-25 13:45:26.399","2024-10-25 13:45:26.855","(5137.443848;-332.311096)","(4964.106934;-199.726929)","2.182296"
81,"AB","T1_BasicMechanics","real_life","2024-10-25 13:45:26.593","2024-10-25 13:45:27.597","(0.0;0.0)","(11.538584;-2.537093)","0.118142"
