,index,user_id,experiment_id,scenario_type,input_type,input_state,hand,event_datetime,hand_location,hand_rotation
327,39,AA,1,T2,IA_Move,completed,Right,2024-10-22 13:58:16.536,,
328,40,AA,1,T2,IA_Menu_Interact,started,Right,2024-10-22 13:58:17.197,,
329,41,AA,1,T2,IA_Menu_Interact,completed,Right,2024-10-22 13:58:17.302,,
330,42,AA,1,T2,IA_Move,started,Right,2024-10-22 13:58:18.537,,
331,43,AA,1,T2,IA_Move,completed,Right,2024-10-22 13:58:18.828,,
332,44,AA,1,T2,IA_Grab,started,Right,2024-10-22 13:58:19.860,,
333,45,AA,1,T2,IA_Menu_Interact,started,Left,2024-10-22 13:58:21.585,,
334,46,AA,1,T2,IA_Menu_Interact,completed,Left,2024-10-22 13:58:21.778,,
335,47,AA,1,T2,IA_Menu_Interact,started,Right,2024-10-22 13:58:34.472,,
336,48,AA,1,T2,IA_Menu_Interact,completed,Right,2024-10-22 13:58:34.780,,
337,49,AA,1,T2,IA_Menu_Interact,started,Right,2024-10-22 13:58:35.169,,
338,50,AA,1,T2,IA_Menu_Interact,completed,Right,2024-10-22 13:58:36.031,,
339,51,AA,1,T2,IA_Menu_Interact,started,Left,2024-10-22 13:58:44.316,,
340,52,AA,1,T2,IA_Menu_Interact,completed,Left,2024-10-22 13:58:44.427,,
341,53,AA,1,T2,IA_Grab,completed,Right,2024-10-22 13:58:56.001,,
342,54,AA,1,T2,IA_Move,started,Right,2024-10-22 13:58:57.999,,
343,55,AA,1,T2,IA_Move,completed,Right,2024-10-22 13:58:58.642,,
344,56,AA,1,T2,IA_Move,started,Right,2024-10-22 13:58:59.328,,
345,57,AA,1,T2,IA_Move,completed,Right,2024-10-22 13:59:00.989,,
346,58,AA,1,T2,IA_Move,started,Right,2024-10-22 13:59:01.528,,
347,59,AA,1,T2,IA_Move,completed,Right,2024-10-22 13:59:01.641,,
348,60,AA,1,T2,IA_Menu_Interact,started,Right,2024-10-22 13:59:10.113,,
349,61,AA,1,T2,IA_Menu_Interact,completed,Right,2024-10-22 13:59:10.170,,
350,62,AA,1,T2,IA_Menu_Interact,started,Right,2024-10-22 13:59:11.280,,
351,63,AA,1,T2,IA_Menu_Interact,completed,Right,2024-10-22 13:59:11.354,,
352,64,AA,1,T2,IA_Move,started,Right,2024-10-22 13:59:12.226,,
353,65,AA,1,T2,IA_Move,completed,Right,2024-10-22 13:59:13.607,,
354,66,AA,1,T2,IA_Move,started,Right,2024-10-22 13:59:14.405,,
355,67,AA,1,T2,IA_Move,completed,Right,2024-10-22 13:59:14.922,,
356,68,AA,1,T2,IA_Move,started,Right,2024-10-22 13:59:15.473,,
357,69,AA,1,T2,IA_Move,completed,Right,2024-10-22 13:59:15.688,,
358,70,AA,1,T2,IA_Grab,started,Right,2024-10-22 13:59:27.315,,
359,71,AA,1,T2,IA_Grab,completed,Right,2024-10-22 13:59:27.486,,
360,72,AA,1,T2,IA_Menu_Interact,started,Right,2024-10-22 13:59:27.752,,
361,73,AA,1,T2,IA_Menu_Interact,completed,Right,2024-10-22 13:59:27.829,,
362,74,AA,1,T2,IA_Grab,started,Right,2024-10-22 13:59:32.512,,
363,75,AA,1,T2,IA_Move,started,Left,2024-10-22 13:59:33.404,,
364,76,AA,1,T2,IA_Move,completed,Left,2024-10-22 13:59:33.790,,
365,77,AA,1,T2,IA_Move,started,Left,2024-10-22 13:59:34.525,,
366,78,AA,1,T2,IA_Move,completed,Left,2024-10-22 13:59:34.684,,
367,79,AA,1,T2,IA_Move,started,Left,2024-10-22 13:59:38.296,,
368,80,AA,1,T2,IA_Move,completed,Left,2024-10-22 13:59:39.402,,
369,81,AA,1,T2,IA_Move,started,Left,2024-10-22 13:59:46.319,,
370,82,AA,1,T2,IA_Move,completed,Left,2024-10-22 13:59:46.709,,
371,83,AA,1,T2,IA_Grab,completed,Right,2024-10-22 13:59:47.470,,
372,84,AA,1,T2,IA_Move,started,Right,2024-10-22 13:59:48.191,,
373,85,AA,1,T2,IA_Move,completed,Right,2024-10-22 13:59:48.576,,
374,86,AA,1,T2,IA_Move,started,Right,2024-10-22 13:59:48.997,,
375,87,AA,1,T2,IA_Move,completed,Right,2024-10-22 13:59:49.281,,
376,88,AA,1,T2,IA_Move,started,Right,2024-10-22 13:59:49.869,,
377,89,AA,1,T2,IA_Move,completed,Right,2024-10-22 13:59:50.010,,
378,90,AA,1,T2,IA_Menu_Interact,started,Right,2024-10-22 14:00:01.902,,
379,91,AA,1,T2,IA_Menu_Interact,completed,Right,2024-10-22 14:00:02.012,,
380,92,AA,1,T2,IA_Menu_Interact,started,Right,2024-10-22 14:00:02.417,,
381,93,AA,1,T2,IA_Menu_Interact,completed,Right,2024-10-22 14:00:02.470,,
382,94,AA,1,T2,IA_Move,started,Right,2024-10-22 14:00:03.363,,
383,95,AA,1,T2,IA_Move,completed,Right,2024-10-22 14:00:04.729,,
384,96,AA,1,T2,IA_Menu_Interact,started,Right,2024-10-22 14:00:23.964,,
385,97,AA,1,T2,IA_Menu_Interact,completed,Right,2024-10-22 14:00:24.064,,
386,98,AA,1,T2,IA_Menu_Interact,started,Right,2024-10-22 14:00:24.834,,
387,99,AA,1,T2,IA_Menu_Interact,completed,Right,2024-10-22 14:00:24.940,,
388,100,AA,1,T2,IA_Move,started,Right,2024-10-22 14:00:27.653,,
389,101,AA,1,T2,IA_Move,completed,Right,2024-10-22 14:00:27.832,,
390,102,AA,1,T2,IA_Grab,started,Right,2024-10-22 14:00:29.007,,
391,103,AA,1,T2,IA_Move,started,Left,2024-10-22 14:00:30.331,,
392,104,AA,1,T2,IA_Move,completed,Left,2024-10-22 14:00:31.493,,
393,105,AA,1,T2,IA_Move,started,Left,2024-10-22 14:00:36.474,,
394,106,AA,1,T2,IA_Move,completed,Left,2024-10-22 14:00:37.181,,
395,107,AA,1,T2,IA_Move,started,Left,2024-10-22 14:00:39.612,,
396,108,AA,1,T2,IA_Move,completed,Left,2024-10-22 14:00:39.720,,
397,109,AA,1,T2,IA_Grab,completed,Right,2024-10-22 14:00:41.586,,
398,110,AA,1,T2,IA_Move,started,Right,2024-10-22 14:00:42.402,,
399,111,AA,1,T2,IA_Move,completed,Right,2024-10-22 14:00:42.725,,
400,112,AA,1,T2,IA_Move,started,Right,2024-10-22 14:00:43.168,,
401,113,AA,1,T2,IA_Move,completed,Right,2024-10-22 14:00:43.533,,
402,114,AA,1,T2,IA_Menu_Interact,started,Right,2024-10-22 14:00:53.893,,
403,115,AA,1,T2,IA_Menu_Interact,completed,Right,2024-10-22 14:00:54.085,,
404,116,AA,1,T2,IA_Menu_Interact,started,Right,2024-10-22 14:00:54.421,,
405,117,AA,1,T2,IA_Menu_Interact,completed,Right,2024-10-22 14:00:54.528,,
406,118,AA,1,T2,IA_Menu_Interact,started,Right,2024-10-22 14:00:55.181,,
407,119,AA,1,T2,IA_Menu_Interact,completed,Right,2024-10-22 14:00:55.288,,
408,120,AA,1,T2,IA_Menu_Interact,started,Right,2024-10-22 14:00:55.647,,
409,121,AA,1,T2,IA_Menu_Interact,completed,Right,2024-10-22 14:00:55.721,,
410,122,AA,1,T2,IA_Menu_Interact,started,Right,2024-10-22 14:00:56.058,,
411,123,AA,1,T2,IA_Menu_Interact,completed,Right,2024-10-22 14:00:56.167,,
412,124,AA,1,T2,IA_Move,started,Right,2024-10-22 14:00:57.112,,
413,125,AA,1,T2,IA_Move,completed,Right,2024-10-22 14:00:57.281,,
414,126,AA,1,T2,IA_Move,started,Right,2024-10-22 14:00:58.168,,
415,127,AA,1,T2,IA_Move,completed,Right,2024-10-22 14:00:58.269,,
416,128,AA,1,T2,IA_Menu_Interact,started,Right,2024-10-22 14:01:08.034,,
417,129,AA,1,T2,IA_Menu_Interact,completed,Right,2024-10-22 14:01:08.141,,
418,130,AA,1,T2,IA_Menu_Toggle,started,Right,2024-10-22 14:01:09.747,,
419,131,AA,1,T2,IA_Menu_Toggle,completed,Right,2024-10-22 14:01:09.920,,
420,132,AA,1,T2,IA_Menu_Interact,started,Right,2024-10-22 14:01:11.946,,
421,133,AA,1,T2,IA_Menu_Interact,completed,Right,2024-10-22 14:01:12.001,,
422,134,AA,1,T2,IA_Menu_Interact,started,Right,2024-10-22 14:01:17.897,,
423,135,AA,1,T2,IA_Menu_Interact,completed,Right,2024-10-22 14:01:17.976,,
424,136,AA,1,T2,IA_Menu_Interact,started,Right,2024-10-22 14:01:18.334,,
425,137,AA,1,T2,IA_Menu_Interact,completed,Right,2024-10-22 14:01:22.060,,
426,138,AA,1,T2,IA_Menu_Toggle,started,Right,2024-10-22 14:01:22.673,,
427,139,AA,1,T2,IA_Menu_Toggle,completed,Right,2024-10-22 14:01:22.758,,
428,140,AA,1,T2,IA_Menu_Toggle,started,Right,2024-10-22 14:01:24.487,,
429,141,AA,1,T2,IA_Menu_Toggle,completed,Right,2024-10-22 14:01:24.601,,
430,142,AA,1,T2,IA_Menu_Toggle,started,Right,2024-10-22 14:01:26.695,,
431,143,AA,1,T2,IA_Menu_Toggle,completed,Right,2024-10-22 14:01:27.354,,
432,144,AA,1,T2,IA_Menu_Toggle,started,Right,2024-10-22 14:01:27.530,,
433,145,AA,1,T2,IA_Menu_Toggle,completed,Right,2024-10-22 14:01:27.585,,
434,146,AA,1,T2,IA_Menu_Toggle,started,Right,2024-10-22 14:01:28.677,,
435,147,AA,1,T2,IA_Menu_Toggle,completed,Right,2024-10-22 14:01:28.827,,
436,148,AA,1,T2,IA_Move,started,Right,2024-10-22 14:01:30.430,,
437,149,AA,1,T2,IA_Move,completed,Right,2024-10-22 14:01:30.821,,
438,150,AA,1,T2,IA_Move,started,Right,2024-10-22 14:01:31.386,,
439,151,AA,1,T2,IA_Move,completed,Right,2024-10-22 14:01:31.740,,
440,152,AA,1,T2,IA_Move,started,Right,2024-10-22 14:01:32.790,,
441,153,AA,1,T2,IA_Move,completed,Right,2024-10-22 14:01:34.251,,
442,154,AA,1,T2,IA_Move,started,Right,2024-10-22 14:01:36.465,,
443,155,AA,1,T2,IA_Move,completed,Right,2024-10-22 14:01:36.800,,
444,156,AA,1,T2,IA_Move,started,Right,2024-10-22 14:01:37.824,,
445,157,AA,1,T2,IA_Move,completed,Right,2024-10-22 14:01:38.282,,
446,158,AA,1,T2,IA_Menu_Interact,started,Right,2024-10-22 14:01:40.293,,
447,159,AA,1,T2,IA_Menu_Interact,completed,Right,2024-10-22 14:01:40.362,,
448,160,AA,1,T2,IA_Menu_Interact,started,Right,2024-10-22 14:01:40.511,,
449,161,AA,1,T2,IA_Menu_Interact,completed,Right,2024-10-22 14:01:40.612,,
450,162,AA,1,T2,IA_Menu_Interact,started,Right,2024-10-22 14:01:40.801,,
451,163,AA,1,T2,IA_Menu_Interact,completed,Right,2024-10-22 14:01:41.246,,
452,164,AA,1,T2,IA_Menu_Interact,started,Right,2024-10-22 14:01:41.535,,
453,165,AA,1,T2,IA_Menu_Interact,completed,Right,2024-10-22 14:01:41.746,,
454,166,AA,1,T2,IA_Menu_Interact,started,Right,2024-10-22 14:01:41.984,,
455,167,AA,1,T2,IA_Menu_Interact,completed,Right,2024-10-22 14:01:42.079,,
456,168,AA,1,T2,IA_Menu_Interact,started,Right,2024-10-22 14:01:42.207,,
457,169,AA,1,T2,IA_Menu_Interact,completed,Right,2024-10-22 14:01:42.306,,
458,170,AA,1,T2,IA_Menu_Interact,started,Right,2024-10-22 14:01:42.513,,
459,171,AA,1,T2,IA_Menu_Interact,completed,Right,2024-10-22 14:01:42.593,,
460,172,AA,1,T2,IA_Menu_Interact,started,Right,2024-10-22 14:01:42.698,,
461,173,AA,1,T2,IA_Menu_Interact,completed,Right,2024-10-22 14:01:42.801,,
462,174,AA,1,T2,IA_Grab,started,Right,2024-10-22 14:01:43.326,,
463,175,AA,1,T2,IA_Grab,completed,Right,2024-10-22 14:01:43.553,,
464,176,AA,1,T2,IA_Grab,started,Right,2024-10-22 14:01:43.756,,
465,177,AA,1,T2,IA_Grab,completed,Right,2024-10-22 14:01:43.995,,
466,178,AA,1,T2,IA_Menu_Interact,started,Right,2024-10-22 14:01:44.171,,
467,179,AA,1,T2,IA_Menu_Interact,completed,Right,2024-10-22 14:01:44.529,,
468,180,AA,1,T2,IA_Menu_Interact,started,Right,2024-10-22 14:01:44.705,,
469,181,AA,1,T2,IA_Menu_Interact,completed,Right,2024-10-22 14:01:47.689,,
470,182,AA,1,T2,IA_Menu_Interact,started,Right,2024-10-22 14:01:48.917,,
471,183,AA,1,T2,IA_Menu_Interact,completed,Right,2024-10-22 14:01:49.015,,
472,184,AA,1,T2,IA_Menu_Interact,started,Right,2024-10-22 14:01:52.647,,
473,185,AA,1,T2,IA_Menu_Interact,completed,Right,2024-10-22 14:01:52.758,,
474,186,AA,1,T2,IA_Menu_Interact,started,Right,2024-10-22 14:01:53.436,,
475,187,AA,1,T2,IA_Menu_Interact,completed,Right,2024-10-22 14:01:53.541,,
476,188,AA,1,T2,IA_Move,started,Right,2024-10-22 14:01:56.218,,
477,189,AA,1,T2,IA_Move,completed,Right,2024-10-22 14:01:57.469,,
478,190,AA,1,T2,IA_Move,started,Right,2024-10-22 14:01:58.026,,
479,191,AA,1,T2,IA_Move,completed,Right,2024-10-22 14:01:58.833,,
480,192,AA,1,T2,IA_Menu_Toggle,started,Right,2024-10-22 14:01:59.301,,
481,193,AA,1,T2,IA_Menu_Toggle,completed,Right,2024-10-22 14:01:59.381,,
482,194,AA,1,T2,IA_Menu_Interact,started,Right,2024-10-22 14:01:59.788,,
483,195,AA,1,T2,IA_Menu_Interact,completed,Right,2024-10-22 14:02:00.155,,
484,196,AA,1,T2,IA_Move,started,Right,2024-10-22 14:02:00.356,,
485,197,AA,1,T2,IA_Move,completed,Right,2024-10-22 14:02:00.628,,
486,198,AA,1,T2,IA_Move,started,Right,2024-10-22 14:02:01.619,,
487,199,AA,1,T2,IA_Move,completed,Right,2024-10-22 14:02:01.751,,
488,0,AA,1,S2,IA_Move,started,Right,2024-10-22 14:02:23.793,,
489,1,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:02:24.749,,
490,2,AA,1,S2,IA_Move,started,Right,2024-10-22 14:03:48.869,,
491,3,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:03:50.734,,
492,4,AA,1,S2,IA_Move,started,Right,2024-10-22 14:03:51.485,,
493,5,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:03:51.650,,
494,6,AA,1,S2,IA_Menu_Interact,started,Right,2024-10-22 14:03:53.095,,
495,7,AA,1,S2,IA_Menu_Interact,completed,Right,2024-10-22 14:03:53.212,,
496,8,AA,1,S2,IA_Menu_Interact,started,Right,2024-10-22 14:03:53.572,,
497,9,AA,1,S2,IA_Menu_Interact,completed,Right,2024-10-22 14:03:53.738,,
498,10,AA,1,S2,IA_Menu_Interact,started,Right,2024-10-22 14:03:54.121,,
499,11,AA,1,S2,IA_Menu_Interact,completed,Right,2024-10-22 14:03:54.224,,
500,12,AA,1,S2,IA_Menu_Interact,started,Right,2024-10-22 14:03:54.453,,
501,13,AA,1,S2,IA_Menu_Interact,completed,Right,2024-10-22 14:03:54.553,,
502,14,AA,1,S2,IA_Menu_Interact,started,Right,2024-10-22 14:03:54.891,,
503,15,AA,1,S2,IA_Menu_Interact,completed,Right,2024-10-22 14:03:54.996,,
504,16,AA,1,S2,IA_Menu_Interact,started,Right,2024-10-22 14:03:55.591,,
505,17,AA,1,S2,IA_Menu_Interact,completed,Right,2024-10-22 14:03:55.646,,
506,18,AA,1,S2,IA_Menu_Interact,started,Right,2024-10-22 14:03:56.624,,
507,19,AA,1,S2,IA_Menu_Interact,completed,Right,2024-10-22 14:03:56.710,,
508,20,AA,1,S2,IA_Menu_Interact,started,Right,2024-10-22 14:03:57.658,,
509,21,AA,1,S2,IA_Menu_Interact,completed,Right,2024-10-22 14:03:57.741,,
510,22,AA,1,S2,IA_Menu_Interact,started,Right,2024-10-22 14:03:59.291,,
511,23,AA,1,S2,IA_Menu_Interact,completed,Right,2024-10-22 14:03:59.383,,
512,24,AA,1,S2,IA_Menu_Interact,started,Right,2024-10-22 14:04:00.122,,
513,25,AA,1,S2,IA_Menu_Interact,completed,Right,2024-10-22 14:04:00.178,,
514,26,AA,1,S2,IA_Menu_Interact,started,Right,2024-10-22 14:04:00.935,,
515,27,AA,1,S2,IA_Menu_Interact,completed,Right,2024-10-22 14:04:01.069,,
516,28,AA,1,S2,IA_Move,started,Right,2024-10-22 14:04:03.923,,
517,29,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:04:04.364,,
518,30,AA,1,S2,IA_Grab,started,Left,2024-10-22 14:04:06.235,,
519,31,AA,1,S2,IA_Menu_Interact,started,Right,2024-10-22 14:04:08.442,,
520,32,AA,1,S2,IA_Menu_Interact,completed,Right,2024-10-22 14:04:08.547,,
521,33,AA,1,S2,IA_Menu_Interact,started,Right,2024-10-22 14:04:26.847,,
522,34,AA,1,S2,IA_Menu_Interact,completed,Right,2024-10-22 14:04:26.905,,
523,35,AA,1,S2,IA_Menu_Interact,started,Right,2024-10-22 14:04:35.114,,
524,36,AA,1,S2,IA_Menu_Interact,completed,Right,2024-10-22 14:04:35.172,,
525,37,AA,1,S2,IA_Menu_Interact,started,Right,2024-10-22 14:04:57.530,,
526,38,AA,1,S2,IA_Menu_Interact,completed,Right,2024-10-22 14:04:57.692,,
527,39,AA,1,S2,IA_Menu_Interact,started,Right,2024-10-22 14:04:58.969,,
528,40,AA,1,S2,IA_Menu_Interact,completed,Right,2024-10-22 14:04:59.101,,
529,41,AA,1,S2,IA_Menu_Interact,started,Right,2024-10-22 14:05:00.154,,
530,42,AA,1,S2,IA_Menu_Interact,completed,Right,2024-10-22 14:05:00.264,,
531,43,AA,1,S2,IA_Grab,completed,Left,2024-10-22 14:05:11.251,,
532,44,AA,1,S2,IA_Move,started,Right,2024-10-22 14:05:17.071,,
533,45,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:05:18.589,,
534,46,AA,1,S2,IA_Move,started,Right,2024-10-22 14:05:18.899,,
535,47,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:05:18.999,,
536,48,AA,1,S2,IA_Grab,started,Left,2024-10-22 14:05:19.507,,
537,49,AA,1,S2,IA_Grab,completed,Left,2024-10-22 14:05:19.761,,
538,50,AA,1,S2,IA_Move,started,Right,2024-10-22 14:05:19.961,,
539,51,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:05:20.164,,
540,52,AA,1,S2,IA_Grab,started,Left,2024-10-22 14:05:20.705,,
541,53,AA,1,S2,IA_Move,started,Right,2024-10-22 14:05:26.273,,
542,54,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:05:27.112,,
543,55,AA,1,S2,IA_Move,started,Right,2024-10-22 14:05:27.802,,
544,56,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:05:28.185,,
545,57,AA,1,S2,IA_Move,started,Right,2024-10-22 14:05:29.243,,
546,58,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:05:29.829,,
547,59,AA,1,S2,IA_Menu_Interact,started,Right,2024-10-22 14:05:31.276,,
548,60,AA,1,S2,IA_Menu_Interact,completed,Right,2024-10-22 14:05:31.411,,
549,61,AA,1,S2,IA_Move,started,Right,2024-10-22 14:05:58.182,,
550,62,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:06:04.008,,
551,63,AA,1,S2,IA_Move,started,Right,2024-10-22 14:06:16.569,,
552,64,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:06:17.229,,
553,65,AA,1,S2,IA_Move,started,Right,2024-10-22 14:06:18.146,,
554,66,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:06:18.682,,
555,67,AA,1,S2,IA_Move,started,Right,2024-10-22 14:06:27.061,,
556,68,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:06:30.676,,
557,69,AA,1,S2,IA_Move,started,Right,2024-10-22 14:06:31.891,,
558,70,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:06:32.125,,
559,71,AA,1,S2,IA_Move,started,Right,2024-10-22 14:06:32.908,,
560,72,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:06:33.505,,
561,73,AA,1,S2,IA_Move,started,Right,2024-10-22 14:06:39.919,,
562,74,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:06:40.488,,
563,75,AA,1,S2,IA_Move,started,Right,2024-10-22 14:06:45.858,,
564,76,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:06:47.605,,
565,77,AA,1,S2,IA_Move,started,Right,2024-10-22 14:06:50.932,,
566,78,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:06:51.238,,
567,79,AA,1,S2,IA_Move,started,Right,2024-10-22 14:06:51.669,,
568,80,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:06:51.964,,
569,81,AA,1,S2,IA_Move,started,Right,2024-10-22 14:06:52.489,,
570,82,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:06:52.925,,
571,83,AA,1,S2,IA_Move,started,Right,2024-10-22 14:06:53.421,,
572,84,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:06:53.887,,
573,85,AA,1,S2,IA_Move,started,Right,2024-10-22 14:06:54.446,,
574,86,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:06:56.025,,
575,87,AA,1,S2,IA_Move,started,Right,2024-10-22 14:06:57.118,,
576,88,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:06:57.723,,
577,89,AA,1,S2,IA_Menu_Interact,started,Right,2024-10-22 14:06:59.642,,
578,90,AA,1,S2,IA_Menu_Interact,completed,Right,2024-10-22 14:06:59.726,,
579,91,AA,1,S2,IA_Move,started,Right,2024-10-22 14:07:17.982,,
580,92,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:07:18.123,,
581,93,AA,1,S2,IA_Move,started,Right,2024-10-22 14:07:22.406,,
582,94,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:07:27.411,,
583,95,AA,1,S2,IA_Move,started,Right,2024-10-22 14:07:27.935,,
584,96,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:07:28.438,,
585,97,AA,1,S2,IA_Move,started,Right,2024-10-22 14:07:29.087,,
586,98,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:07:30.075,,
587,99,AA,1,S2,IA_Move,started,Right,2024-10-22 14:07:32.549,,
588,100,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:07:33.021,,
589,101,AA,1,S2,IA_Move,started,Right,2024-10-22 14:07:33.995,,
590,102,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:07:34.328,,
591,103,AA,1,S2,IA_Menu_Interact,started,Right,2024-10-22 14:07:35.109,,
592,104,AA,1,S2,IA_Menu_Interact,completed,Right,2024-10-22 14:07:35.194,,
593,105,AA,1,S2,IA_Menu_Interact,started,Left,2024-10-22 14:08:04.199,,
594,106,AA,1,S2,IA_Menu_Interact,completed,Left,2024-10-22 14:08:04.504,,
595,107,AA,1,S2,IA_Menu_Interact,started,Left,2024-10-22 14:08:04.894,,
596,108,AA,1,S2,IA_Menu_Interact,completed,Left,2024-10-22 14:08:05.052,,
597,109,AA,1,S2,IA_Menu_Interact,started,Left,2024-10-22 14:08:05.136,,
598,110,AA,1,S2,IA_Menu_Interact,completed,Left,2024-10-22 14:08:05.262,,
599,111,AA,1,S2,IA_Menu_Interact,started,Left,2024-10-22 14:08:05.396,,
600,112,AA,1,S2,IA_Menu_Interact,completed,Left,2024-10-22 14:08:05.446,,
601,113,AA,1,S2,IA_Menu_Interact,started,Left,2024-10-22 14:08:05.614,,
602,114,AA,1,S2,IA_Menu_Interact,completed,Left,2024-10-22 14:08:05.690,,
603,115,AA,1,S2,IA_Menu_Interact,started,Left,2024-10-22 14:08:05.839,,
604,116,AA,1,S2,IA_Menu_Interact,completed,Left,2024-10-22 14:08:05.893,,
605,117,AA,1,S2,IA_Menu_Interact,started,Left,2024-10-22 14:08:06.301,,
606,118,AA,1,S2,IA_Menu_Interact,completed,Left,2024-10-22 14:08:06.422,,
607,119,AA,1,S2,IA_Menu_Interact,started,Left,2024-10-22 14:08:06.504,,
608,120,AA,1,S2,IA_Menu_Interact,completed,Left,2024-10-22 14:08:06.611,,
609,121,AA,1,S2,IA_Menu_Interact,started,Left,2024-10-22 14:08:06.743,,
610,122,AA,1,S2,IA_Menu_Interact,completed,Left,2024-10-22 14:08:06.798,,
611,123,AA,1,S2,IA_Menu_Interact,started,Left,2024-10-22 14:08:06.949,,
612,124,AA,1,S2,IA_Menu_Interact,completed,Left,2024-10-22 14:08:07.029,,
613,125,AA,1,S2,IA_Menu_Interact,started,Left,2024-10-22 14:08:07.526,,
614,126,AA,1,S2,IA_Menu_Interact,completed,Left,2024-10-22 14:08:07.636,,
615,127,AA,1,S2,IA_Menu_Interact,started,Left,2024-10-22 14:08:07.772,,
616,128,AA,1,S2,IA_Menu_Interact,completed,Left,2024-10-22 14:08:08.274,,
617,129,AA,1,S2,IA_Move,started,Right,2024-10-22 14:08:10.997,,
618,130,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:08:11.519,,
619,131,AA,1,S2,IA_Move,started,Right,2024-10-22 14:08:12.040,,
620,132,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:08:12.239,,
621,133,AA,1,S2,IA_Move,started,Right,2024-10-22 14:08:12.927,,
622,134,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:08:13.989,,
623,135,AA,1,S2,IA_Move,started,Right,2024-10-22 14:08:14.537,,
624,136,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:08:15.112,,
625,137,AA,1,S2,IA_Move,started,Right,2024-10-22 14:08:15.767,,
626,138,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:08:16.614,,
627,139,AA,1,S2,IA_Move,started,Right,2024-10-22 14:08:18.110,,
628,140,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:08:18.389,,
629,141,AA,1,S2,IA_Grab,completed,Left,2024-10-22 14:08:18.978,,
630,142,AA,1,S2,IA_Move,started,Right,2024-10-22 14:08:19.469,,
631,143,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:08:19.733,,
632,144,AA,1,S2,IA_Grab,started,Left,2024-10-22 14:08:20.751,,
633,145,AA,1,S2,IA_Grab,started,Right,2024-10-22 14:08:21.389,,
634,146,AA,1,S2,IA_Move,started,Right,2024-10-22 14:08:22.488,,
635,147,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:08:23.296,,
636,148,AA,1,S2,IA_Move,started,Right,2024-10-22 14:08:23.804,,
637,149,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:08:24.097,,
638,150,AA,1,S2,IA_Move,started,Right,2024-10-22 14:08:24.537,,
639,151,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:08:24.969,,
640,152,AA,1,S2,IA_Move,started,Right,2024-10-22 14:08:25.533,,
641,153,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:08:25.897,,
642,154,AA,1,S2,IA_Move,started,Right,2024-10-22 14:08:27.198,,
643,155,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:08:27.784,,
644,156,AA,1,S2,IA_Move,started,Right,2024-10-22 14:08:28.408,,
645,157,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:08:28.709,,
646,158,AA,1,S2,IA_Grab,completed,Right,2024-10-22 14:08:29.521,,
647,159,AA,1,S2,IA_Move,started,Right,2024-10-22 14:08:30.043,,
648,160,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:08:30.322,,
649,161,AA,1,S2,IA_Grab,completed,Left,2024-10-22 14:08:31.832,,
650,162,AA,1,S2,IA_Move,started,Right,2024-10-22 14:08:33.493,,
651,163,AA,1,S2,IA_Move,completed,Right,2024-10-22 14:08:33.824,,
