id,user_id,scenario_type,actor_id,conversation_index,event_type,event_datetime
0,"ALE","T1_BasicMechanics","0","0","start_talk_with_npc","2024-10-21 16:42:2.202"
1,"ALE","T1_BasicMechanics","0","1","stop_talk_with_npc","2024-10-21 16:42:11.121"
