id,user_id,scenario_type,actor_id,actor_name,event_type,hand,event_datetime
0,"ALE","T1_BasicMechanics","3","BP_Dosimeter_SABG103","start_detection","Left","2024-10-21 16:41:16.85"
1,"ALE","T1_BasicMechanics","3","BP_Dosimeter_SABG103","stop_detection","Left","2024-10-21 16:41:16.530"
2,"ALE","T1_BasicMechanics","9","BP_Clamps","start_detection","Left","2024-10-21 16:41:18.294"
3,"ALE","T1_BasicMechanics","9","BP_Clamps","stop_detection","Left","2024-10-21 16:41:18.668"
4,"ALE","T1_BasicMechanics","2","BP_TrafficCone2","start_detection","Left","2024-10-21 16:41:19.859"
5,"ALE","T1_BasicMechanics","2","BP_TrafficCone2","stop_detection","Left","2024-10-21 16:41:20.209"
6,"ALE","T1_BasicMechanics","3","BP_Dosimeter_SABG104","start_detection","Right","2024-10-21 16:41:27.678"
7,"ALE","T1_BasicMechanics","3","BP_Dosimeter_SABG104","grab","Right","2024-10-21 16:41:28.192"
8,"ALE","T1_BasicMechanics","3","BP_Dosimeter_SABG104","stop_detection","Right","2024-10-21 16:41:28.204"
9,"ALE","T1_BasicMechanics","3","BP_Dosimeter_SABG104","release","Right","2024-10-21 16:41:29.388"
10,"ALE","T1_BasicMechanics","9","BP_Clamps2","start_detection","Left","2024-10-21 16:41:31.124"
11,"ALE","T1_BasicMechanics","9","BP_Clamps2","grab","Left","2024-10-21 16:41:31.249"
12,"ALE","T1_BasicMechanics","9","BP_Clamps2","stop_detection","Left","2024-10-21 16:41:31.261"
13,"ALE","T1_BasicMechanics","9","BP_Clamps2","release","Left","2024-10-21 16:41:32.273"
14,"ALE","T1_BasicMechanics","2","BP_TrafficCone4","start_detection","Right","2024-10-21 16:41:33.862"
15,"ALE","T1_BasicMechanics","2","BP_TrafficCone4","grab","Right","2024-10-21 16:41:34.132"
16,"ALE","T1_BasicMechanics","2","BP_TrafficCone4","stop_detection","Right","2024-10-21 16:41:34.144"
17,"ALE","T1_BasicMechanics","2","BP_TrafficCone4","release","Right","2024-10-21 16:41:34.938"
18,"ALE","T1_BasicMechanics","3","BP_Dosimeter_SABG105","start_detection","Left","2024-10-21 16:41:42.683"
19,"ALE","T1_BasicMechanics","3","BP_Dosimeter_SABG105","grab","Left","2024-10-21 16:41:42.984"
20,"ALE","T1_BasicMechanics","3","BP_Dosimeter_SABG105","stop_detection","Left","2024-10-21 16:41:42.997"
21,"ALE","T1_BasicMechanics","3","BP_Dosimeter_SABG105","release","Left","2024-10-21 16:41:45.230"
22,"ALE","T1_BasicMechanics","2","BP_TrafficCone5","start_detection","Right","2024-10-21 16:41:50.695"
23,"ALE","T1_BasicMechanics","2","BP_TrafficCone5","grab","Right","2024-10-21 16:41:50.931"
24,"ALE","T1_BasicMechanics","2","BP_TrafficCone5","stop_detection","Right","2024-10-21 16:41:50.943"
25,"ALE","T1_BasicMechanics","2","BP_TrafficCone5","start_detection","Left","2024-10-21 16:41:51.445"
26,"ALE","T1_BasicMechanics","2","BP_TrafficCone5","stop_detection","Left","2024-10-21 16:41:51.871"
27,"ALE","T1_BasicMechanics","2","BP_TrafficCone5","release","Right","2024-10-21 16:41:53.615"
