user_id,scenary_type,move_type,start_datetime,end_datetime,start_position,end_position,distance
64,CarAccident,real_life,1686815691,1686815691,X=-10559.815 Y=-1777.009 Z=100.726,X=120.897 Y=-7.127 Z=0.000,0.952548
64,CarAccident,real_life,1686815691,1686815691,X=-10559.815 Y=-1777.009 Z=100.726,X=102.931 Y=2.700 Z=0.000,0.233144
64,CarAccident,virtual_reality,1686815691,1686815691,X=-10452.895 Y=-1774.943 Z=5.726,X=-10443.968 Y=-1779.342 Z=5.726,0.09952
64,CarAccident,real_life,1686815693,1686815693,X=-10163.472 Y=-1856.868 Z=100.726,X=-0.438 Y=-0.325 Z=0.000,0.950016
64,CarAccident,virtual_reality,1686815693,1686815693,X=-10390.485 Y=-1820.750 Z=5.726,X=-10163.472 Y=-1856.868 Z=5.726,2.298689
64,CarAccident,real_life,1686815693,1686815693,X=-10387.420 Y=-1817.266 Z=100.726,X=-0.429 Y=-0.688 Z=0.000,0.950035
64,CarAccident,virtual_reality,1686815693,1686815693,X=-10450.490 Y=-1778.520 Z=5.726,X=-10387.420 Y=-1817.266 Z=5.726,0.740211
64,CarAccident,real_life,1686815694,1686815694,X=-10163.472 Y=-1856.868 Z=100.726,X=-2.315 Y=-10.326 Z=0.000,0.101759
64,CarAccident,real_life,1686815694,1686815694,X=-10163.472 Y=-1856.868 Z=100.726,X=-29.035 Y=-5.032 Z=0.000,0.272393
64,CarAccident,real_life,1686815695,1686815695,X=-10163.472 Y=-1856.868 Z=100.726,X=-33.680 Y=14.138 Z=0.000,0.197247
64,CarAccident,virtual_reality,1686815695,1686815695,X=-10197.893 Y=-1839.926 Z=5.726,X=-10197.657 Y=-1836.296 Z=5.726,0.036377
64,CarAccident,real_life,1686815696,1686815696,X=-10163.472 Y=-1856.868 Z=100.726,X=-42.750 Y=44.722 Z=0.000,0.983948
64,CarAccident,real_life,1686815696,1686815696,X=-10163.472 Y=-1856.868 Z=100.726,X=-57.162 Y=56.112 Z=0.000,0.183696
64,CarAccident,real_life,1686815697,1686815697,X=-10163.472 Y=-1856.868 Z=100.726,X=-70.542 Y=58.078 Z=0.000,0.135237
64,CarAccident,virtual_reality,1686815697,1686815697,X=-10229.776 Y=-1801.943 Z=5.726,X=-10234.900 Y=-1795.429 Z=5.726,0.082874
64,CarAccident,real_life,1686815697,1686815697,X=-10163.472 Y=-1856.868 Z=100.726,X=-69.570 Y=69.839 Z=0.000,0.953888
64,CarAccident,real_life,1686815699,1686815699,X=-10163.472 Y=-1856.868 Z=100.726,X=-80.993 Y=63.385 Z=0.000,0.131203
64,CarAccident,real_life,1686815700,1686815700,X=-10163.472 Y=-1856.868 Z=100.726,X=-59.250 Y=74.356 Z=0.000,0.243544
64,CarAccident,real_life,1686815701,1686815701,X=-10163.472 Y=-1856.868 Z=100.726,X=-49.397 Y=78.755 Z=0.000,0.107901
64,CarAccident,real_life,1686815703,1686815703,X=-10163.472 Y=-1856.868 Z=100.726,X=-77.861 Y=79.557 Z=0.000,0.284752
64,CarAccident,real_life,1686815709,1686815709,X=-10163.472 Y=-1856.868 Z=100.726,X=-86.834 Y=66.416 Z=0.000,0.159123
64,CarAccident,real_life,1686815712,1686815712,X=-10163.472 Y=-1856.868 Z=100.726,X=-73.618 Y=72.239 Z=0.000,0.144417
64,CarAccident,real_life,1686815713,1686815713,X=-10163.472 Y=-1856.868 Z=100.726,X=-45.523 Y=78.676 Z=0.000,0.288228
64,CarAccident,real_life,1686815714,1686815714,X=-10163.472 Y=-1856.868 Z=100.726,X=-57.065 Y=65.266 Z=0.000,0.17693
64,CarAccident,real_life,1686815715,1686815715,X=-10163.472 Y=-1856.868 Z=100.726,X=-66.646 Y=79.103 Z=0.000,0.168299
64,CarAccident,real_life,1686815717,1686815717,X=-10163.472 Y=-1856.868 Z=100.726,X=-90.426 Y=69.235 Z=0.000,0.257464
64,CarAccident,real_life,1686815720,1686815720,X=-10163.472 Y=-1856.868 Z=100.726,X=-80.156 Y=69.502 Z=0.000,0.10273
64,CarAccident,real_life,1686815721,1686815721,X=-10163.472 Y=-1856.868 Z=100.726,X=-66.672 Y=78.553 Z=0.000,0.162404
64,CarAccident,real_life,1686815727,1686815727,X=-10163.472 Y=-1856.868 Z=100.726,X=-77.468 Y=61.309 Z=0.000,0.203451
64,CarAccident,real_life,1686815728,1686815728,X=-10163.472 Y=-1856.868 Z=100.726,X=-92.770 Y=66.382 Z=0.000,0.161207
64,CarAccident,real_life,1686815729,1686815729,X=-10163.472 Y=-1856.868 Z=100.726,X=-81.422 Y=69.328 Z=0.000,0.117239
64,CarAccident,real_life,1686815730,1686815730,X=-10163.472 Y=-1856.868 Z=100.726,X=-67.373 Y=66.225 Z=0.000,0.114099
64,CarAccident,real_life,1686815730,1686815730,X=-10163.472 Y=-1856.868 Z=100.726,X=-71.173 Y=76.984 Z=0.000,0.127928
64,CarAccident,real_life,1686815731,1686815731,X=-10163.472 Y=-1856.868 Z=100.726,X=-51.097 Y=71.178 Z=0.000,0.170131
64,CarAccident,real_life,1686815737,1686815737,X=-10163.472 Y=-1856.868 Z=100.726,X=-46.996 Y=80.719 Z=0.000,0.103854
64,CarAccident,real_life,1686815740,1686815740,X=-10163.472 Y=-1856.868 Z=100.726,X=-58.379 Y=71.240 Z=0.000,0.148128
64,CarAccident,real_life,1686815742,1686815742,X=-10163.472 Y=-1856.868 Z=100.726,X=-70.705 Y=85.494 Z=0.000,0.188442
64,CarAccident,real_life,1686815743,1686815743,X=-10163.472 Y=-1856.868 Z=100.726,X=-71.314 Y=75.489 Z=0.000,0.10024
64,CarAccident,real_life,1686815747,1686815747,X=-10163.472 Y=-1856.868 Z=100.726,X=-53.232 Y=77.888 Z=0.000,0.182405
64,CarAccident,real_life,1686815751,1686815751,X=-10163.472 Y=-1856.868 Z=100.726,X=-43.557 Y=86.313 Z=0.000,0.128293
64,CarAccident,real_life,1686815752,1686815752,X=-10163.472 Y=-1856.868 Z=100.726,X=-54.537 Y=71.662 Z=0.000,0.183086
64,CarAccident,real_life,1686815753,1686815753,X=-10163.472 Y=-1856.868 Z=100.726,X=-47.668 Y=84.476 Z=0.000,0.145385
64,CarAccident,real_life,1686815754,1686815754,X=-10163.472 Y=-1856.868 Z=100.726,X=-32.332 Y=82.205 Z=0.000,0.155031
64,CarAccident,real_life,1686815756,1686815756,X=-10163.472 Y=-1856.868 Z=100.726,X=-19.909 Y=81.015 Z=0.000,0.124797
64,CarAccident,real_life,1686815757,1686815757,X=-10163.472 Y=-1856.868 Z=100.726,X=-54.332 Y=82.250 Z=0.000,0.170156
64,CarAccident,real_life,1686815757,1686815757,X=-10163.472 Y=-1856.868 Z=100.726,X=-37.985 Y=86.974 Z=0.000,0.190331
64,CarAccident,real_life,1686815758,1686815758,X=-10163.472 Y=-1856.868 Z=100.726,X=-63.541 Y=90.994 Z=0.000,0.126991
64,CarAccident,real_life,1686815758,1686815758,X=-10163.472 Y=-1856.868 Z=100.726,X=-77.269 Y=88.240 Z=0.000,0.140012
64,CarAccident,real_life,1686815759,1686815759,X=-10163.472 Y=-1856.868 Z=100.726,X=-90.093 Y=87.118 Z=0.000,0.128732
64,CarAccident,real_life,1686815761,1686815761,X=-10163.472 Y=-1856.868 Z=100.726,X=-66.303 Y=91.752 Z=0.000,0.242372
64,CarAccident,real_life,1686815762,1686815762,X=-10163.472 Y=-1856.868 Z=100.726,X=-61.331 Y=80.992 Z=0.000,0.118533
64,CarAccident,real_life,1686815763,1686815763,X=-10163.472 Y=-1856.868 Z=100.726,X=-54.820 Y=94.618 Z=0.000,0.151014
