id,user_id,scenario_type,actor_id,actor_name,event_type,hand,event_datetime
0,"AA","T2_BasicEmergency","5","BP_WalkieTalkie","start_detection","Right","2024-10-22 13:58:18.882"
1,"AA","T2_BasicEmergency","5","BP_WalkieTalkie","stop_detection","Right","2024-10-22 13:58:19.140"
2,"AA","T2_BasicEmergency","5","BP_WalkieTalkie","start_detection","Right","2024-10-22 13:58:19.434"
3,"AA","T2_BasicEmergency","5","BP_WalkieTalkie","grab","Right","2024-10-22 13:58:19.886"
4,"AA","T2_BasicEmergency","5","BP_WalkieTalkie","stop_detection","Right","2024-10-22 13:58:19.911"
5,"AA","T2_BasicEmergency","5","BP_WalkieTalkie","release","Right","2024-10-22 13:58:56.26"
6,"AA","T2_BasicEmergency","5","BP_WalkieTalkie","start_detection","Right","2024-10-22 13:58:56.515"
7,"AA","T2_BasicEmergency","5","BP_WalkieTalkie","stop_detection","Right","2024-10-22 13:58:56.953"
8,"AA","T2_BasicEmergency","5","BP_WalkieTalkie","start_detection","Right","2024-10-22 13:58:57.340"
9,"AA","T2_BasicEmergency","5","BP_WalkieTalkie","stop_detection","Right","2024-10-22 13:58:58.25"
10,"AA","T2_BasicEmergency","5","BP_WalkieTalkie","start_detection","Right","2024-10-22 13:58:58.71"
11,"AA","T2_BasicEmergency","5","BP_WalkieTalkie","stop_detection","Right","2024-10-22 13:58:58.121"
12,"AA","T2_BasicEmergency","3","BP_Dosimeter_SABG100","start_detection","Right","2024-10-22 13:59:32.264"
13,"AA","T2_BasicEmergency","3","BP_Dosimeter_SABG100","grab","Right","2024-10-22 13:59:32.538"
14,"AA","T2_BasicEmergency","3","BP_Dosimeter_SABG100","stop_detection","Right","2024-10-22 13:59:32.562"
15,"AA","T2_BasicEmergency","3","BP_Dosimeter_SABG100","release","Right","2024-10-22 13:59:47.494"
16,"AA","T2_BasicEmergency","4","BP_Dosimeter_EPD2","start_detection","Right","2024-10-22 14:0:28.750"
17,"AA","T2_BasicEmergency","4","BP_Dosimeter_EPD2","grab","Right","2024-10-22 14:0:29.31"
18,"AA","T2_BasicEmergency","4","BP_Dosimeter_EPD2","stop_detection","Right","2024-10-22 14:0:29.56"
19,"AA","T2_BasicEmergency","11","BP_RadiationEmissionPoint3","start_detection","Left","2024-10-22 14:0:35.828"
20,"AA","T2_BasicEmergency","11","BP_RadiationEmissionPoint3","stop_detection","Left","2024-10-22 14:0:36.286"
21,"AA","T2_BasicEmergency","4","BP_Dosimeter_EPD2","release","Right","2024-10-22 14:0:41.609"
