id,user_id,scenario_type,epd_id,dose_rate,dose_absortion,event_position,event_datetime
0,"AA","T2_BasicEmergency","2","[0.0;2.084799;2.084796;2.084796;2.084796;2.084796;2.084796;2.084796;2.084796;2.084796;]","[0.0;0.000289;0.000588;0.000885;0.001175;0.001465;0.001756;0.002046;0.002351;0.002645;]","[(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);]","[2024-10-22 13:55:41.523;2024-10-22 13:55:41.755;2024-10-22 13:55:42.270;2024-10-22 13:55:42.782;2024-10-22 13:55:43.286;2024-10-22 13:55:43.788;2024-10-22 13:55:44.290;2024-10-22 13:55:44.792;2024-10-22 13:55:45.318;2024-10-22 13:55:45.824;]"
1,"AA","T2_BasicEmergency","2","[0.0;1.871248;1.871246;1.871246;1.871246;1.871246;1.871246;1.871246;1.871246;1.871246;]","[0.0;0.00026;0.000527;0.000795;0.001054;0.001315;0.001577;0.001837;0.002111;0.002374;]","[(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);]","[2024-10-22 13:55:41.523;2024-10-22 13:55:41.755;2024-10-22 13:55:42.270;2024-10-22 13:55:42.782;2024-10-22 13:55:43.286;2024-10-22 13:55:43.788;2024-10-22 13:55:44.290;2024-10-22 13:55:44.792;2024-10-22 13:55:45.318;2024-10-22 13:55:45.837;]"
2,"AA","T2_BasicEmergency","2","[0.0;1.995242;1.995239;1.995239;1.995239;1.995239;1.995239;1.995239;1.995239;1.995239;]","[0.0;0.000277;0.000562;0.000847;0.001124;0.001402;0.001681;0.001958;0.00225;0.002531;]","[(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);]","[2024-10-22 13:55:41.524;2024-10-22 13:55:41.755;2024-10-22 13:55:42.270;2024-10-22 13:55:42.782;2024-10-22 13:55:43.287;2024-10-22 13:55:43.788;2024-10-22 13:55:44.290;2024-10-22 13:55:44.792;2024-10-22 13:55:45.318;2024-10-22 13:55:45.857;]"
3,"AA","T2_BasicEmergency","2","[2.084796;2.084796;2.084796;2.084796;2.084796;2.084796;2.084796;2.084796;2.084796;2.084796;]","[0.002947;0.003235;0.003541;0.003831;0.004123;0.004426;0.004718;0.005008;0.005306;0.005604;]","[(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);]","[2024-10-22 13:55:46.345;2024-10-22 13:55:46.844;2024-10-22 13:55:47.373;2024-10-22 13:55:47.875;2024-10-22 13:55:48.378;2024-10-22 13:55:48.902;2024-10-22 13:55:49.404;2024-10-22 13:55:49.905;2024-10-22 13:55:50.408;2024-10-22 13:55:50.924;]"
4,"AA","T2_BasicEmergency","2","[1.871246;1.871246;1.871246;1.871246;1.871246;1.871246;1.871246;1.871246;1.871246;1.871246;]","[0.002645;0.002904;0.003178;0.003439;0.003701;0.003973;0.004234;0.004495;0.004763;0.00503;]","[(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);]","[2024-10-22 13:55:46.345;2024-10-22 13:55:46.844;2024-10-22 13:55:47.373;2024-10-22 13:55:47.875;2024-10-22 13:55:48.379;2024-10-22 13:55:48.902;2024-10-22 13:55:49.404;2024-10-22 13:55:49.905;2024-10-22 13:55:50.408;2024-10-22 13:55:50.949;]"
5,"AA","T2_BasicEmergency","2","[1.995239;1.995239;1.995239;1.995239;1.995239;1.995239;1.995239;1.995239;1.995239;1.995239;]","[0.002821;0.003096;0.003389;0.003666;0.003946;0.004236;0.004515;0.004792;0.005078;0.005363;]","[(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);]","[2024-10-22 13:55:46.345;2024-10-22 13:55:46.844;2024-10-22 13:55:47.373;2024-10-22 13:55:47.875;2024-10-22 13:55:48.379;2024-10-22 13:55:48.902;2024-10-22 13:55:49.404;2024-10-22 13:55:49.905;2024-10-22 13:55:50.408;2024-10-22 13:55:50.972;]"
6,"AA","T2_BasicEmergency","2","[2.084796;2.084796;2.084796;2.084796;2.084796;2.084796;2.084796;2.084796;2.084796;2.084796;]","[0.005896;0.006192;0.006482;0.006772;0.007065;0.007353;0.007645;0.007952;0.008257;0.008547;]","[(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);]","[2024-10-22 13:55:51.432;2024-10-22 13:55:51.935;2024-10-22 13:55:52.435;2024-10-22 13:55:52.948;2024-10-22 13:55:53.455;2024-10-22 13:55:53.957;2024-10-22 13:55:54.461;2024-10-22 13:55:54.988;2024-10-22 13:55:55.516;2024-10-22 13:55:56.17;]"
7,"AA","T2_BasicEmergency","2","[1.871246;1.871246;1.871246;1.871246;1.871246;1.871246;1.871246;1.871246;1.871246;1.871246;]","[0.005292;0.005558;0.005818;0.006078;0.006342;0.0066;0.006862;0.007137;0.007411;0.007672;]","[(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);]","[2024-10-22 13:55:51.432;2024-10-22 13:55:51.935;2024-10-22 13:55:52.435;2024-10-22 13:55:52.948;2024-10-22 13:55:53.455;2024-10-22 13:55:53.957;2024-10-22 13:55:54.461;2024-10-22 13:55:54.988;2024-10-22 13:55:55.516;2024-10-22 13:55:56.39;]"
8,"AA","T2_BasicEmergency","2","[1.995239;1.995239;1.995239;1.995239;1.995239;1.995239;1.995239;1.995239;1.995239;1.995239;]","[0.005643;0.005926;0.006203;0.006481;0.006762;0.007038;0.007317;0.00761;0.007902;0.00818;]","[(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);]","[2024-10-22 13:55:51.432;2024-10-22 13:55:51.935;2024-10-22 13:55:52.435;2024-10-22 13:55:52.948;2024-10-22 13:55:53.455;2024-10-22 13:55:53.957;2024-10-22 13:55:54.461;2024-10-22 13:55:54.988;2024-10-22 13:55:55.516;2024-10-22 13:55:56.63;]"
9,"AA","T2_BasicEmergency","2","[2.084796;2.084796;2.084796;2.084796;2.084796;2.084796;2.084796;2.084796;2.084796;2.084796;]","[0.00885;0.009141;0.009432;0.009731;0.010026;0.010317;0.010624;0.010922;0.011223;0.011513;]","[(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);]","[2024-10-22 13:55:56.539;2024-10-22 13:55:57.42;2024-10-22 13:55:57.543;2024-10-22 13:55:58.46;2024-10-22 13:55:58.571;2024-10-22 13:55:59.74;2024-10-22 13:55:59.588;2024-10-22 13:56:0.115;2024-10-22 13:56:0.640;2024-10-22 13:56:1.142;]"
