id,user_id,scenario_type,input_type,input_state,hand_location,hand_rotation,event_datetime
0,"AB","S1_BasicMechanics","IA_Move_Right","started","Right","(23.194893;5.430843;21.112282)","(-11.832998;65.850815;-46.984512)","2024-10-25 13:47:6.90"
1,"AB","S1_BasicMechanics","IA_Move_Right","completed","Right","(22.630447;6.335783;24.734558)","(2.959327;76.209358;-37.058113)","2024-10-25 13:47:6.455"
2,"AB","S1_BasicMechanics","IA_Move_Right","started","Right","(7.536034;13.362638;11.991386)","(-9.355529;56.683205;-107.098541)","2024-10-25 13:47:8.219"
3,"AB","S1_BasicMechanics","IA_Move_Right","completed","Right","(8.438856;12.003447;14.348366)","(2.850273;66.722816;-101.682289)","2024-10-25 13:47:8.351"
4,"AB","S1_BasicMechanics","IA_Move_Right","started","Right","(9.745391;11.516289;10.192841)","(-11.785145;42.600433;-110.318756)","2024-10-25 13:47:8.681"
5,"AB","S1_BasicMechanics","IA_Move_Right","completed","Right","(10.379577;10.422184;8.122101)","(-14.693357;36.374023;-114.859184)","2024-10-25 13:47:8.814"
6,"AB","S1_BasicMechanics","IA_Move_Right","started","Right","(13.702997;18.480038;7.016197)","(-19.238804;53.811626;92.19278)","2024-10-25 13:47:11.236"
7,"AB","S1_BasicMechanics","IA_Move_Right","completed","Right","(14.222843;17.06069;16.562416)","(-18.235632;62.643612;91.016747)","2024-10-25 13:47:11.483"
8,"AB","S1_BasicMechanics","IA_Move_Right","started","Right","(17.104813;26.855526;18.092751)","(-39.544136;-42.501572;-136.982925)","2024-10-25 13:47:12.562"
9,"AB","S1_BasicMechanics","IA_Move_Right","completed","Right","(17.416935;20.883171;17.925285)","(-25.703966;-40.981853;-144.426849)","2024-10-25 13:47:12.662"
10,"AB","S1_BasicMechanics","IA_Menu_Interact_Right","started","Right","(20.115505;13.895756;17.288666)","(-9.219492;53.523079;120.279449)","2024-10-25 13:47:13.507"
11,"AB","S1_BasicMechanics","IA_Menu_Interact_Right","completed","Right","(19.431423;12.475006;16.485603)","(-7.992182;50.993271;117.786491)","2024-10-25 13:47:13.666"
12,"AB","S1_BasicMechanics","IA_Menu_Interact_Right","started","Right","(8.666124;2.374672;10.524994)","(-7.508281;69.51059;117.264778)","2024-10-25 13:47:15.165"
13,"AB","S1_BasicMechanics","IA_Menu_Interact_Right","completed","Right","(8.391949;1.851738;9.644135)","(-20.516981;63.289368;102.821152)","2024-10-25 13:47:15.265"
14,"AB","S1_BasicMechanics","IA_Menu_Interact_Right","started","Right","(9.013348;2.394638;3.716583)","(-25.090912;60.611015;99.725082)","2024-10-25 13:47:15.664"
15,"AB","S1_BasicMechanics","IA_Menu_Interact_Right","completed","Right","(9.949614;4.338512;0.320755)","(-29.149797;50.789818;101.472595)","2024-10-25 13:47:15.788"
16,"AB","S1_BasicMechanics","IA_Move_Left","started","Left","(4.726418;0.749485;9.053543)","(86.625351;-5.265264;-151.419434)","2024-10-25 13:47:41.758"
17,"AB","S1_BasicMechanics","IA_Move_Left","completed","Left","(5.522821;0.735249;9.311028)","(86.816696;-6.455592;-147.113434)","2024-10-25 13:47:42.457"
18,"AB","S1_BasicMechanics","IA_Move_Right","started","Right","(33.266453;13.060883;6.570396)","(-35.83419;6.542259;-65.950378)","2024-10-25 13:47:43.942"
19,"AB","S1_BasicMechanics","IA_Move_Right","completed","Right","(32.892593;11.225784;4.674339)","(-30.602444;11.698377;-66.8395)","2024-10-25 13:47:44.63"
20,"AB","S1_BasicMechanics","IA_Move_Right","started","Right","(15.863152;36.019676;31.98996)","(-15.379663;68.503998;-105.388435)","2024-10-25 13:47:45.889"
21,"AB","S1_BasicMechanics","IA_Move_Right","completed","Right","(12.51266;38.281059;29.7733)","(-22.840223;64.536415;-112.670357)","2024-10-25 13:47:46.273"
22,"AB","S1_BasicMechanics","IA_Move_Right","started","Right","(12.118393;41.150368;25.114922)","(-12.537837;49.968052;-102.52182)","2024-10-25 13:47:46.562"
23,"AB","S1_BasicMechanics","IA_Move_Right","completed","Right","(12.192874;41.374954;18.384819)","(-9.29048;28.585846;-97.635468)","2024-10-25 13:47:46.700"
24,"AB","S1_BasicMechanics","IA_Move_Right","started","Right","(6.370222;18.950951;13.897858)","(-17.576864;-15.094961;-81.65432)","2024-10-25 13:47:48.627"
25,"AB","S1_BasicMechanics","IA_Move_Right","completed","Right","(6.417499;12.116463;17.70285)","(-13.562329;-25.409859;-90.096046)","2024-10-25 13:47:48.738"
