id,user_id,scenario_type,input_type,input_state,hand_location,hand_rotation,event_datetime
0,"AB","T2_BasicEmergency","IA_Move_Right","started","Right","(11.965423;11.148672;1.958099)","(-0.913815;48.122299;0.814803)","2024-10-25 13:50:2.756"
1,"AB","T2_BasicEmergency","IA_Move_Right","completed","Right","(12.77841;10.646564;4.988113)","(-4.412745;53.629639;-5.294684)","2024-10-25 13:50:2.938"
2,"AB","T2_BasicEmergency","IA_Move_Left","started","Left","(0.959301;28.324291;10.108757)","(33.359985;-8.554653;29.413839)","2024-10-25 13:50:5.483"
3,"AB","T2_BasicEmergency","IA_Move_Right","started","Right","(1.635104;23.667183;7.15184)","(-31.865559;5.130094;-14.654709)","2024-10-25 13:50:5.566"
4,"AB","T2_BasicEmergency","IA_Move_Left","completed","Left","(3.153461;26.217978;7.551125)","(36.594406;2.479182;36.169857)","2024-10-25 13:50:5.622"
5,"AB","T2_BasicEmergency","IA_Move_Right","completed","Right","(5.495195;19.334597;4.735786)","(-33.279312;11.891892;-22.525621)","2024-10-25 13:50:5.703"
6,"AB","T2_BasicEmergency","IA_Grab_Left","started","Left","(9.469168;15.517465;3.601501)","(38.51878;10.764311;71.602043)","2024-10-25 13:50:5.984"
7,"AB","T2_BasicEmergency","IA_Grab_Left","completed","Left","(9.603877;27.872551;2.454155)","(50.05278;-2.055461;80.84066)","2024-10-25 13:50:6.203"
8,"AB","T2_BasicEmergency","IA_Move_Right","started","Right","(13.876892;11.664852;1.533485)","(-15.725525;26.572741;-21.540253)","2024-10-25 13:50:12.650"
9,"AB","T2_BasicEmergency","IA_Move_Right","completed","Right","(12.262214;14.117086;3.193062)","(-11.927942;25.780376;-15.433101)","2024-10-25 13:50:12.789"
10,"AB","T2_BasicEmergency","IA_Menu_Toggle_Right","started","Right","(1.934508;20.094311;10.511307)","(-38.770672;-12.258839;-52.044685)","2024-10-25 13:50:19.38"
11,"AB","T2_BasicEmergency","IA_Menu_Toggle_Right","completed","Right","(1.96085;18.805328;10.365097)","(-40.718151;-12.033925;-45.36718)","2024-10-25 13:50:19.170"
12,"AB","T2_BasicEmergency","IA_Menu_Interact_Right","started","Right","(27.056744;4.185127;24.536842)","(22.40081;78.915298;4.466113)","2024-10-25 13:50:54.516"
13,"AB","T2_BasicEmergency","IA_Menu_Interact_Right","completed","Right","(27.10397;4.535906;24.526031)","(23.547667;78.177162;5.76478)","2024-10-25 13:50:54.628"
14,"AB","T2_BasicEmergency","IA_Menu_Interact_Right","started","Right","(27.724266;5.950247;23.942238)","(-3.478425;80.971977;-19.044233)","2024-10-25 13:50:55.156"
15,"AB","T2_BasicEmergency","IA_Menu_Interact_Right","completed","Right","(27.640064;6.043416;24.09201)","(4.217392;80.771492;-11.438766)","2024-10-25 13:50:55.239"
16,"AB","T2_BasicEmergency","IA_Move_Right","started","Right","(13.010464;1.659079;17.360397)","(-14.119751;55.897366;128.230133)","2024-10-25 13:51:0.268"
17,"AB","T2_BasicEmergency","IA_Move_Right","completed","Right","(17.556116;1.001261;21.948318)","(-12.666167;63.168907;124.290573)","2024-10-25 13:51:0.629"
18,"AB","T2_BasicEmergency","IA_Move_Right","started","Right","(19.93272;8.377376;5.169106)","(-5.998697;17.592928;149.97377)","2024-10-25 13:51:1.184"
19,"AB","T2_BasicEmergency","IA_Move_Right","completed","Right","(17.099701;10.106709;7.969055)","(-4.337977;11.906817;151.911926)","2024-10-25 13:51:1.351"
20,"AB","T2_BasicEmergency","IA_Menu_Interact_Right","started","Right","(25.982933;8.240932;36.560104)","(166.831909;85.392181;-22.740591)","2024-10-25 13:51:2.723"
21,"AB","T2_BasicEmergency","IA_Menu_Interact_Right","completed","Right","(26.076559;8.608131;36.776733)","(169.742462;84.872444;-19.596796)","2024-10-25 13:51:2.834"
22,"AB","T2_BasicEmergency","IA_Menu_Interact_Right","started","Right","(26.296125;8.919943;36.98175)","(167.278198;84.727081;-22.039761)","2024-10-25 13:51:3.9"
23,"AB","T2_BasicEmergency","IA_Menu_Interact_Right","completed","Right","(26.328037;9.021793;37.174606)","(169.355255;84.542496;-19.843645)","2024-10-25 13:51:3.104"
24,"AB","T2_BasicEmergency","IA_Menu_Interact_Right","started","Right","(28.02182;8.768904;34.030685)","(8.574948;85.533424;-178.258255)","2024-10-25 13:51:3.690"
25,"AB","T2_BasicEmergency","IA_Menu_Interact_Right","completed","Right","(27.815599;8.875511;34.401459)","(0.380543;86.71978;171.884766)","2024-10-25 13:51:3.784"
26,"AB","T2_BasicEmergency","IA_Menu_Interact_Right","started","Right","(27.502735;9.057514;34.650375)","(10.428166;86.786377;-178.228287)","2024-10-25 13:51:4.177"
27,"AB","T2_BasicEmergency","IA_Menu_Interact_Right","completed","Right","(27.36842;9.121137;34.669769)","(12.675546;86.470024;-176.009018)","2024-10-25 13:51:4.243"
28,"AB","T2_BasicEmergency","IA_Menu_Interact_Right","started","Right","(27.085457;16.961842;14.994843)","(-1.106383;59.610687;-168.970795)","2024-10-25 13:51:5.346"
29,"AB","T2_BasicEmergency","IA_Menu_Interact_Right","completed","Right","(27.055326;16.992907;15.042191)","(-1.858523;59.371552;-169.0681)","2024-10-25 13:51:5.457"
30,"AB","T2_BasicEmergency","IA_Move_Right","started","Right","(36.297127;6.820749;7.377892)","(-19.807594;50.069855;-35.774746)","2024-10-25 13:51:11.300"
31,"AB","T2_BasicEmergency","IA_Move_Right","completed","Right","(40.918682;2.011211;26.201622)","(20.270935;84.368034;8.76667)","2024-10-25 13:51:11.784"
32,"AB","T2_BasicEmergency","IA_Move_Right","started","Right","(43.579384;0.220024;7.005264)","(-0.818576;52.224823;-3.227877)","2024-10-25 13:51:12.223"
33,"AB","T2_BasicEmergency","IA_Move_Right","completed","Right","(43.508793;2.352402;8.229164)","(7.478362;55.980614;9.701449)","2024-10-25 13:51:12.526"
34,"AB","T2_BasicEmergency","IA_Move_Right","started","Right","(39.133053;4.684345;1.077988)","(-0.447327;42.009907;4.305361)","2024-10-25 13:51:13.30"
35,"AB","T2_BasicEmergency","IA_Move_Right","completed","Right","(38.655579;4.667057;1.488045)","(-1.9608;43.051998;-0.42453)","2024-10-25 13:51:13.224"
36,"AB","T2_BasicEmergency","IA_Move_Right","started","Right","(25.578905;10.365141;2.593529)","(-13.807467;33.453381;-75.527748)","2024-10-25 13:51:13.698"
37,"AB","T2_BasicEmergency","IA_Move_Right","completed","Right","(24.141108;19.951101;4.579147)","(12.92445;56.547546;-50.828899)","2024-10-25 13:51:14.0"
38,"AB","T2_BasicEmergency","IA_Move_Right","started","Right","(21.269573;19.467108;5.637245)","(-12.01853;19.098501;27.174585)","2024-10-25 13:51:31.195"
39,"AB","T2_BasicEmergency","IA_Move_Right","completed","Right","(19.646336;18.749823;6.226799)","(-10.715934;20.373976;21.066772)","2024-10-25 13:51:31.377"
40,"AB","T2_BasicEmergency","IA_Menu_Interact_Right","started","Right","(38.131203;8.169701;31.229301)","(2.434762;78.066803;-19.213293)","2024-10-25 13:51:32.832"
41,"AB","T2_BasicEmergency","IA_Menu_Interact_Right","completed","Right","(38.173332;7.828449;31.367332)","(0.265546;78.444069;-21.385792)","2024-10-25 13:51:32.953"
42,"AB","T2_BasicEmergency","IA_Grab_Right","started","Right","(37.375526;11.961605;7.938881)","(-70.933609;17.627911;-89.389519)","2024-10-25 13:51:35.725"
43,"AB","T2_BasicEmergency","IA_Menu_Interact_Left","started","Left","(5.524235;13.48214;30.863815)","(-20.108757;48.740952;-54.415913)","2024-10-25 13:51:38.47"
44,"AB","T2_BasicEmergency","IA_Menu_Interact_Left","completed","Left","(6.071411;13.455292;31.234879)","(-19.43112;49.274979;-51.777561)","2024-10-25 13:51:38.192"
45,"AB","T2_BasicEmergency","IA_Menu_Interact_Left","started","Left","(5.339017;10.141651;23.035355)","(3.151288;61.059055;-5.466842)","2024-10-25 13:51:59.505"
46,"AB","T2_BasicEmergency","IA_Menu_Interact_Left","completed","Left","(5.275119;10.161125;23.065903)","(5.013392;60.694881;-3.898212)","2024-10-25 13:51:59.563"
47,"AB","T2_BasicEmergency","IA_Grab_Right","completed","Right","(34.480259;27.212399;11.273254)","(-11.317916;12.093431;-29.555077)","2024-10-25 13:52:13.872"
48,"AB","T2_BasicEmergency","IA_Move_Right","started","Right","(45.126038;20.630278;19.160858)","(-2.099355;48.857182;16.598341)","2024-10-25 13:52:15.33"
49,"AB","T2_BasicEmergency","IA_Move_Right","completed","Right","(41.1325;22.326084;20.721222)","(26.836874;69.219109;31.970484)","2024-10-25 13:52:15.348"
50,"AB","T2_BasicEmergency","IA_Move_Right","started","Right","(28.139442;18.44421;4.897522)","(-10.89434;29.200613;1.132881)","2024-10-25 13:52:15.737"
51,"AB","T2_BasicEmergency","IA_Move_Right","completed","Right","(28.727715;13.668147;2.72496)","(2.616864;46.75663;12.644252)","2024-10-25 13:52:15.972"
52,"AB","T2_BasicEmergency","IA_Move_Right","started","Right","(26.269037;4.823648;2.053284)","(-12.682151;41.337914;-35.364174)","2024-10-25 13:52:16.832"
53,"AB","T2_BasicEmergency","IA_Move_Right","completed","Right","(26.89753;6.666061;1.700874)","(0.541084;52.386066;-30.140184)","2024-10-25 13:52:17.304"
54,"AB","T2_BasicEmergency","IA_Move_Right","started","Right","(36.283737;6.123055;6.265289)","(-0.843645;39.990768;10.443491)","2024-10-25 13:52:19.225"
55,"AB","T2_BasicEmergency","IA_Move_Right","completed","Right","(34.974255;2.28706;2.640564)","(-6.258653;30.319483;0.045412)","2024-10-25 13:52:19.397"
56,"AB","T2_BasicEmergency","IA_Menu_Interact_Right","started","Right","(19.555069;22.620884;35.253113)","(43.022861;69.450424;-7.038128)","2024-10-25 13:52:35.25"
57,"AB","T2_BasicEmergency","IA_Menu_Interact_Right","completed","Right","(19.908033;22.770008;34.454453)","(45.175289;74.022934;-3.277624)","2024-10-25 13:52:35.148"
58,"AB","T2_BasicEmergency","IA_Menu_Interact_Right","started","Right","(17.384098;26.037491;34.732224)","(32.913719;75.514992;-18.451593)","2024-10-25 13:52:35.590"
59,"AB","T2_BasicEmergency","IA_Menu_Interact_Right","completed","Right","(17.338274;25.979965;34.78894)","(30.0762;76.59362;-21.920534)","2024-10-25 13:52:35.684"
60,"AB","T2_BasicEmergency","IA_Move_Right","started","Right","(1.956665;6.859619;8.429817)","(-17.240908;-10.204714;-157.785538)","2024-10-25 13:52:38.960"
61,"AB","T2_BasicEmergency","IA_Move_Right","completed","Right","(2.500069;4.330772;9.78672)","(-16.019777;-9.635187;-160.158463)","2024-10-25 13:52:39.90"
62,"AB","T2_BasicEmergency","IA_Grab_Right","started","Right","(19.128155;7.91732;5.160767)","(-13.837135;-13.840645;-126.320877)","2024-10-25 13:52:40.662"
63,"AB","T2_BasicEmergency","IA_Move_Right","started","Right","(21.925411;22.816814;17.390518)","(-15.966765;30.958233;-96.797485)","2024-10-25 13:52:41.253"
64,"AB","T2_BasicEmergency","IA_Move_Right","completed","Right","(21.919266;21.38797;17.206963)","(-13.213792;28.34672;-100.741364)","2024-10-25 13:52:41.358"
65,"AB","T2_BasicEmergency","IA_Move_Right","started","Right","(4.220276;14.163322;1.290733)","(-14.757983;25.515007;-170.73056)","2024-10-25 13:52:42.183"
66,"AB","T2_BasicEmergency","IA_Move_Right","completed","Right","(4.434151;14.493389;1.837769)","(-6.292205;31.439741;-168.634308)","2024-10-25 13:52:42.340"
67,"AB","T2_BasicEmergency","IA_Move_Right","started","Right","(0.221367;16.966492;3.765236)","(-10.200403;20.938393;-154.831802)","2024-10-25 13:52:42.851"
68,"AB","T2_BasicEmergency","IA_Move_Right","completed","Right","(0.53624;16.622299;4.063492)","(-3.922662;22.149319;-151.12471)","2024-10-25 13:52:42.970"
69,"AB","T2_BasicEmergency","IA_Move_Right","started","Right","(23.557375;4.789429;5.000214)","(-13.219123;17.487492;-112.038506)","2024-10-25 13:52:46.307"
70,"AB","T2_BasicEmergency","IA_Move_Right","completed","Right","(18.780132;1.459709;2.295944)","(-3.987036;11.17817;-104.656166)","2024-10-25 13:52:46.395"
71,"AB","T2_BasicEmergency","IA_Move_Right","started","Right","(25.40588;5.467716;6.504227)","(-7.988876;9.783727;-122.61171)","2024-10-25 13:52:47.258"
72,"AB","T2_BasicEmergency","IA_Move_Right","completed","Right","(25.320417;6.997803;6.934364)","(-8.908431;13.640663;-125.746033)","2024-10-25 13:52:47.404"
73,"AB","T2_BasicEmergency","IA_Move_Right","started","Right","(6.683701;34.25861;11.485435)","(-15.680544;25.630896;-156.084259)","2024-10-25 13:52:50.523"
74,"AB","T2_BasicEmergency","IA_Move_Right","completed","Right","(6.496346;30.965508;14.87394)","(-14.091479;29.534094;-150.933868)","2024-10-25 13:52:50.682"
75,"AB","T2_BasicEmergency","IA_Move_Right","started","Right","(13.301682;23.872402;8.741074)","(-9.589734;13.524633;-147.72963)","2024-10-25 13:52:51.455"
76,"AB","T2_BasicEmergency","IA_Move_Right","completed","Right","(13.364521;24.379799;8.893448)","(-11.433829;15.607768;-148.288742)","2024-10-25 13:52:51.625"
77,"AB","T2_BasicEmergency","IA_Move_Right","started","Right","(17.082884;22.967846;6.44442)","(-17.468895;9.522219;-141.876114)","2024-10-25 13:52:52.252"
78,"AB","T2_BasicEmergency","IA_Move_Right","completed","Right","(19.787096;21.29174;3.406853)","(-8.543192;5.705716;-133.199799)","2024-10-25 13:52:52.390"
79,"AB","T2_BasicEmergency","IA_Move_Right","started","Right","(32.457726;5.901711;6.872307)","(-26.552565;-12.397741;-107.130791)","2024-10-25 13:52:53.430"
80,"AB","T2_BasicEmergency","IA_Move_Right","completed","Right","(34.881855;2.634537;8.450745)","(-29.360451;-15.543389;-91.653084)","2024-10-25 13:52:53.533"
81,"AB","T2_BasicEmergency","IA_Move_Right","started","Right","(4.698708;10.286373;3.827972)","(-3.356822;1.094363;141.419662)","2024-10-25 13:52:55.222"
82,"AB","T2_BasicEmergency","IA_Move_Right","completed","Right","(4.691864;9.844679;4.088562)","(-3.373399;0.786601;139.286575)","2024-10-25 13:52:55.264"
