id,user_id,scenario_type,epd_id,dose_rate,dose_absortion,event_position,event_datetime
10,"AB","T2_BasicEmergency","2","[1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;]","[0.007942;0.008203;0.008476;0.008737;0.008998;0.009262;0.00953;0.009804;0.010065;0.010338;]","[(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);]","[2024-10-25 13:50:8.734;2024-10-25 13:50:9.236;2024-10-25 13:50:9.764;2024-10-25 13:50:10.266;2024-10-25 13:50:10.769;2024-10-25 13:50:11.273;2024-10-25 13:50:11.789;2024-10-25 13:50:12.318;2024-10-25 13:50:12.817;2024-10-25 13:50:13.362;]"
11,"AB","T2_BasicEmergency","2","[1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;]","[0.008468;0.008747;0.009038;0.009316;0.009595;0.009876;0.010161;0.010453;0.010732;0.011023;]","[(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);]","[2024-10-25 13:50:8.734;2024-10-25 13:50:9.236;2024-10-25 13:50:9.764;2024-10-25 13:50:10.266;2024-10-25 13:50:10.770;2024-10-25 13:50:11.273;2024-10-25 13:50:11.789;2024-10-25 13:50:12.318;2024-10-25 13:50:12.817;2024-10-25 13:50:13.380;]"
12,"AB","T2_BasicEmergency","2","[2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;]","[0.011817;0.012105;0.012404;0.012692;0.012982;0.013287;0.013577;0.013868;0.014173;0.014465;]","[(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);]","[2024-10-25 13:50:13.848;2024-10-25 13:50:14.345;2024-10-25 13:50:14.874;2024-10-25 13:50:15.371;2024-10-25 13:50:15.873;2024-10-25 13:50:16.400;2024-10-25 13:50:16.901;2024-10-25 13:50:17.403;2024-10-25 13:50:17.927;2024-10-25 13:50:18.429;]"
13,"AB","T2_BasicEmergency","2","[1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;]","[0.010607;0.010865;0.011133;0.011392;0.011652;0.011926;0.012187;0.012447;0.012721;0.012983;]","[(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);]","[2024-10-25 13:50:13.849;2024-10-25 13:50:14.345;2024-10-25 13:50:14.874;2024-10-25 13:50:15.371;2024-10-25 13:50:15.873;2024-10-25 13:50:16.400;2024-10-25 13:50:16.901;2024-10-25 13:50:17.403;2024-10-25 13:50:17.927;2024-10-25 13:50:18.447;]"
14,"AB","T2_BasicEmergency","2","[1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;]","[0.01131;0.011585;0.011871;0.012147;0.012425;0.012716;0.012994;0.013272;0.013564;0.013843;]","[(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);]","[2024-10-25 13:50:13.849;2024-10-25 13:50:14.345;2024-10-25 13:50:14.874;2024-10-25 13:50:15.371;2024-10-25 13:50:15.873;2024-10-25 13:50:16.400;2024-10-25 13:50:16.901;2024-10-25 13:50:17.403;2024-10-25 13:50:17.927;2024-10-25 13:50:18.466;]"
15,"AB","T2_BasicEmergency","2","[2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;]","[0.014767;0.015072;0.015362;0.015653;0.015944;0.01625;0.016551;0.016843;0.017134;0.017431;]","[(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);]","[2024-10-25 13:50:18.955;2024-10-25 13:50:19.481;2024-10-25 13:50:19.983;2024-10-25 13:50:20.487;2024-10-25 13:50:20.986;2024-10-25 13:50:21.502;2024-10-25 13:50:22.38;2024-10-25 13:50:22.540;2024-10-25 13:50:23.40;2024-10-25 13:50:23.541;]"
16,"AB","T2_BasicEmergency","2","[1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;]","[0.013254;0.013528;0.013788;0.014049;0.01431;0.014585;0.014855;0.015118;0.015378;0.015646;]","[(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);]","[2024-10-25 13:50:18.955;2024-10-25 13:50:19.482;2024-10-25 13:50:19.983;2024-10-25 13:50:20.487;2024-10-25 13:50:20.986;2024-10-25 13:50:21.502;2024-10-25 13:50:22.38;2024-10-25 13:50:22.540;2024-10-25 13:50:23.40;2024-10-25 13:50:23.562;]"
17,"AB","T2_BasicEmergency","2","[1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;]","[0.014132;0.014424;0.014702;0.01498;0.015259;0.015552;0.01584;0.016119;0.016398;0.016682;]","[(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);]","[2024-10-25 13:50:18.955;2024-10-25 13:50:19.482;2024-10-25 13:50:19.983;2024-10-25 13:50:20.487;2024-10-25 13:50:20.986;2024-10-25 13:50:21.502;2024-10-25 13:50:22.38;2024-10-25 13:50:22.540;2024-10-25 13:50:23.40;2024-10-25 13:50:23.582;]"
18,"AB","T2_BasicEmergency","2","[2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;]","[0.017726;0.018016;0.018307;0.018606;0.018898;0.019193;0.019483;0.019788;0.020078;0.020369;]","[(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);]","[2024-10-25 13:50:24.64;2024-10-25 13:50:24.566;2024-10-25 13:50:25.68;2024-10-25 13:50:25.569;2024-10-25 13:50:26.72;2024-10-25 13:50:26.595;2024-10-25 13:50:27.94;2024-10-25 13:50:27.626;2024-10-25 13:50:28.125;2024-10-25 13:50:28.614;]"
19,"AB","T2_BasicEmergency","2","[1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;]","[0.01591;0.016171;0.016432;0.0167;0.016962;0.017227;0.017487;0.017761;0.018021;0.018283;]","[(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);]","[2024-10-25 13:50:24.64;2024-10-25 13:50:24.566;2024-10-25 13:50:25.68;2024-10-25 13:50:25.569;2024-10-25 13:50:26.72;2024-10-25 13:50:26.595;2024-10-25 13:50:27.94;2024-10-25 13:50:27.626;2024-10-25 13:50:28.125;2024-10-25 13:50:28.634;]"
20,"AB","T2_BasicEmergency","2","[1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;]","[0.016964;0.017242;0.017521;0.017806;0.018086;0.018368;0.018646;0.018938;0.019215;0.019494;]","[(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);]","[2024-10-25 13:50:24.64;2024-10-25 13:50:24.566;2024-10-25 13:50:25.68;2024-10-25 13:50:25.569;2024-10-25 13:50:26.72;2024-10-25 13:50:26.595;2024-10-25 13:50:27.94;2024-10-25 13:50:27.626;2024-10-25 13:50:28.125;2024-10-25 13:50:28.654;]"
21,"AB","T2_BasicEmergency","2","[2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;]","[0.020672;0.020961;0.021253;0.021552;0.02184;0.022146;0.022443;0.022747;0.023038;0.023334;]","[(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);]","[2024-10-25 13:50:29.149;2024-10-25 13:50:29.650;2024-10-25 13:50:30.152;2024-10-25 13:50:30.656;2024-10-25 13:50:31.156;2024-10-25 13:50:31.685;2024-10-25 13:50:32.196;2024-10-25 13:50:32.735;2024-10-25 13:50:33.236;2024-10-25 13:50:33.735;]"
22,"AB","T2_BasicEmergency","2","[1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;]","[0.018554;0.018814;0.019076;0.019344;0.019603;0.019877;0.020144;0.020417;0.020678;0.020944;]","[(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);]","[2024-10-25 13:50:29.149;2024-10-25 13:50:29.650;2024-10-25 13:50:30.152;2024-10-25 13:50:30.656;2024-10-25 13:50:31.156;2024-10-25 13:50:31.685;2024-10-25 13:50:32.196;2024-10-25 13:50:32.735;2024-10-25 13:50:33.236;2024-10-25 13:50:33.753;]"
23,"AB","T2_BasicEmergency","2","[1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;]","[0.019784;0.020061;0.02034;0.020626;0.020902;0.021194;0.021479;0.02177;0.022048;0.022332;]","[(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);]","[2024-10-25 13:50:29.149;2024-10-25 13:50:29.650;2024-10-25 13:50:30.152;2024-10-25 13:50:30.656;2024-10-25 13:50:31.156;2024-10-25 13:50:31.685;2024-10-25 13:50:32.196;2024-10-25 13:50:32.736;2024-10-25 13:50:33.236;2024-10-25 13:50:33.772;]"
24,"AB","T2_BasicEmergency","2","[2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;]","[0.023631;0.02392;0.024215;0.024511;0.024807;0.025096;0.025402;0.025701;0.026004;0.026287;]","[(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);]","[2024-10-25 13:50:34.262;2024-10-25 13:50:34.762;2024-10-25 13:50:35.254;2024-10-25 13:50:35.756;2024-10-25 13:50:36.278;2024-10-25 13:50:36.778;2024-10-25 13:50:37.306;2024-10-25 13:50:37.822;2024-10-25 13:50:38.330;2024-10-25 13:50:38.831;]"
25,"AB","T2_BasicEmergency","2","[1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;]","[0.02121;0.02147;0.021734;0.022;0.022266;0.022526;0.0228;0.023068;0.02334;0.023594;]","[(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);]","[2024-10-25 13:50:34.262;2024-10-25 13:50:34.762;2024-10-25 13:50:35.254;2024-10-25 13:50:35.756;2024-10-25 13:50:36.278;2024-10-25 13:50:36.778;2024-10-25 13:50:37.306;2024-10-25 13:50:37.822;2024-10-25 13:50:38.330;2024-10-25 13:50:38.848;]"
26,"AB","T2_BasicEmergency","2","[1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;]","[0.022615;0.022893;0.023174;0.023458;0.023742;0.024018;0.024311;0.024597;0.024887;0.025158;]","[(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);]","[2024-10-25 13:50:34.262;2024-10-25 13:50:34.762;2024-10-25 13:50:35.254;2024-10-25 13:50:35.756;2024-10-25 13:50:36.278;2024-10-25 13:50:36.778;2024-10-25 13:50:37.306;2024-10-25 13:50:37.822;2024-10-25 13:50:38.330;2024-10-25 13:50:38.868;]"
27,"AB","T2_BasicEmergency","2","[2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;]","[0.026582;0.026871;0.027176;0.027468;0.027768;0.028067;0.028356;0.028661;0.028967;0.029264;]","[(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);]","[2024-10-25 13:50:39.356;2024-10-25 13:50:39.858;2024-10-25 13:50:40.380;2024-10-25 13:50:40.885;2024-10-25 13:50:41.388;2024-10-25 13:50:41.906;2024-10-25 13:50:42.407;2024-10-25 13:50:42.932;2024-10-25 13:50:43.461;2024-10-25 13:50:43.960;]"
28,"AB","T2_BasicEmergency","2","[1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;]","[0.023859;0.024119;0.024392;0.024654;0.024923;0.025192;0.025451;0.025726;0.026;0.026266;]","[(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);]","[2024-10-25 13:50:39.356;2024-10-25 13:50:39.858;2024-10-25 13:50:40.380;2024-10-25 13:50:40.885;2024-10-25 13:50:41.388;2024-10-25 13:50:41.906;2024-10-25 13:50:42.407;2024-10-25 13:50:42.932;2024-10-25 13:50:43.461;2024-10-25 13:50:43.980;]"
29,"AB","T2_BasicEmergency","2","[1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;]","[0.02544;0.025717;0.026009;0.026288;0.026575;0.026862;0.027138;0.02743;0.027723;0.028007;]","[(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);]","[2024-10-25 13:50:39.356;2024-10-25 13:50:39.858;2024-10-25 13:50:40.380;2024-10-25 13:50:40.885;2024-10-25 13:50:41.388;2024-10-25 13:50:41.906;2024-10-25 13:50:42.407;2024-10-25 13:50:42.932;2024-10-25 13:50:43.461;2024-10-25 13:50:44.1;]"
30,"AB","T2_BasicEmergency","2","[2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;]","[0.029561;0.029844;0.030134;0.03043;0.030729;0.031025;0.031324;0.031614;0.031917;0.032216;]","[(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);]","[2024-10-25 13:50:44.474;2024-10-25 13:50:44.973;2024-10-25 13:50:45.473;2024-10-25 13:50:45.988;2024-10-25 13:50:46.501;2024-10-25 13:50:47.15;2024-10-25 13:50:47.519;2024-10-25 13:50:48.29;2024-10-25 13:50:48.556;2024-10-25 13:50:49.58;]"
31,"AB","T2_BasicEmergency","2","[1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;1.871327;]","[0.026533;0.026787;0.027047;0.027313;0.027582;0.027847;0.028115;0.028375;0.028648;0.028916;]","[(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);(2091.175049;12070.0);]","[2024-10-25 13:50:44.474;2024-10-25 13:50:44.973;2024-10-25 13:50:45.473;2024-10-25 13:50:45.988;2024-10-25 13:50:46.501;2024-10-25 13:50:47.15;2024-10-25 13:50:47.519;2024-10-25 13:50:48.29;2024-10-25 13:50:48.556;2024-10-25 13:50:49.78;]"
32,"AB","T2_BasicEmergency","2","[1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;1.995329;]","[0.028291;0.028562;0.02884;0.029123;0.029409;0.029692;0.029978;0.030256;0.030546;0.030832;]","[(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);(2050.0;12109.202148);]","[2024-10-25 13:50:44.474;2024-10-25 13:50:44.973;2024-10-25 13:50:45.473;2024-10-25 13:50:45.988;2024-10-25 13:50:46.501;2024-10-25 13:50:47.15;2024-10-25 13:50:47.519;2024-10-25 13:50:48.29;2024-10-25 13:50:48.556;2024-10-25 13:50:49.98;]"
33,"AB","T2_BasicEmergency","2","[2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;2.084891;]","[0.032505;0.032802;0.033101;0.033382;0.033687;0.033987;0.034275;0.034572;0.034862;0.035166;]","[(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);(2026.446777;12040.62207);]","[2024-10-25 13:50:49.569;2024-10-25 13:50:50.84;2024-10-25 13:50:50.586;2024-10-25 13:50:51.85;2024-10-25 13:50:51.611;2024-10-25 13:50:52.126;2024-10-25 13:50:52.627;2024-10-25 13:50:53.138;2024-10-25 13:50:53.639;2024-10-25 13:50:54.165;]"
