id,user_id,scenario_type,dose_rate,dose_absortion,event_position,event_datetime
10,"AB","T2_BasicEmergency","[0.869135;0.871232;0.871431;0.871886;0.872108;0.872178;0.869249;0.872446;0.872346;0.868068;]","[0.00484;0.004964;0.005092;0.00522;0.005347;0.005475;0.005603;0.005731;0.005864;0.005992;]","[(-971.59137;12077.708008);(-969.364075;12078.923828);(-969.139587;12079.545898);(-968.656738;12079.832031);(-968.434265;12079.478516);(-968.367493;12079.263672);(-971.438477;12078.985352);(-968.085144;12079.367188);(-968.161011;12080.413086);(-972.65448;12079.853516);]","[2024-10-25 13:50:44.475;2024-10-25 13:50:44.974;2024-10-25 13:50:45.474;2024-10-25 13:50:45.988;2024-10-25 13:50:46.502;2024-10-25 13:50:47.16;2024-10-25 13:50:47.520;2024-10-25 13:50:48.30;2024-10-25 13:50:48.557;2024-10-25 13:50:49.119;]"
11,"AB","T2_BasicEmergency","[0.86822;0.868356;0.86901;0.871381;0.872079;0.871907;0.867622;0.874387;0.879425;0.876222;]","[0.006116;0.006244;0.006372;0.006496;0.006631;0.00676;0.006884;0.007011;0.00714;0.007275;]","[(-972.526184;12078.689453);(-972.402161;12077.962891);(-971.702942;12078.470703);(-969.211609;12078.827148);(-968.473755;12079.152344);(-968.643433;12079.510742);(-973.133606;12079.444336);(-966.037964;12080.350586);(-960.639771;12086.59082);(-963.990417;12085.255859);]","[2024-10-25 13:50:49.570;2024-10-25 13:50:50.84;2024-10-25 13:50:50.586;2024-10-25 13:50:51.86;2024-10-25 13:50:51.612;2024-10-25 13:50:52.127;2024-10-25 13:50:52.627;2024-10-25 13:50:53.139;2024-10-25 13:50:53.660;2024-10-25 13:50:54.227;]"
12,"AB","T2_BasicEmergency","[0.875357;0.874988;0.874921;0.874848;0.874805;0.874534;0.873996;0.874714;0.864168;0.856411;]","[0.007404;0.007545;0.007681;0.007812;0.007943;0.008071;0.0082;0.008328;0.008457;0.008589;]","[(-964.947693;12083.228516);(-965.3573;12082.344727);(-965.438477;12081.916016);(-965.508728;12082.125977);(-965.531311;12082.893555);(-965.824097;12082.477539);(-966.3927;12082.173828);(-965.642151;12082.324219);(-976.869873;12075.851562);(-984.804749;12087.424805);]","[2024-10-25 13:50:54.687;2024-10-25 13:50:55.213;2024-10-25 13:50:55.718;2024-10-25 13:50:56.230;2024-10-25 13:50:56.769;2024-10-25 13:50:57.267;2024-10-25 13:50:57.767;2024-10-25 13:50:58.269;2024-10-25 13:50:58.793;2024-10-25 13:50:59.359;]"
13,"AB","T2_BasicEmergency","[0.858204;0.856103;0.622424;0.569787;0.571558;0.573321;0.573701;0.574295;0.574409;0.574093;]","[0.008721;0.008848;0.008958;0.00905;0.009138;0.009222;0.009306;0.009392;0.009475;0.009557;]","[(-982.871399;12087.863281);(-984.948547;12093.113281);(-1277.332031;12363.319336);(-1373.911255;12375.25);(-1371.090332;12370.661133);(-1366.648071;12376.740234);(-1365.735596;12377.761719);(-1364.594971;12377.553711);(-1364.301514;12377.985352);(-1364.883179;12378.263672);]","[2024-10-25 13:50:59.822;2024-10-25 13:51:0.329;2024-10-25 13:51:0.851;2024-10-25 13:51:1.395;2024-10-25 13:51:1.877;2024-10-25 13:51:2.380;2024-10-25 13:51:2.864;2024-10-25 13:51:3.370;2024-10-25 13:51:3.878;2024-10-25 13:51:4.443;]"
14,"AB","T2_BasicEmergency","[0.573344;0.573244;0.572878;0.573191;0.576915;0.584103;0.575763;0.577275;0.577031;0.576023;]","[0.009641;0.009725;0.009813;0.009898;0.009986;0.010072;0.010157;0.010242;0.010329;0.010414;]","[(-1366.598999;12376.763672);(-1366.859619;12376.371094);(-1367.595093;12376.297852);(-1365.835571;12383.522461);(-1361.265259;12365.71582);(-1347.109009;12366.972656);(-1363.401489;12366.549805);(-1360.506592;12366.069336);(-1361.044434;12365.673828);(-1364.043579;12358.880859);]","[2024-10-25 13:51:4.884;2024-10-25 13:51:5.380;2024-10-25 13:51:5.901;2024-10-25 13:51:6.405;2024-10-25 13:51:6.952;2024-10-25 13:51:7.430;2024-10-25 13:51:7.950;2024-10-25 13:51:8.434;2024-10-25 13:51:8.948;2024-10-25 13:51:9.512;]"
15,"AB","T2_BasicEmergency","[0.579879;0.577998;0.577658;0.576427;1.015262;1.549395;1.552945;2.275205;3.25937;3.242548;]","[0.010502;0.010588;0.010675;0.010761;0.010873;0.011031;0.01126;0.011557;0.011939;0.01246;]","[(-1356.412598;12359.511719);(-1359.698242;12362.0625);(-1360.254517;12362.774414);(-1362.081055;12366.648438);(-817.792664;12277.007812);(-487.44577;12301.714844);(-485.770233;12302.121094);(-241.212555;12308.636719);(-90.811913;12045.655273);(-93.296913;12042.513672);]","[2024-10-25 13:51:9.973;2024-10-25 13:51:10.476;2024-10-25 13:51:10.981;2024-10-25 13:51:11.482;2024-10-25 13:51:11.998;2024-10-25 13:51:12.571;2024-10-25 13:51:13.53;2024-10-25 13:51:13.535;2024-10-25 13:51:14.58;2024-10-25 13:51:14.638;]"
16,"AB","T2_BasicEmergency","[3.230619;3.199828;3.196933;3.17064;3.174186;3.182143;3.190927;3.204275;3.21583;3.217683;]","[0.012926;0.013389;0.013852;0.01431;0.014775;0.015241;0.015708;0.016174;0.016647;0.017109;]","[(-94.984337;12046.030273);(-99.483345;12048.166016);(-99.847229;12051.341797);(-103.786743;12051.03125);(-103.22583;12052.250977);(-102.008232;12053.266602);(-100.709892;12052.695312);(-98.719025;12052.999023);(-97.022232;12052.572266);(-96.737907;12053.045898);]","[2024-10-25 13:51:15.68;2024-10-25 13:51:15.572;2024-10-25 13:51:16.102;2024-10-25 13:51:16.584;2024-10-25 13:51:17.98;2024-10-25 13:51:17.611;2024-10-25 13:51:18.123;2024-10-25 13:51:18.634;2024-10-25 13:51:19.138;2024-10-25 13:51:19.707;]"
17,"AB","T2_BasicEmergency","[3.211848;3.216418;3.195757;3.194146;3.205636;3.208186;3.215388;3.218088;3.214662;3.201688;]","[0.017577;0.01804;0.0185;0.018957;0.019423;0.019881;0.020362;0.020832;0.021296;0.021756;]","[(-97.592926;12053.256836);(-96.938202;12052.460938);(-100.023705;12051.271484);(-100.268654;12051.03125);(-98.557449;12051.289062);(-98.182152;12051.198242);(-97.103363;12051.890625);(-96.696259;12052.295898);(-97.200432;12052.314453);(-99.131935;12051.751953);]","[2024-10-25 13:51:20.148;2024-10-25 13:51:20.654;2024-10-25 13:51:21.155;2024-10-25 13:51:21.657;2024-10-25 13:51:22.168;2024-10-25 13:51:22.675;2024-10-25 13:51:23.188;2024-10-25 13:51:23.689;2024-10-25 13:51:24.197;2024-10-25 13:51:24.770;]"
18,"AB","T2_BasicEmergency","[3.191275;3.195816;3.213615;3.219135;3.214811;3.189268;3.189112;3.201598;3.209852;3.243201;]","[0.022219;0.022675;0.023138;0.0236;0.024071;0.024547;0.025016;0.025483;0.025954;0.026415;]","[(-100.699852;12050.87207);(-100.034058;12050.398438);(-97.385658;12050.966797);(-96.565933;12051.263672);(-97.196907;12051.514648);(-101.008049;12050.461914);(-101.046181;12049.755859);(-99.192184;12049.600586);(-97.957024;12050.236328);(-93.008301;12052.84668);]","[2024-10-25 13:51:25.210;2024-10-25 13:51:25.710;2024-10-25 13:51:26.215;2024-10-25 13:51:26.717;2024-10-25 13:51:27.234;2024-10-25 13:51:27.738;2024-10-25 13:51:28.255;2024-10-25 13:51:28.765;2024-10-25 13:51:29.280;2024-10-25 13:51:29.857;]"
19,"AB","T2_BasicEmergency","[3.299128;3.347624;3.307746;3.803525;3.775071;3.768441;3.769323;3.785021;3.795097;3.823481;]","[0.026888;0.027387;0.027878;0.02842;0.02898;0.029525;0.030077;0.030627;0.031167;0.031731;]","[(-84.811066;12058.808594);(-78.155548;12053.583984);(-83.829834;12049.599609);(-15.349645;12129.319336);(-18.92218;12126.890625);(-19.646309;12127.334961);(-19.537569;12127.384766);(-17.785908;12126.703125);(-16.509031;12127.681641);(-13.53585;12125.079102);]","[2024-10-25 13:51:30.307;2024-10-25 13:51:30.807;2024-10-25 13:51:31.315;2024-10-25 13:51:31.822;2024-10-25 13:51:32.362;2024-10-25 13:51:32.858;2024-10-25 13:51:33.338;2024-10-25 13:51:33.851;2024-10-25 13:51:34.349;2024-10-25 13:51:34.936;]"
20,"AB","T2_BasicEmergency","[4.005221;4.065936;3.998914;3.830109;3.798607;3.847528;3.86077;3.862593;3.867265;3.877007;]","[0.032309;0.032912;0.033523;0.034099;0.03465;0.035205;0.035782;0.036343;0.036916;0.037487;]","[(6.388813;12123.831055);(12.789209;12123.820312);(5.665523;12123.379883);(-12.991807;12123.129883);(-16.83437;12120.967773);(-11.111094;12122.21875);(-9.558347;12122.753906);(-9.358174;12122.708008);(-8.69453;12123.979492);(-7.567541;12124.292969);]","[2024-10-25 13:51:35.414;2024-10-25 13:51:35.900;2024-10-25 13:51:36.419;2024-10-25 13:51:36.927;2024-10-25 13:51:37.445;2024-10-25 13:51:37.939;2024-10-25 13:51:38.449;2024-10-25 13:51:38.971;2024-10-25 13:51:39.477;2024-10-25 13:51:40.41;]"
21,"AB","T2_BasicEmergency","[3.883346;3.880822;3.875422;3.873764;3.878371;3.876142;3.878033;3.883016;3.879406;3.855558;]","[0.038074;0.038656;0.039228;0.039801;0.040367;0.040922;0.041492;0.042065;0.042635;0.043201;]","[(-6.837593;12124.485352);(-7.108257;12124.588867);(-7.600681;12125.59668);(-7.785858;12125.603516);(-7.33271;12125.038086);(-7.736772;12123.631836);(-7.460213;12124.225586);(-6.741016;12125.6875);(-7.214199;12125.061523);(-10.030698;12123.817383);]","[2024-10-25 13:51:40.482;2024-10-25 13:51:40.997;2024-10-25 13:51:41.523;2024-10-25 13:51:42.38;2024-10-25 13:51:42.536;2024-10-25 13:51:43.37;2024-10-25 13:51:43.565;2024-10-25 13:51:44.79;2024-10-25 13:51:44.580;2024-10-25 13:51:45.162;]"
22,"AB","T2_BasicEmergency","[3.856282;3.857379;3.85636;3.864555;3.880368;3.87491;3.875481;3.872238;3.875544;3.873647;]","[0.043765;0.044323;0.044882;0.045443;0.046016;0.04659;0.047155;0.047714;0.048275;0.048835;]","[(-9.890969;12124.347656);(-9.789723;12124.141602);(-9.938802;12123.830078);(-8.875383;12125.104492);(-7.016937;12125.867188);(-7.585905;12126.242188);(-7.559713;12125.905273);(-7.97199;12125.467773);(-7.67674;12124.789062);(-7.874108;12124.926758);]","[2024-10-25 13:51:45.601;2024-10-25 13:51:46.111;2024-10-25 13:51:46.629;2024-10-25 13:51:47.139;2024-10-25 13:51:47.643;2024-10-25 13:51:48.137;2024-10-25 13:51:48.657;2024-10-25 13:51:49.148;2024-10-25 13:51:49.653;2024-10-25 13:51:50.229;]"
23,"AB","T2_BasicEmergency","[3.868191;3.861048;3.854914;3.858771;3.862287;3.862792;3.867871;3.876239;3.880373;3.879639;]","[0.0494;0.049974;0.050553;0.051129;0.05169;0.052243;0.052829;0.053397;0.053966;0.054533;]","[(-8.435856;12125.381836);(-9.158323;12126.110352);(-9.955871;12125.160156);(-9.682885;12123.683594);(-9.261771;12123.912109);(-9.269985;12123.31543);(-8.653049;12123.736328);(-7.623671;12124.564453);(-7.143341;12124.724609);(-7.230759;12124.677734);]","[2024-10-25 13:51:50.672;2024-10-25 13:51:51.193;2024-10-25 13:51:51.711;2024-10-25 13:51:52.234;2024-10-25 13:51:52.733;2024-10-25 13:51:53.232;2024-10-25 13:51:53.756;2024-10-25 13:51:54.271;2024-10-25 13:51:54.770;2024-10-25 13:51:55.369;]"
24,"AB","T2_BasicEmergency","[3.879546;3.878915;3.882191;3.88892;3.884707;3.885094;3.888515;3.901349;3.903319;3.874627;]","[0.0551;0.055662;0.056224;0.056794;0.057362;0.057944;0.058516;0.059117;0.059697;0.06027;]","[(-7.377283;12123.435547);(-7.505388;12122.90625);(-7.036705;12123.847656);(-5.960495;12126.771484);(-6.396229;12127.074219);(-6.393833;12126.712891);(-6.040999;12126.458008);(-4.551932;12127.004883);(-4.457266;12125.907227);(-8.035028;12122.447266);]","[2024-10-25 13:51:55.772;2024-10-25 13:51:56.277;2024-10-25 13:51:56.788;2024-10-25 13:51:57.299;2024-10-25 13:51:57.811;2024-10-25 13:51:58.336;2024-10-25 13:51:58.838;2024-10-25 13:51:59.364;2024-10-25 13:51:59.868;2024-10-25 13:52:0.437;]"
25,"AB","T2_BasicEmergency","[3.87296;3.87898;3.87671;3.875658;3.877195;3.879817;3.878768;3.875856;3.876513;3.878146;]","[0.060835;0.061399;0.061957;0.062524;0.063081;0.063636;0.064211;0.064805;0.065379;0.065945;]","[(-8.164392;12122.979492);(-7.359871;12124.173828);(-7.520665;12125.019531);(-7.623964;12125.150391);(-7.437201;12125.282227);(-7.188136;12124.882812);(-7.23033;12125.55957);(-7.509687;12125.977539);(-7.422389;12126.098633);(-7.223907;12126.238281);]","[2024-10-25 13:52:0.881;2024-10-25 13:52:1.392;2024-10-25 13:52:1.884;2024-10-25 13:52:2.398;2024-10-25 13:52:2.899;2024-10-25 13:52:3.407;2024-10-25 13:52:3.919;2024-10-25 13:52:4.442;2024-10-25 13:52:4.954;2024-10-25 13:52:5.541;]"
26,"AB","T2_BasicEmergency","[3.878694;3.881359;3.8903;3.906731;3.906693;3.898902;3.901346;3.899041;3.906295;3.898976;]","[0.066504;0.067063;0.067634;0.068201;0.06878;0.069343;0.06992;0.07049;0.07107;0.071629;]","[(-7.179674;12126.085938);(-6.896284;12125.955078);(-5.872267;12126.189453);(-3.844619;12127.974609);(-3.943103;12127.149414);(-4.914337;12126.200195);(-4.609204;12126.500977);(-5.053455;12124.817383);(-4.121382;12125.961914);(-4.820324;12126.959961);]","[2024-10-25 13:52:5.979;2024-10-25 13:52:6.477;2024-10-25 13:52:6.984;2024-10-25 13:52:7.493;2024-10-25 13:52:8.12;2024-10-25 13:52:8.507;2024-10-25 13:52:9.33;2024-10-25 13:52:9.532;2024-10-25 13:52:10.58;2024-10-25 13:52:10.617;]"
27,"AB","T2_BasicEmergency","[3.895136;3.895362;3.887337;3.847527;3.845089;3.894999;4.003829;3.935855;3.83375;15.358008;]","[0.072197;0.072755;0.073313;0.073871;0.074432;0.074995;0.075572;0.076154;0.076731;0.078175;]","[(-5.140476;12127.895508);(-4.956988;12129.268555);(-5.858315;12129.205078);(-9.997439;12132.083984);(-10.550733;12129.724609);(-5.414812;12125.604492);(5.988379;12121.537109);(-0.926231;12125.435547);(-11.47849;12132.796875);(461.191223;12221.481445);]","[2024-10-25 13:52:11.59;2024-10-25 13:52:11.564;2024-10-25 13:52:12.145;2024-10-25 13:52:12.566;2024-10-25 13:52:13.92;2024-10-25 13:52:13.588;2024-10-25 13:52:14.111;2024-10-25 13:52:14.588;2024-10-25 13:52:15.121;2024-10-25 13:52:15.686;]"
28,"AB","T2_BasicEmergency","[36.784935;37.20829;37.387797;103.905927;113.41679;107.746448;89.970682;28.295521;30.851258;31.884426;]","[0.081452;0.086842;0.092269;0.103539;0.119745;0.135664;0.149794;0.157916;0.162392;0.166998;]","[(737.198303;12286.228516);(735.617615;12283.774414);(735.496887;12282.984375);(967.623718;12147.727539);(959.437378;12145.712891);(965.924622;12145.180664);(982.593689;12150.066406);(1142.702759;12157.433594);(1128.771729;12155.503906);(1122.761963;12156.62793);]","[2024-10-25 13:52:16.120;2024-10-25 13:52:16.622;2024-10-25 13:52:17.134;2024-10-25 13:52:17.640;2024-10-25 13:52:18.177;2024-10-25 13:52:18.646;2024-10-25 13:52:19.172;2024-10-25 13:52:19.660;2024-10-25 13:52:20.195;2024-10-25 13:52:20.757;]"
29,"AB","T2_BasicEmergency","[33.55321;34.003703;33.571488;33.380328;34.031273;33.930359;33.971608;33.979497;33.928669;33.708781;]","[0.171718;0.176668;0.181679;0.186586;0.191615;0.196615;0.201498;0.206476;0.211433;0.216414;]","[(1113.562988;12158.322266);(1110.911987;12159.295898);(1112.737305;12159.824219);(1112.853149;12161.474609);(1110.185303;12160.489258);(1110.711182;12160.405273);(1110.485229;12160.460938);(1110.391602;12160.572266);(1111.26123;12159.316406);(1112.498901;12158.955078);]","[2024-10-25 13:52:21.210;2024-10-25 13:52:21.697;2024-10-25 13:52:22.216;2024-10-25 13:52:22.717;2024-10-25 13:52:23.241;2024-10-25 13:52:23.746;2024-10-25 13:52:24.257;2024-10-25 13:52:24.761;2024-10-25 13:52:25.271;2024-10-25 13:52:25.856;]"
30,"AB","T2_BasicEmergency","[33.608254;33.473784;33.366449;34.246459;34.704693;34.450664;35.239986;38.20805;38.640815;38.483422;]","[0.221287;0.226096;0.230971;0.235786;0.240744;0.245811;0.250789;0.256061;0.261586;0.267255;]","[(1112.635498;12159.667969);(1112.98999;12160.27832);(1113.256348;12160.803711);(1108.744141;12161.30957);(1107.228882;12160.043945);(1108.153809;12160.568359);(1104.965942;12159.643555);(1090.822388;12162.12793);(1090.297729;12159.862305);(1092.435181;12157.035156);]","[2024-10-25 13:52:26.285;2024-10-25 13:52:26.787;2024-10-25 13:52:27.300;2024-10-25 13:52:27.799;2024-10-25 13:52:28.313;2024-10-25 13:52:28.814;2024-10-25 13:52:29.317;2024-10-25 13:52:29.816;2024-10-25 13:52:30.318;2024-10-25 13:52:30.895;]"
31,"AB","T2_BasicEmergency","[37.3016;36.927907;32.423221;31.916003;32.53358;31.386452;30.852112;30.228954;30.895298;31.455131;]","[0.272769;0.278164;0.28315;0.287882;0.292668;0.297265;0.301684;0.306198;0.310646;0.315182;]","[(1097.925415;12155.78418);(1098.354736;12158.030273);(1118.137207;12160.506836);(1121.121948;12159.757812);(1116.069824;12163.545898);(1120.904907;12165.942383);(1124.692871;12164.1875);(1128.09436;12164.366211);(1124.919067;12163.233398);(1122.435425;12162.09082);]","[2024-10-25 13:52:31.353;2024-10-25 13:52:31.849;2024-10-25 13:52:32.379;2024-10-25 13:52:32.872;2024-10-25 13:52:33.383;2024-10-25 13:52:33.884;2024-10-25 13:52:34.383;2024-10-25 13:52:34.894;2024-10-25 13:52:35.405;2024-10-25 13:52:35.992;]"
32,"AB","T2_BasicEmergency","[31.472408;30.97518;30.992347;31.506744;32.651673;34.425914;62.834184;59.458564;57.312878;57.365088;]","[0.31975;0.324352;0.328826;0.333489;0.338159;0.343492;0.352117;0.360974;0.36951;0.377881;]","[(1121.201904;12164.417969);(1122.608887;12167.022461);(1124.886475;12162.199219);(1123.223511;12159.875977);(1119.261841;12155.717773);(1114.975586;12146.359375);(1058.711304;12077.849609);(1064.296631;12080.34375);(1066.383179;12088.762695);(1065.926758;12090.037109);]","[2024-10-25 13:52:36.422;2024-10-25 13:52:36.940;2024-10-25 13:52:37.437;2024-10-25 13:52:37.950;2024-10-25 13:52:38.481;2024-10-25 13:52:39.3;2024-10-25 13:52:39.500;2024-10-25 13:52:40.2;2024-10-25 13:52:40.532;2024-10-25 13:52:41.90;]"
