id,user_id,scenario_type,actor_id,actor_name,place_point_name,activation_count,start_datetime,end_datetime
0,"AA","T1_BasicMechanics","2","BP_TrafficCone5","BP_PlacePoint9","4","2024-10-22 13:50:44.162","2024-10-22 13:50:44.162"
1,"AA","T1_BasicMechanics","3","BP_Dosimeter_SABG105","BP_PlacePoint10","5","2024-10-22 13:50:49.132","2024-10-22 13:50:49.132"
