id,user_id,scenario_type,move_type,start_datetime,end_datetime,start_position,end_position,distance
154, "2", "Develop", "virtual_reality", "2024-1-29 17:18:35", "2024-1-29 17:18:35", "-14337.897461,11558.582031", "-14344.918945,11565.081055", "0.095677"
155, "2", "Develop", "virtual_reality", "2024-1-29 17:18:36", "2024-1-29 17:18:36", "-14339.473633,11561.713867", "-14360.0,11529.140625", "0.385011"
156, "2", "Develop", "virtual_reality", "2024-1-29 17:18:38", "2024-1-29 17:18:39", "-14361.118164,11538.396484", "-14139.099609,11322.046875", "3.099993"
157, "2", "Develop", "virtual_reality", "2024-1-29 17:18:39", "2024-1-29 17:18:39", "-14137.820312,11323.46582", "-14056.560547,11193.688477", "1.53119"
158, "2", "Develop", "virtual_reality", "2024-1-29 17:18:43", "2024-1-29 17:18:43", "-14048.258789,11193.675781", "-14008.22168,11184.188477", "0.411458"
159, "2", "Develop", "virtual_reality", "2024-1-29 17:19:18", "2024-1-29 17:19:18", "-14031.669922,9925.484375", "-14085.203125,10254.753906", "3.335926"
160, "2", "Develop", "virtual_reality", "2024-1-29 17:19:19", "2024-1-29 17:19:19", "-14085.6875,10255.354492", "-14144.276367,10527.274414", "2.781604"
161, "2", "Develop", "virtual_reality", "2024-1-29 17:19:19", "2024-1-29 17:19:19", "-14144.177734,10527.516602", "-14192.100586,10800.429688", "2.770886"
162, "2", "Develop", "virtual_reality", "2024-1-29 17:19:19", "2024-1-29 17:19:19", "-14192.233398,10800.576172", "-14243.385742,11043.498047", "2.482496"
163, "2", "Develop", "virtual_reality", "2024-1-29 17:19:19", "2024-1-29 17:19:19", "-14243.71875,11043.699219", "-14262.520508,11248.178711", "2.053421"
164, "2", "Develop", "virtual_reality", "2024-1-29 17:19:20", "2024-1-29 17:19:20", "-14263.589844,11249.452148", "-14282.507812,11386.348633", "1.381971"
165, "2", "Develop", "virtual_reality", "2024-1-29 17:19:20", "2024-1-29 17:19:20", "-14281.984375,11387.733398", "-14301.464844,11430.0", "0.465394"
166, "2", "Develop", "virtual_reality", "2024-1-29 17:19:22", "2024-1-29 17:19:22", "-14300.305664,11419.066406", "-14190.411133,11321.677734", "1.468375"
167, "2", "Develop", "virtual_reality", "2024-1-29 17:19:23", "2024-1-29 17:19:23", "-14190.353516,11317.958008", "-14147.834961,11242.65332", "0.864793"
168, "2", "Develop", "virtual_reality", "2024-1-29 17:19:26", "2024-1-29 17:19:26", "-14152.828125,11253.672852", "-14154.988281,11378.032227", "1.243786"
169, "2", "Develop", "virtual_reality", "2024-1-29 17:19:27", "2024-1-29 17:19:27", "-14153.714844,11379.359375", "-14146.783203,11430.0", "0.511132"
170, "2", "Develop", "virtual_reality", "2024-1-29 17:19:29", "2024-1-29 17:19:29", "-14144.895508,11420.133789", "-14124.171875,11323.673828", "0.986605"
171, "2", "Develop", "virtual_reality", "2024-1-29 17:21:4", "2024-1-29 17:21:4", "-14003.036133,9942.705078", "-14026.276367,10242.822266", "3.01016"
172, "2", "Develop", "virtual_reality", "2024-1-29 17:21:4", "2024-1-29 17:21:4", "-14028.949219,10240.423828", "-14046.75293,10519.130859", "2.792754"
173, "2", "Develop", "virtual_reality", "2024-1-29 17:21:4", "2024-1-29 17:21:4", "-14047.524414,10518.548828", "-14083.928711,10758.929688", "2.431221"
174, "2", "Develop", "virtual_reality", "2024-1-29 17:21:5", "2024-1-29 17:21:5", "-14083.905273,10758.621094", "-14142.245117,10979.0", "2.27971"
175, "2", "Develop", "virtual_reality", "2024-1-29 17:21:5", "2024-1-29 17:21:5", "-14142.097656,10978.946289", "-14157.955078,11035.295898", "0.585393"
176, "2", "Develop", "virtual_reality", "2024-1-29 17:21:5", "2024-1-29 17:21:5", "-14157.805664,11035.424805", "-14184.899414,11197.509766", "1.643346"
177, "2", "Develop", "virtual_reality", "2024-1-29 17:21:5", "2024-1-29 17:21:5", "-14184.313477,11197.795898", "-14197.800781,11351.321289", "1.541164"
178, "2", "Develop", "virtual_reality", "2024-1-29 17:21:6", "2024-1-29 17:21:6", "-14196.748047,11351.600586", "-14204.316406,11491.649414", "1.402527"
179, "2", "Develop", "virtual_reality", "2024-1-29 17:21:6", "2024-1-29 17:21:6", "-14200.206055,11490.114258", "-14194.006836,11565.03125", "0.751732"
180, "2", "Develop", "virtual_reality", "2024-1-29 17:21:7", "2024-1-29 17:21:7", "-14192.915039,11558.070312", "-14200.0,11536.888672", "0.223351"
181, "2", "Develop", "virtual_reality", "2024-1-29 17:21:8", "2024-1-29 17:21:8", "-14197.104492,11543.916016", "-14191.793945,11600.0", "0.563347"
182, "2", "Develop", "virtual_reality", "2024-1-29 17:41:19", "2024-1-29 17:41:19", "-14021.241211,9932.161133", "-14066.228516,10239.076172", "3.101951"
183, "2", "Develop", "virtual_reality", "2024-1-29 17:41:20", "2024-1-29 17:41:20", "-14066.430664,10237.332031", "-14101.493164,10551.959961", "3.165761"
184, "2", "Develop", "virtual_reality", "2024-1-29 17:41:20", "2024-1-29 17:41:20", "-14101.242188,10550.957031", "-14137.49707,10799.302734", "2.509788"
185, "2", "Develop", "virtual_reality", "2024-1-29 17:41:20", "2024-1-29 17:41:20", "-14137.474609,10799.449219", "-14171.732422,11033.490234", "2.365352"
186, "2", "Develop", "virtual_reality", "2024-1-29 17:41:20", "2024-1-29 17:41:20", "-14172.394531,11034.637695", "-14204.8125,11199.459961", "1.679797"
187, "2", "Develop", "virtual_reality", "2024-1-29 17:41:21", "2024-1-29 17:41:21", "-14204.733398,11201.412109", "-14245.529297,11349.0", "1.531223"
188, "2", "Develop", "virtual_reality", "2024-1-29 17:41:21", "2024-1-29 17:41:21", "-14246.066406,11350.441406", "-14277.838867,11430.0", "0.856681"
189, "2", "Develop", "virtual_reality", "2024-1-29 17:41:21", "2024-1-29 17:41:25", "-14280.361328,11428.639648", "-14198.62793,11458.62793", "0.870613"
190, "2", "Develop", "virtual_reality", "2024-1-29 17:41:28", "2024-1-29 17:41:28", "-14203.967773,11462.635742", "-14200.0,11489.513672", "0.271694"
191, "2", "Develop", "virtual_reality", "2024-1-29 17:41:29", "2024-1-29 17:41:29", "-14196.455078,11488.02832", "-14200.0,11499.519531", "0.12026"
192, "2", "Develop", "virtual_reality", "2024-1-29 17:41:29", "2024-1-29 17:41:30", "-14200.888672,11500.802734", "-14148.676758,11600.0", "1.120988"
193, "2", "Develop", "virtual_reality", "2024-1-29 17:41:31", "2024-1-29 17:41:33", "-14146.382812,11584.682617", "-14200.0,11535.72168", "0.726082"
194, "2", "Develop", "virtual_reality", "2024-1-29 17:42:32", "2024-1-29 17:42:32", "-14054.498047,9913.229492", "-14037.079102,10246.47168", "3.336974"
195, "2", "Develop", "virtual_reality", "2024-1-29 17:42:32", "2024-1-29 17:42:32", "-14039.750977,10246.959961", "-14080.050781,10569.916016", "3.254616"
196, "2", "Develop", "virtual_reality", "2024-1-29 17:42:33", "2024-1-29 17:42:33", "-14080.3125,10570.089844", "-14138.049805,10844.577148", "2.804941"
197, "2", "Develop", "virtual_reality", "2024-1-29 17:42:33", "2024-1-29 17:42:33", "-14137.620117,10844.821289", "-14197.976562,11128.111328", "2.896482"
198, "2", "Develop", "virtual_reality", "2024-1-29 17:42:33", "2024-1-29 17:42:33", "-14197.709961,11128.487305", "-14220.333984,11366.583984", "2.391689"
199, "2", "Develop", "virtual_reality", "2024-1-29 17:42:33", "2024-1-29 17:42:34", "-14220.032227,11367.021484", "-14220.0,11545.15625", "1.781347"
200, "2", "Develop", "virtual_reality", "2024-1-29 17:42:34", "2024-1-29 17:42:34", "-14215.614258,11547.05957", "-14185.697266,11600.0", "0.608085"
201, "2", "Develop", "virtual_reality", "2024-1-29 17:42:38", "2024-1-29 17:42:39", "-14179.229492,11590.946289", "-14165.53125,11580.0", "0.175345"
202, "2", "Develop", "virtual_reality", "2024-1-29 17:42:52", "2024-1-29 17:42:52", "-14172.107422,11573.001953", "-14147.300781,11220.007812", "3.538637"
203, "2", "Develop", "virtual_reality", "2024-1-29 17:42:52", "2024-1-29 17:42:52", "-14147.467773,11219.139648", "-14099.234375,10802.308594", "4.196116"
204, "2", "Develop", "virtual_reality", "2024-1-29 17:42:52", "2024-1-29 17:42:53", "-14099.644531,10802.293945", "-14043.000977,10385.274414", "4.208489"
205, "2", "Develop", "virtual_reality", "2024-1-29 17:42:53", "2024-1-29 17:42:53", "-14043.201172,10385.333008", "-14003.574219,10010.59082", "3.76832"
206, "2", "Develop", "virtual_reality", "2024-1-29 17:42:53", "2024-1-29 17:42:53", "-14003.578125,10010.405273", "-13951.72168,9691.967773", "3.226318"
207, "2", "Develop", "virtual_reality", "2024-1-29 17:42:53", "2024-1-29 17:42:53", "-13951.673828,9691.856445", "-13883.875,9437.983398", "2.627701"
208, "2", "Develop", "virtual_reality", "2024-1-29 17:42:54", "2024-1-29 17:42:54", "-13882.75293,9438.862305", "-13787.605469,9294.945312", "1.725255"
209, "2", "Develop", "virtual_reality", "2024-1-29 17:42:54", "2024-1-29 17:42:55", "-13786.854492,9297.669922", "-13770.0,9257.232422", "0.4381"
210, "2", "Develop", "virtual_reality", "2024-1-29 17:43:13", "2024-1-29 17:43:13", "-13783.617188,9277.96875", "-13827.384766,9675.330078", "3.997652"
211, "2", "Develop", "virtual_reality", "2024-1-29 17:43:13", "2024-1-29 17:43:13", "-13828.274414,9675.021484", "-13887.045898,10083.578125", "4.127619"
212, "2", "Develop", "virtual_reality", "2024-1-29 17:43:13", "2024-1-29 17:43:13", "-13887.504883,10083.493164", "-13960.431641,10468.073242", "3.914332"
213, "2", "Develop", "virtual_reality", "2024-1-29 17:43:13", "2024-1-29 17:43:13", "-13960.954102,10468.169922", "-14044.723633,10806.111328", "3.481691"
214, "2", "Develop", "virtual_reality", "2024-1-29 17:43:14", "2024-1-29 17:43:14", "-14045.400391,10806.402344", "-14117.254883,11021.984375", "2.272412"
215, "2", "Develop", "virtual_reality", "2024-1-29 17:43:14", "2024-1-29 17:43:14", "-14117.178711,11022.524414", "-14140.052734,11070.946289", "0.535529"
216, "2", "Develop", "virtual_reality", "2024-1-29 17:43:14", "2024-1-29 17:43:14", "-14139.948242,11071.55957", "-14166.787109,11166.022461", "0.982013"
217, "2", "Develop", "virtual_reality", "2024-1-29 17:43:14", "2024-1-29 17:43:14", "-14166.746094,11166.59668", "-14209.960938,11367.878906", "2.05869"
218, "2", "Develop", "virtual_reality", "2024-1-29 17:43:15", "2024-1-29 17:43:15", "-14209.922852,11368.441406", "-14243.511719,11567.633789", "2.020052"
219, "2", "Develop", "virtual_reality", "2024-1-29 17:43:17", "2024-1-29 17:43:17", "-14234.317383,11540.28418", "-14381.018555,11495.446289", "1.533996"
220, "2", "Develop", "virtual_reality", "2024-1-29 17:43:18", "2024-1-29 17:43:18", "-14377.304688,11501.735352", "-14360.0,11480.949219", "0.27047"
221, "2", "Develop", "virtual_reality", "2024-1-29 17:43:23", "2024-1-29 17:43:24", "-14357.983398,11482.348633", "-14264.80957,11391.797852", "1.299265"
222, "2", "Develop", "virtual_reality", "2024-1-29 17:43:24", "2024-1-29 17:43:24", "-14265.011719,11391.866211", "-14185.091797,11356.591797", "0.873589"
223, "2", "Develop", "virtual_reality", "2024-1-29 17:43:25", "2024-1-29 17:43:25", "-14185.413086,11354.84375", "-14140.811523,11335.197266", "0.487367"
224, "2", "Develop", "virtual_reality", "2024-1-29 17:43:27", "2024-1-29 17:43:27", "-14137.555664,11332.111328", "-14102.915039,11360.208008", "0.44602"
225, "2", "Develop", "virtual_reality", "2024-1-29 17:43:30", "2024-1-29 17:43:30", "-14108.830078,11365.925781", "-13838.27832,11571.967773", "3.400756"
226, "2", "Develop", "virtual_reality", "2024-1-29 17:43:30", "2024-1-29 17:43:30", "-13838.689453,11572.348633", "-13560.097656,11771.62207", "3.425252"
227, "2", "Develop", "virtual_reality", "2024-1-29 17:43:30", "2024-1-29 17:43:30", "-13560.1875,11771.702148", "-13285.776367,11952.308594", "3.285116"
228, "2", "Develop", "virtual_reality", "2024-1-29 17:43:30", "2024-1-29 17:43:30", "-13285.704102,11951.886719", "-13102.685547,12056.737305", "2.109251"
229, "2", "Develop", "virtual_reality", "2024-1-29 17:43:39", "2024-1-29 17:43:40", "-14047.787109,9906.664062", "-14068.036133,10277.952148", "3.718402"
230, "2", "Develop", "virtual_reality", "2024-1-29 17:43:40", "2024-1-29 17:43:40", "-14068.060547,10279.499023", "-14124.293945,10670.603516", "3.951259"
231, "2", "Develop", "virtual_reality", "2024-1-29 17:43:40", "2024-1-29 17:43:40", "-14124.286133,10672.000977", "-14140.327148,10985.848633", "3.142572"
232, "2", "Develop", "virtual_reality", "2024-1-29 17:43:40", "2024-1-29 17:43:40", "-14141.004883,10987.241211", "-14159.287109,11037.214844", "0.532132"
233, "2", "Develop", "virtual_reality", "2024-1-29 17:43:40", "2024-1-29 17:43:40", "-14159.40625,11040.71875", "-14177.852539,11242.990234", "2.03111"
234, "2", "Develop", "virtual_reality", "2024-1-29 17:43:41", "2024-1-29 17:43:41", "-14176.759766,11246.717773", "-14206.693359,11359.689453", "1.168699"
235, "2", "Develop", "virtual_reality", "2024-1-29 17:43:41", "2024-1-29 17:43:41", "-14209.060547,11358.041016", "-14251.40625,11416.640625", "0.722986"
236, "2", "Develop", "virtual_reality", "2024-1-29 17:43:43", "2024-1-29 17:43:44", "-14250.135742,11434.806641", "-14208.482422,11446.279297", "0.432041"
237, "2", "Develop", "virtual_reality", "2024-1-29 17:43:44", "2024-1-29 17:43:44", "-14205.219727,11443.973633", "-14145.641602,11430.0", "0.611948"
238, "2", "Develop", "virtual_reality", "2024-1-29 17:45:1", "2024-1-29 17:45:1", "-14023.3125,9928.316406", "-14053.682617,10267.676758", "3.407165"
239, "2", "Develop", "virtual_reality", "2024-1-29 17:45:1", "2024-1-29 17:45:1", "-14054.695312,10267.25", "-14079.484375,10588.759766", "3.224643"
240, "2", "Develop", "virtual_reality", "2024-1-29 17:45:1", "2024-1-29 17:45:1", "-14079.28125,10588.389648", "-14141.341797,10892.938477", "3.108071"
241, "2", "Develop", "virtual_reality", "2024-1-29 17:45:1", "2024-1-29 17:45:2", "-14141.604492,10893.238281", "-14166.588867,11027.998047", "1.370562"
242, "2", "Develop", "virtual_reality", "2024-1-29 17:45:2", "2024-1-29 17:45:2", "-14166.746094,11028.917969", "-14177.084961,11231.573242", "2.029188"
243, "2", "Develop", "virtual_reality", "2024-1-29 17:45:2", "2024-1-29 17:45:2", "-14177.364258,11232.295898", "-14220.0,11530.837891", "3.015705"
244, "2", "Develop", "virtual_reality", "2024-1-29 17:45:3", "2024-1-29 17:45:3", "-14215.512695,11530.96582", "-14168.594727,11591.035156", "0.762207"
245, "2", "Develop", "virtual_reality", "2024-1-29 17:45:5", "2024-1-29 17:45:5", "-14170.703125,11584.086914", "-14200.0,11504.517578", "0.847918"
246, "2", "Develop", "virtual_reality", "2024-1-29 17:45:7", "2024-1-29 17:45:7", "-14207.586914,11496.056641", "-14105.791992,11349.742188", "1.782411"
247, "2", "Develop", "virtual_reality", "2024-1-29 17:45:9", "2024-1-29 17:45:10", "-14107.855469,11342.643555", "-14129.014648,11295.566406", "0.516138"
248, "2", "MainMenu", "real_life", "1-1-1 0:0:0", "2024-1-29 18:45:9", "0.0,0.0", "-11.950792,2.300077", "0.122864"
249, "2", "MainMenu", "real_life", "2024-1-29 18:45:9", "2024-1-29 18:45:12", "-11.950792,2.300077", "-1.116408,0.050567", "0.110654"
250, "2", "MainMenu", "real_life", "2024-1-29 18:45:12", "2024-1-29 18:45:13", "-1.116408,0.050567", "-9.611202,-7.530326", "0.113856"
251, "2", "MainMenu", "real_life", "2024-1-29 18:45:13", "2024-1-29 18:45:16", "-9.611202,-7.530326", "-1.183768,4.500566", "0.146889"
252, "1", "S1_BasicMechanics", "real_life", "2024-1-29 18:45:16", "2024-1-29 18:45:34", "0.0,0.0", "4.640806,11.031479", "0.120916"
253, "1", "S1_BasicMechanics", "real_life", "2024-1-29 18:45:34", "2024-1-29 18:45:35", "4.640806,11.031479", "-0.046607,-2.458761", "0.142814"
254, "1", "S1_BasicMechanics", "real_life", "2024-1-29 18:45:35", "2024-1-29 18:45:36", "-0.046607,-2.458761", "1.814496,9.127995", "0.117353"
255, "1", "S1_BasicMechanics", "real_life", "2024-1-29 18:45:36", "2024-1-29 18:45:36", "1.814496,9.127995", "0.971574,-4.262503", "0.13417"
256, "1", "S1_BasicMechanics", "real_life", "2024-1-29 18:45:36", "2024-1-29 18:45:37", "0.971574,-4.262503", "4.24035,9.885637", "0.145208"
257, "1", "S1_BasicMechanics", "real_life", "2024-1-29 18:45:37", "2024-1-29 18:45:37", "4.24035,9.885637", "2.298468,-3.806282", "0.138289"
258, "1", "S1_BasicMechanics", "real_life", "2024-1-29 18:45:37", "2024-1-29 18:45:50", "2.298468,-3.806282", "-2.576411,6.204303", "0.111345"
259, "1", "S1_BasicMechanics", "virtual_reality", "2024-1-29 18:46:6", "2024-1-29 18:46:6", "12395.550781,-3047.007324", "12381.68457,-3146.569092", "1.005226"
260, "1", "S1_BasicMechanics", "virtual_reality", "2024-1-29 18:46:6", "2024-1-29 18:46:6", "12381.523438,-3147.126465", "12381.313477,-3182.466797", "0.353409"
261, "1", "S1_BasicMechanics", "virtual_reality", "2024-1-29 18:46:7", "2024-1-29 18:46:7", "12382.793945,-3181.17627", "12367.472656,-3170.615234", "0.186084"
262, "1", "S1_BasicMechanics", "virtual_reality", "2024-1-29 18:46:7", "2024-1-29 18:46:7", "12367.792969,-3170.795654", "12348.040039,-3155.956299", "0.247056"
263, "1", "S1_BasicMechanics", "virtual_reality", "2024-1-29 18:46:7", "2024-1-29 18:46:8", "12348.87207,-3155.85376", "12327.424805,-3147.017578", "0.231959"
264, "1", "S1_BasicMechanics", "virtual_reality", "2024-1-29 18:46:8", "2024-1-29 18:46:8", "12327.711914,-3146.270752", "12368.821289,-3112.593262", "0.531425"
265, "1", "S1_BasicMechanics", "virtual_reality", "2024-1-29 18:46:9", "2024-1-29 18:46:9", "12368.681641,-3111.070801", "12402.19043,-3055.002441", "0.653184"
266, "1", "S1_BasicMechanics", "real_life", "2024-1-29 18:45:50", "2024-1-29 18:46:17", "0.0,0.0", "-6.01289,-9.99025", "0.116602"
267, "1", "S1_BasicMechanics", "real_life", "2024-1-29 18:46:17", "2024-1-29 18:46:18", "-6.01289,-9.99025", "4.060634,-2.95575", "0.122866"
268, "1", "S1_BasicMechanics", "virtual_reality", "2024-1-29 18:46:23", "2024-1-29 18:46:23", "12397.712891,-3057.627197", "12440.0,-3065.335693", "0.429844"
269, "1", "S1_BasicMechanics", "real_life", "2024-1-29 18:46:18", "2024-1-29 18:46:26", "0.0,0.0", "0.663441,-15.171076", "0.151856"
270, "1", "S1_BasicMechanics", "real_life", "2024-1-29 18:46:26", "2024-1-29 18:46:32", "0.663441,-15.171076", "9.191528,-8.895295", "0.105884"
271, "1", "S1_BasicMechanics", "real_life", "2024-1-29 18:46:32", "2024-1-29 18:46:39", "9.191528,-8.895295", "0.862638,-17.658588", "0.120899"
272, "1", "S1_BasicMechanics", "real_life", "2024-1-29 18:46:39", "2024-1-29 18:46:43", "0.862638,-17.658588", "2.613654,-5.138592", "0.126419"
273, "1", "S1_BasicMechanics", "virtual_reality", "2024-1-29 18:46:53", "2024-1-29 18:46:53", "12434.964844,-3060.850098", "12684.178711,-3289.813721", "3.38425"
274, "1", "S1_BasicMechanics", "virtual_reality", "2024-1-29 18:46:54", "2024-1-29 18:46:54", "12683.786133,-3291.465088", "12791.212891,-3582.081299", "3.098358"
275, "1", "S1_BasicMechanics", "real_life", "2024-1-29 18:46:43", "2024-1-29 18:47:0", "0.0,0.0", "-4.400394,-9.095968", "0.101045"
