id,user_id,scenario_type,actor_id,actor_name,event_type,event_datetime
0,"9999","Develop","0","","Open","2024-5-8 13:1:34.854"
1,"9999","Develop","0","","Open","2024-6-19 16:40:44.488"
2,"9999","Develop","0","","Close","2024-6-19 16:40:45.826"
3,"9999","Develop","0","","Open","2024-6-19 16:49:34.782"
4,"9999","Develop","0","","Close","2024-6-19 16:49:35.338"
5,"9999","Develop","0","","Open","2024-6-19 16:58:38.875"
6,"9999","Develop","0","","Close","2024-6-19 16:58:39.569"
