,ID,GROUP,HMD,SCENARIO,NPC_NUM,NPC_NUM_TYPE_DEFAULT,NPC_NUM_TYPE_START_TALK_WITH_NPC,NPC_NUM_TYPE_STOP_TALK_WITH_NPC,NPC_NUM_ACTOR_0,NPC_NUM_ACTOR_1,NPC_NUM_ACTOR_2,NPC_NUM_ACTOR_3,NPC_NUM_ACTOR_4,NPC_NUM_ACTOR_5,NPC_NUM_ACTOR_6,NPC_NUM_ACTOR_7,NPC_TIME_INTER
0,TEST,TSV,QUEST,ALL,6.0,0.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,27
1,TEST,TSV,QUEST,T1,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
2,TEST,TSV,QUEST,S1,4.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,28
