id,user_id,scenario_type,dose_rate,dose_absortion,event_position,event_datetime
0,"ALE","S2_BasicEmergency","[0.005177;0.005146;0.005158;0.005155;0.005133;0.005117;0.005119;0.005125;0.005127;0.005128;]","[0.0;0.000001;0.000002;0.000003;0.000004;0.000005;0.000006;0.000006;0.000007;0.000008;]","[(11700.0;-18460.0);(11672.995117;-18524.152344);(11675.233398;-18528.150391);(11677.87207;-18516.037109);(11676.472656;-18497.916016);(11676.494141;-18480.970703);(11674.792969;-18489.035156);(11675.841797;-18491.681641);(11676.547852;-18491.648438);(11676.882812;-18491.521484);]","[2024-10-21 16:46:35.594;2024-10-21 16:46:36.149;2024-10-21 16:46:36.655;2024-10-21 16:46:37.153;2024-10-21 16:46:37.700;2024-10-21 16:46:38.213;2024-10-21 16:46:38.713;2024-10-21 16:46:39.214;2024-10-21 16:46:39.715;2024-10-21 16:46:40.244;]"
1,"ALE","S2_BasicEmergency","[0.005126;0.005123;0.005123;0.005123;0.005123;0.005124;0.005124;0.005124;0.005124;0.005124;]","[0.000009;0.000009;0.00001;0.000011;0.000012;0.000012;0.000013;0.000014;0.000015;0.000015;]","[(11676.013672;-18491.789062);(11675.401367;-18491.734375);(11675.160156;-18491.955078);(11675.233398;-18491.847656);(11675.317383;-18491.947266);(11675.394531;-18492.175781);(11675.495117;-18492.037109);(11675.494141;-18492.119141);(11675.307617;-18492.177734);(11675.316406;-18492.113281);]","[2024-10-21 16:46:40.744;2024-10-21 16:46:41.270;2024-10-21 16:46:41.771;2024-10-21 16:46:42.271;2024-10-21 16:46:42.772;2024-10-21 16:46:43.273;2024-10-21 16:46:43.773;2024-10-21 16:46:44.273;2024-10-21 16:46:44.775;2024-10-21 16:46:45.276;]"
2,"ALE","S2_BasicEmergency","[0.005124;0.005124;0.005127;0.005124;0.005121;0.005117;0.005121;0.005118;0.00512;0.00512;]","[0.000016;0.000017;0.000018;0.000019;0.000019;0.00002;0.000021;0.000022;0.000022;0.000023;]","[(11675.302734;-18492.201172);(11675.828125;-18490.496094);(11676.625977;-18491.183594);(11675.457031;-18492.318359);(11674.951172;-18490.851562);(11673.646484;-18491.574219);(11674.574219;-18492.150391);(11673.613281;-18492.035156);(11674.223633;-18492.271484);(11674.179688;-18492.449219);]","[2024-10-21 16:46:45.800;2024-10-21 16:46:46.320;2024-10-21 16:46:46.843;2024-10-21 16:46:47.354;2024-10-21 16:46:47.852;2024-10-21 16:46:48.355;2024-10-21 16:46:48.882;2024-10-21 16:46:49.382;2024-10-21 16:46:49.909;2024-10-21 16:46:50.436;]"
3,"ALE","S2_BasicEmergency","[0.005122;0.00512;0.00512;0.005119;0.005119;0.005119;0.00512;0.005121;0.005122;0.005122;]","[0.000024;0.000025;0.000026;0.000026;0.000027;0.000028;0.000029;0.000029;0.00003;0.000031;]","[(11674.804688;-18492.330078);(11674.535156;-18491.453125);(11674.489258;-18490.953125);(11674.296875;-18491.117188);(11674.119141;-18491.279297);(11674.056641;-18491.443359);(11674.359375;-18491.339844);(11674.793945;-18491.283203);(11675.188477;-18491.396484);(11675.03418;-18491.449219);]","[2024-10-21 16:46:50.961;2024-10-21 16:46:51.463;2024-10-21 16:46:51.990;2024-10-21 16:46:52.491;2024-10-21 16:46:52.992;2024-10-21 16:46:53.520;2024-10-21 16:46:54.48;2024-10-21 16:46:54.549;2024-10-21 16:46:55.51;2024-10-21 16:46:55.579;]"
4,"ALE","S2_BasicEmergency","[0.00512;0.005119;0.005118;0.005118;0.005118;0.005118;0.005118;0.005119;0.005119;0.005119;]","[0.000032;0.000032;0.000033;0.000034;0.000035;0.000036;0.000036;0.000037;0.000038;0.000039;]","[(11674.588867;-18491.398438);(11674.145508;-18491.423828);(11673.972656;-18491.507812);(11673.857422;-18491.384766);(11673.819336;-18491.427734);(11673.90332;-18491.464844);(11673.816406;-18491.275391);(11674.157227;-18491.240234);(11674.256836;-18491.414062);(11674.206055;-18491.712891);]","[2024-10-21 16:46:56.104;2024-10-21 16:46:56.606;2024-10-21 16:46:57.106;2024-10-21 16:46:57.629;2024-10-21 16:46:58.158;2024-10-21 16:46:58.685;2024-10-21 16:46:59.213;2024-10-21 16:46:59.712;2024-10-21 16:47:0.236;2024-10-21 16:47:0.739;]"
5,"ALE","S2_BasicEmergency","[0.005119;0.005119;0.00512;0.005121;0.005121;0.005121;0.00512;0.00512;0.00512;0.005122;]","[0.000039;0.00004;0.000041;0.000042;0.000043;0.000043;0.000044;0.000045;0.000046;0.000046;]","[(11674.133789;-18491.541016);(11674.28418;-18491.515625);(11674.493164;-18491.490234);(11674.790039;-18491.609375);(11674.75;-18491.763672);(11674.654297;-18491.632812);(11674.318359;-18491.505859);(11674.273438;-18491.65625);(11674.286133;-18491.691406);(11674.34668;-18493.896484);]","[2024-10-21 16:47:1.265;2024-10-21 16:47:1.767;2024-10-21 16:47:2.266;2024-10-21 16:47:2.795;2024-10-21 16:47:3.295;2024-10-21 16:47:3.823;2024-10-21 16:47:4.337;2024-10-21 16:47:4.838;2024-10-21 16:47:5.339;2024-10-21 16:47:5.864;]"
6,"ALE","S2_BasicEmergency","[0.005122;0.005122;0.005124;0.005123;0.005124;0.005123;0.005121;0.005119;0.005105;0.005264;]","[0.000047;0.000048;0.000049;0.000049;0.00005;0.000051;0.000052;0.000053;0.000053;0.000054;]","[(11674.066406;-18494.666016);(11674.305664;-18494.222656);(11674.913086;-18493.640625);(11674.932617;-18493.242188);(11675.711914;-18491.033203);(11675.345703;-18490.947266);(11674.900391;-18490.791016);(11675.084961;-18487.955078);(11672.035156;-18484.464844);(11801.083008;-18238.029297);]","[2024-10-21 16:47:6.383;2024-10-21 16:47:6.887;2024-10-21 16:47:7.388;2024-10-21 16:47:7.917;2024-10-21 16:47:8.420;2024-10-21 16:47:8.965;2024-10-21 16:47:9.470;2024-10-21 16:47:9.973;2024-10-21 16:47:10.485;2024-10-21 16:47:10.997;]"
7,"ALE","S2_BasicEmergency","[0.00531;0.005287;0.005323;0.005324;0.005325;0.005326;0.005326;0.005326;0.005328;0.005328;]","[0.000055;0.000056;0.000057;0.000057;0.000058;0.000059;0.00006;0.000061;0.000061;0.000062;]","[(12006.765625;-17842.15625);(12004.293945;-17834.525391);(12011.948242;-17840.472656);(12011.911133;-17840.625);(12012.757812;-17840.148438);(12013.262695;-17839.738281);(12013.401367;-17839.634766);(12012.672852;-17840.400391);(12012.751953;-17841.611328);(12012.287109;-17842.265625);]","[2024-10-21 16:47:11.500;2024-10-21 16:47:12.20;2024-10-21 16:47:12.532;2024-10-21 16:47:13.45;2024-10-21 16:47:13.567;2024-10-21 16:47:14.73;2024-10-21 16:47:14.581;2024-10-21 16:47:15.104;2024-10-21 16:47:15.612;2024-10-21 16:47:16.112;]"
8,"ALE","S2_BasicEmergency","[0.005329;0.00533;0.005329;0.005325;0.00531;0.005307;0.0053;0.004555;0.00449;0.004469;]","[0.000063;0.000064;0.000065;0.000065;0.000066;0.000067;0.000068;0.000069;0.000069;0.00007;]","[(12012.501953;-17842.619141);(12012.539062;-17842.710938);(12012.466797;-17842.638672);(12011.374023;-17842.191406);(12008.035156;-17840.347656);(12007.099609;-17840.277344);(12003.363281;-17842.927734);(11775.632812;-17794.212891);(11677.15918;-17936.699219);(11672.916016;-17928.701172);]","[2024-10-21 16:47:16.639;2024-10-21 16:47:17.139;2024-10-21 16:47:17.643;2024-10-21 16:47:18.160;2024-10-21 16:47:18.684;2024-10-21 16:47:19.213;2024-10-21 16:47:19.741;2024-10-21 16:47:20.268;2024-10-21 16:47:20.813;2024-10-21 16:47:21.333;]"
9,"ALE","S2_BasicEmergency","[0.004424;0.004414;0.004417;0.004483;0.004496;0.004501;0.004506;0.004499;0.004459;0.004502;]","[0.000071;0.000071;0.000072;0.000073;0.000074;0.000074;0.000075;0.000076;0.000076;0.000077;]","[(11663.540039;-17912.224609);(11663.160156;-17904.966797);(11664.773438;-17904.675781);(11678.814453;-17927.539062);(11681.180664;-17933.111328);(11682.283203;-17934.242188);(11684.658203;-17933.3125);(11686.294922;-17925.044922);(11676.735352;-17913.333984);(11686.135742;-17927.326172);]","[2024-10-21 16:47:21.854;2024-10-21 16:47:22.350;2024-10-21 16:47:22.847;2024-10-21 16:47:23.374;2024-10-21 16:47:23.920;2024-10-21 16:47:24.430;2024-10-21 16:47:24.967;2024-10-21 16:47:25.507;2024-10-21 16:47:26.34;2024-10-21 16:47:26.544;]"
