id,user_id,scenario_type,actor_id,conversation_index,event_type,event_datetime
0,"ALE","S2_BasicEmergency","2","0","start_talk_with_npc","2024-10-21 16:48:12.489"
1,"ALE","S2_BasicEmergency","2","1","stop_talk_with_npc","2024-10-21 16:48:15.359"
2,"ALE","S2_BasicEmergency","3","0","start_talk_with_npc","2024-10-21 16:48:18.227"
3,"ALE","S2_BasicEmergency","3","0","stop_talk_with_npc","2024-10-21 16:48:19.375"
4,"ALE","S2_BasicEmergency","3","1","start_talk_with_npc","2024-10-21 16:48:43.259"
5,"ALE","S2_BasicEmergency","3","1","stop_talk_with_npc","2024-10-21 16:48:44.248"
